Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/16/4327,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/16/6639,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/16/8132,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/5285,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/6490,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/9334,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7960,NR/30092023/26122029/SH-06,GNA/NR/2025/04/16/2341
60,14:45-15:00,31.07,30,10,9.6,121.26,31.07,31.06,0,73,172,81,100,41,42,46.43,89,16.66,16.67,10,5.33,232.14,28.87,96.23,72.17,70.17,4.83,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,13.63,4.11,13.63,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,13.63,2.89,28.25,26.95,52.93,3.87,22.13,26.95,19.25

61,15:00-15:15,31.4,25.5,8.5,11.61,114.06,31.4,31.4,0,69,161,77,100,38,41,44.21,87,20,20,8.5,7.67,221.03,28.87,96.23,72.17,70.17,4.91,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,12.4,4.11,12.4,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,12.4,2.89,28.25,26.95,81.8,3.87,22.13,26.95,19.25

62,15:15-15:30,31.4,30,10,13.01,106.85,31.4,31.4,0,64,151,71,88.19,36,39,41.74,84,25,25,10,10.33,208.68,28.87,96.23,72.17,70.17,4.91,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,10.72,4.11,10.72,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,10.72,2.89,28.25,26.95,100.25,3.87,22.13,26.95,19.25

63,15:30-15:45,31.4,27.49,9.17,14.61,98.57,31.4,31.4,0,60,140,67,82.94,33,36,39.25,78,17.66,17.67,9.17,7,196.26,28.87,96.23,72.17,70.17,5.22,272.09,72.17,11.33,8.75,3.88,9.62,2.89,164.25,9.45,4.11,9.45,9.62,0,48.12,50.92,0,1.92,9.62,2.89,4.05,9.45,2.89,29.26,26.95,100.25,3.87,22.13,26.95,19.25

64,15:45-16:00,31.4,30.49,10.17,15.41,89.8,31.4,31.4,0,55,130,61,77.05,31,33,36.2,73,20.34,20.33,10.17,8,181.02,28.87,96.23,72.17,70.17,5.22,272.09,72.17,11.33,8.75,3.88,9.62,2.89,164.25,8.61,4.11,8.61,9.62,0,48.12,50.92,0,1.92,9.62,2.89,4.05,8.61,2.89,29.26,26.95,100.25,3.87,22.13,26.95,19.25

65,16:00-16:15,31.73,32.51,10.83,19.61,69.2,31.73,31.74,0,51,119,57,70.33,28,31,33.19,67,20.66,20.67,10.83,9.33,165.93,28.87,96.23,72.17,70.17,5.22,272.09,72.17,11.51,8.75,4.5,9.62,2.89,224.13,7.26,4.03,7.26,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,7.26,2.89,29.27,26.95,100.25,0.96,22.13,26.95,19.25

66,16:15-16:30,31.73,37.5,12.5,23.01,61.2,31.73,31.74,0,45,105,50,64.13,25,27,29.28,59,22.66,22.67,12.5,11.33,146.38,28.87,96.23,72.17,70.17,5.22,272.09,72.17,11.51,8.75,4.5,9.62,2.89,224.13,5.79,4.03,5.79,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,5.79,2.89,30.28,26.95,100.25,0.96,22.13,26.95,19.25

67,16:30-16:45,31.73,43.99,14.67,23.01,51.93,31.73,31.74,0,39,91,43,56.93,22,21,27.56,52,25.66,25.67,14.67,13.33,137.8,28.87,96.23,72.17,70.17,4.98,272.09,72.17,11.51,8.75,4.5,9.62,2.89,224.13,4.27,2.21,4.27,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,4.27,2.89,30.28,26.95,100.25,0.96,22.13,26.95,19.25

68,16:45-17:00,31.73,52.01,17.33,22.41,42.96,31.73,31.74,0,34,81,38,49.77,19,18,23.73,42,29.34,29.33,17.33,16,118.62,28.87,96.23,72.17,70.17,4.98,272.09,72.17,11.51,8.75,4.5,9.62,2.89,224.13,3.61,2.21,3.61,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,3.61,2.89,31.29,26.95,100.25,0.96,22.13,26.95,19.25

69,17:00-17:15,31.73,58.99,19.67,22.01,33.99,31.73,31.74,0,30,70,33,44.38,17,14,20.64,37,31.34,31.33,19.67,18.67,103.2,28.87,96.23,72.17,70.17,4.98,272.09,72.17,11.79,8.75,4.5,9.62,2.89,224.13,3.02,2.21,3.02,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,3.02,2.89,31.29,26.95,100.25,0.96,22.13,26.95,19.25

70,17:15-17:30,29.47,66.49,22.17,21.61,25.44,31.05,16,0,22,53,25,36.83,12,10,16.59,31,33.66,33.67,22.17,21.33,82.94,28.87,96.23,72.17,70.17,4.98,272.09,72.17,11.79,8.75,4.5,9.62,2.89,224.13,2.49,2.21,2.49,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,2.49,2.89,31.29,26.95,100.25,0.96,22.13,26.95,19.25

71,17:30-17:45,18.14,76.01,25.33,19.41,17.73,19.8,7,0,15,35,17,28.82,8,7,12.73,22,35,35,25.33,24.33,63.66,28.87,96.23,72.17,66.02,4.98,272.09,72.17,11.79,8.75,3.88,9.62,2.89,224.13,2.08,2.21,2.08,9.62,0,48.12,50.92,50,1.92,9.62,2.89,1.68,2.08,2.89,31.29,26.95,100.25,0.96,22.13,26.95,19.25

72,17:45-18:00,9.08,81,27,16.01,11.05,10.98,1,0,7,18,8,20.92,4,5,9.21,13,36,36,27,27.67,46.06,28.87,96.23,72.17,66.02,4.98,272.09,72.17,11.79,8.75,3.88,9.62,2.89,260.4,1.53,2.21,1.53,9.62,0,48.12,63.11,50,1.92,9.62,2.89,1.68,1.53,2.89,31.29,26.95,100.25,0.96,22.13,26.95,19.25

73,18:00-18:15,0,67.99,22.67,11.81,5.84,0,0,0,3,7,5,14.33,3,5,6.3,8,36,36,22.67,23,31.48,28.87,96.23,72.17,74.51,4.83,272.09,72.17,12.07,8.75,3.88,9.62,2.89,260.4,1.12,2.21,1.12,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,1.12,2.89,31.29,26.41,100.25,0.96,22.13,29.5,19.25

74,18:15-18:30,0,66,22,9.2,2.56,0,0,0,1,4,3,8.99,2,3,4.19,5,36.66,36.67,22,21,20.93,28.87,96.23,72.17,83,4.83,272.09,72.17,12.07,8.75,3.88,9.62,2.89,260.4,0.68,2.21,0.68,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0.68,2.89,31.29,26.41,100.25,0.96,22.13,29.5,19.25

75,18:30-18:45,0,63,21,8,0,0,0,0,0,1,1,3.21,0,1,2.48,2,37,37,21,26.67,12.4,28.87,96.23,72.17,91.49,4.83,272.09,72.17,12.71,8.75,3.88,9.62,2.89,260.4,0.11,2.21,0.11,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0.11,2.89,31.29,26.41,100.25,3.85,22.13,29.5,19.25

76,18:45-19:00,0,58.99,19.67,8,0,0,0,0,0,0,0,1.55,0,1,1.27,1,37.66,37.67,19.67,26,6.37,28.87,96.23,72.17,115.06,4.83,272.09,72.17,12.71,8.75,3.88,9.62,2.89,260.4,0.03,2.21,0.03,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0.03,2.89,31.29,26.41,100.25,3.85,22.13,29.5,19.25

77,19:00-19:15,0,58.5,19.5,8,0,0,0,0,0,0,0,0,0,0,0.04,0,38.34,38.33,19.5,25.33,0.19,28.87,96.23,72.17,115.06,4.83,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

78,19:15-19:30,0,55.99,18.67,8,0,0,0,0,0,0,0,0,0,0,0,0,37,37,18.67,24.67,0,28.87,96.23,72.17,115.06,4.83,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

79,19:30-19:45,0,55.5,18.5,8,0,0,0,0,0,0,0,0,0,0,0,0,45,45,18.5,23.33,0,28.87,96.23,72.17,115.06,4.83,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

80,19:45-20:00,0,53.51,17.83,8,0,0,0,0,0,0,0,0,0,0,0,0,45.66,45.67,17.83,22.67,0,28.87,96.23,72.17,115.06,4.83,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

81,20:00-20:15,0,49.01,16.33,8,0,0,0,0,0,0,0,0,0,0,0,0,46.4,46.4,16.33,16.67,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

82,20:15-20:30,0,48.49,16.17,8.2,0,0,0,0,0,0,0,0,0,0,0,0,46.4,46.4,16.17,16.33,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

83,20:30-20:45,0,36,12,7.8,0,0,0,0,0,0,0,0,0,0,0,0,44.4,44.39,12,16,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

84,20:45-21:00,0,34.5,11.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,44.4,44.4,11.5,15.33,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.27,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,3.85,22.13,29.5,19.25

85,21:00-21:15,0,35.51,11.83,9.6,0,0,0,0,0,0,0,0,0,0,0,0,43.91,43.92,11.83,14.67,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.03,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,7.67,100.25,3.85,22.13,7.67,19.25

86,21:15-21:30,0,34.5,11.5,10.4,0,0,0,0,0,0,0,0,0,0,0,0,43.79,43.78,11.5,14,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,4.03,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,7.67,100.25,3.85,22.13,7.67,19.25

87,21:30-21:45,0,34.5,11.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,43.51,43.52,11.5,13.33,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,2.33,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,0,22.13,29.5,19.25

88,21:45-22:00,0,34.01,11.33,10.6,0,0,0,0,0,0,0,0,0,0,0,0,43.34,43.35,11.33,12.67,0,28.87,96.23,72.17,115.06,4.68,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,0,22.13,29.5,19.25

89,22:00-22:15,0,34.01,11.33,7,0,0,0,0,0,0,0,0,0,0,0,0,41.87,41.87,11.33,12,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,0,22.13,29.5,19.25

90,22:15-22:30,0,33.49,11.17,7,0,0,0,0,0,0,0,0,0,0,0,0,40.26,40.27,11.17,11.67,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,31.29,0,100.25,0,22.13,29.5,19.25

91,22:30-22:45,0,33.49,11.17,7,0,0,0,0,0,0,0,0,0,0,0,0,38.61,38.61,11.17,11.67,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.28,29.5,100.25,0,22.13,29.5,19.25

92,22:45-23:00,0,33,11,7,0,0,0,0,0,0,0,0,0,0,0,0,37.18,37.19,11,11.67,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.28,29.5,100.25,0,22.13,29.5,19.25

93,23:00-23:15,0,33,11,7,0,0,0,0,0,0,0,0,0,0,0,0,37.96,37.96,11,11.67,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.77,29.5,100.25,0,22.13,29.5,19.25

94,23:15-23:30,0,32.51,10.83,7,0,0,0,0,0,0,0,0,0,0,0,0,38.54,38.54,10.83,12,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.77,29.5,100.25,0,22.13,29.5,19.25

95,23:30-23:45,0,32.51,10.83,7,0,0,0,0,0,0,0,0,0,0,0,0,38.9,38.89,10.83,12,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.27,29.5,100.25,0,22.13,29.5,19.25

96,23:45-24:00,0,32.51,10.83,7,0,0,0,0,0,0,0,0,0,0,0,0,38.84,38.84,10.83,12,0,28.87,96.23,72.17,115.06,4.6,272.09,72.17,13.17,8.75,3.72,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,86.8,50,1.92,9.62,2.89,1.68,0,2.89,30.27,29.5,100.25,0,22.13,29.5,19.25

