Block,Time Block,KISHANGANGA,KKNP,DULHASTI,DHAULIGNGA,BSIUL,BRBCL,CHAMERA1,DADRT2,CHAMERA3,CHAMERA2,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,DADRI_CRF,AURY_CRF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,TANAKPUR,TALA,TelanganaSTPP,TEHRI,TANDA2,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RIHAND2,KHSTPP-I,KHSTPP-II,KGSU3AND4,KGSU1AND2,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,NTPL,RAPPC,PARBATI3,NLCIIST1,RAPPB,FSTPP I & II,JHAJJAR,KOTESHWR,MAPS,KKNPPU2,KUDGI,NLCEXP,KOLDAM,NJPC,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,26.82,0,100.17,58.36,114.22,20.01,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,26.82,0,100.17,58.36,114.22,20.01,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,26.82,0,100.17,58.36,114.22,23.43,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,4.47,0,100.17,58.36,114.22,23.43,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

67,16:30-16:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,1.35,0,100.17,65.25,114.22,29.96,116.91,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,20.04,42.21,0,0,0,0,0

68,16:45-17:00,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.24,0,0,42.91,0,0,402.77,0.54,0,0,0,0,1.35,0,100.17,74.13,114.22,32.4,142.58,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,40.08,42.21,0,0,0,0,0

69,17:00-17:15,0,0,31.7,7.62,0,19.24,0,390.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,4.15,22.79,36.18,1.28,0.24,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,0,100.17,74.15,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,287.84,17.07,0,0,0,0,0,60.12,42.21,0,0,0,0,0

70,17:15-17:30,0,0,47.54,15.49,2.12,19.24,12.73,448.33,1.22,3.6,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,0,4.15,24.96,39.94,1.28,0.24,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,0,100.17,77.16,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,345.55,25.6,0,0,0,0,0,80.15,42.21,0,0,0,0,0

71,17:30-17:45,0,0,47.54,26.36,12.54,19.24,23.17,537.99,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,7.6,100.17,90.08,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,345.55,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

72,17:45-18:00,0,0,47.54,26.36,12.54,19.24,23.17,629.25,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,7.6,100.17,97.86,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,379.99,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

73,18:00-18:15,0,0,47.54,26.36,12.54,19.24,23.17,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,7.6,109.43,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,418.05,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

74,18:15-18:30,0,0,47.54,26.36,12.54,19.24,12.73,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.54,0,0,0,0,1.35,7.6,116.26,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,418.05,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

75,18:30-18:45,0,0,47.54,15.24,12.54,19.24,0,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.56,0,0,0,0,1.35,7.6,118.12,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,418.05,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

76,18:45-19:00,0,0,47.54,7.62,12.54,19.24,0,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.28,0,0,0,57.2,0,0,402.77,0.56,0,0,0,0,1.35,7.6,119.92,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,418.05,37.56,0,0,0,0,0,112.48,42.21,0,0,0,0,0

77,19:00-19:15,0,0,31.7,0,2.12,19.24,0,657.04,1.22,2.56,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,8.49,0,0,0,41.87,0,0,402.77,0.56,0,0,0,0,1.35,0,121.73,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,3.67,0,0,17.8,418.05,37.56,0,0,0,0,0,89.99,42.21,0,0,0,0,0

78,19:15-19:30,0,0,15.85,0,0,19.24,0,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0,0,0,41.26,0,0,402.77,0.56,0,0,0,0,1.35,0,123.52,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,418.05,37.56,0,0,0,0,0,65.59,42.21,0,0,0,0,0

79,19:30-19:45,0,0,15.85,0,0,19.24,0,647.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0,0,0,41.26,0,0,402.77,0.56,0,0,0,0,1.35,0,125.33,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,418.05,37.56,0,0,0,0,0,38.26,42.21,0,0,0,0,0

80,19:45-20:00,0,0,15.85,0,0,19.24,0,599.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0,0,0,41.26,0,0,402.77,0.56,0,0,0,0,1.35,0,127.13,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,418.05,37.56,0,0,0,0,0,20.04,42.21,0,0,0,0,0

81,20:00-20:15,0,0,15.85,0,0,19.24,0,533.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,128.94,95.15,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,418.05,37.56,0,0,0,0,0,0,42.21,0,0,0,0,0

82,20:15-20:30,0,0,15.85,0,0,19.24,0,428.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,130.75,95.15,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,418.05,37.56,0,0,0,0,0,0,42.21,0,0,0,0,0

83,20:30-20:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,12.74,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,132.56,100.37,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.8,394.03,18.97,0,0,0,0,0,0,42.21,0,0,0,0,0

84,20:45-21:00,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,12.74,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,132.64,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,3.43,0,0,17.8,384.41,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

85,21:00-21:15,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,4.15,21.88,35.14,12.74,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,132.64,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,326.7,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

86,21:15-21:30,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,4.15,21.88,35.14,12.74,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,132.64,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,269,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

87,21:30-21:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,4.15,21.88,35.14,14.86,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,116.26,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,251.68,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

88,21:45-22:00,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,4.15,21.88,35.14,14.86,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,116.26,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.8,232.05,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

89,22:00-22:15,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,4.15,19.27,31.49,14.86,0,0,0,28.6,0,0,402.77,0.56,0,0,0,0,1.35,0,116.26,101.49,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,15.76,232.05,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

90,22:15-22:30,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,4.15,19.27,30.56,14.86,0,0,0,14.3,0,0,402.77,0.56,0,0,0,0,8.94,0,116.26,95.15,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,232.05,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

91,22:30-22:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,4.15,19.27,30.56,3.18,0,0,0,14.3,0,0,402.77,0.56,0,0,0,0,26.82,0,116.26,82.46,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,232.05,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

92,22:45-23:00,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,13.97,22.42,3.18,0,0,0,14.3,0,0,402.77,0.56,0,0,0,0,26.82,0,116.26,69.78,114.22,28.8,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,229.17,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

93,23:00-23:15,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,13.97,22.42,1.6,0,0,0,14.3,0,0,402.77,0.56,0,0,0,0,26.82,0,116.26,58.36,114.22,26.36,125.93,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,229.17,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

94,23:15-23:30,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,13.97,22.42,1.6,0,0,0,11.94,0,0,402.77,0.56,0,0,0,0,26.82,0,116.26,58.36,114.22,26.36,125.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,229.17,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

95,23:30-23:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,13.97,22.42,1.6,0,0,0,0,0,0,402.77,0.56,0,0,0,0,13.42,0,116.26,58.36,114.22,26.36,125.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,229.17,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

96,23:45-24:00,0,0,15.85,0,0,18.36,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,13.97,22.42,1.6,0,0,0,0,0,0,402.77,0.56,0,0,0,0,13.42,0,116.26,58.36,114.22,26.36,125.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.18,229.17,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

