Block,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06
89,22:00-22:15,0,7,25.37,8.63,25.37,0,0,25.92,0,0,0,0,8.64,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.640000,3.110000,271.830000,2.530000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

90,22:15-22:30,0,7,26.15,8.61,26.15,0,0,25.85,0,0,0,0,8.62,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.640000,3.110000,271.830000,2.530000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

91,22:30-22:45,0,7,26.24,8.54,26.24,0,0,25.65,0,0,0,0,8.55,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.640000,3.110000,271.830000,2.530000,27.060000,211.660000,96.650000,23.470000,0.000000,23.470000

92,22:45-23:00,0,7,26.65,8.28,26.65,0,0,24.84,0,0,0,0,8.28,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.640000,3.110000,271.830000,2.530000,27.060000,211.660000,96.650000,23.470000,0.000000,23.470000

93,23:00-23:15,0,7,26.49,8.14,26.49,0,0,24.45,0,0,0,0,8.15,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.530000,27.060000,211.660000,96.650000,23.470000,0.000000,23.470000

94,23:15-23:30,0,7,25.91,8.08,25.91,0,0,24.25,0,0,0,0,8.08,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.530000,26.100000,211.660000,96.650000,23.470000,0.000000,23.470000

95,23:30-23:45,0,7,25.65,8.01,25.65,0,0,24.01,0,0,0,0,8,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.530000,26.100000,211.660000,96.650000,23.470000,0.000000,23.470000

96,23:45-24:00,0,7,26.16,7.94,26.16,0,0,23.82,0,0,0,0,7.94,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.530000,26.100000,211.660000,96.650000,23.470000,0.000000,23.470000

