Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/30042024/PTC/OA/32001,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17
74,18:15-18:30,0.720000,115.280000,31.490000,261.810000,40.980000,16.080000,0.710000,272.660000,2.410000,0.710000,2.800000,77.040000,0.000000,7.000000,22.500000,2.380000,100.460000,0.000000,22.500000,17.5,52.5,0,0,39.67,39.67,17.66,2.181536,34.02,17.08,4.48,4,17.5,0,0,0,2,3.42,2,2,1,0

75,18:30-18:45,0.290000,115.280000,31.490000,261.810000,40.980000,16.080000,0.280000,272.660000,2.410000,0.280000,2.800000,77.040000,0.000000,7.000000,30.860000,2.380000,100.460000,0.000000,14.840000,19.34,58,0,0,39.33,39.33,17.34,0.613557,25.52,10.47,1.36,1,19.33,0,0,0,0,2.09,0,1,0,0

76,18:45-19:00,0.070000,115.280000,31.490000,261.810000,40.980000,16.080000,0.070000,272.660000,2.410000,0.070000,2.800000,77.040000,0.000000,7.000000,30.860000,2.380000,100.460000,0.000000,14.840000,19.34,58,0,0,38.67,38.67,17.34,0,26.7,3.85,0.67,0,19.33,0,0,0,0,0.77,0,0.5,0,0

77,19:00-19:15,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.410000,0.000000,2.250000,77.040000,0.000000,7.090000,10.980000,2.460000,100.460000,0.000000,30.860000,23,69,0,0,43.67,43.67,17.34,0,18.2,2.17,0,0,23,0,0,0,0,0.43,0,0,0,0

78,19:15-19:30,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.410000,0.000000,2.250000,86.980000,0.000000,7.090000,10.980000,2.460000,100.460000,0.000000,30.860000,22.66,68,0,0,43.33,43.33,17,0,18.4,0.97,0,0,22.67,0,0,0,0,0.19,0,0,0,0

79,19:30-19:45,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.410000,0.000000,2.250000,77.040000,0.000000,7.090000,10.980000,2.460000,100.460000,0.000000,30.860000,22.34,67,0,0,49,49,22,0,19.2,0.24,0,0,22.33,0,0,0,0,0.05,0,0,0,0

80,19:45-20:00,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.410000,0.000000,2.250000,77.040000,0.000000,7.090000,10.980000,2.460000,100.460000,0.000000,30.860000,22,66,0,0,48,48,21.34,0,18.6,0,0,0,22,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,77.040000,0.000000,7.180000,10.980000,2.530000,100.460000,0.000000,30.860000,21.34,64,0,0,46.67,46.67,20.66,0,11.01,0,0,0,21.33,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,10.980000,2.530000,100.460000,0.000000,30.860000,20.84,62.5,0,0,45.33,45.33,20.34,0,11.01,0,0,0,20.83,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,20.930000,2.530000,100.460000,0.000000,20.930000,20.34,61,0,0,44,44,15.34,0,10.81,0,0,0,20.33,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,115.280000,31.490000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,20.930000,2.530000,100.460000,0.000000,20.930000,19.66,59,0,0,43.67,43.67,15.34,0,11.21,0,0,0,19.67,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,115.280000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,30.860000,2.460000,100.460000,0.000000,10.980000,19.16,57.5,0,0,43,43,14.34,0,11.61,0,0,0,19.17,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,115.280000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,30.860000,2.460000,100.460000,0.000000,10.980000,18.84,56.5,0,0,42.33,42.33,14.34,0,11.41,0,0,0,18.83,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,115.280000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,30.860000,2.460000,100.460000,0.000000,0.000000,18.84,56.5,0,0,41.67,41.67,14.34,0,10.21,0,0,0,18.83,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,115.280000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.970000,0.000000,2.560000,86.980000,0.000000,7.180000,30.860000,2.460000,100.460000,0.000000,0.000000,18.84,56.5,0,0,41.67,41.67,14.34,0,9.81,0,0,0,18.83,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,111.410000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.680000,100.460000,0.000000,0.000000,21.5,64.5,0,0,46.67,46.67,19.34,0,10.01,0,0,0,21.5,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,107.150000,30.280000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.680000,100.460000,0.000000,0.000000,21.34,64,0,0,46.67,46.67,18.34,0,10.01,0,0,0,21.33,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,102.900000,30.280000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.680000,100.460000,0.000000,0.000000,21,63,0,0,46.67,46.67,17.34,0,10.01,0,0,0,21,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,98.650000,30.280000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.680000,100.460000,0.000000,0.000000,20.66,62,0,0,46.33,46.33,17.34,0,10.01,0,0,0,20.67,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,94.400000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.600000,100.460000,0.000000,0.000000,20.66,62,0,0,46.67,46.67,17.34,0,10.01,0,0,0,20.67,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,90.140000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.600000,100.460000,0.000000,0.000000,20.66,62,0,0,46.67,46.67,17.66,0,10.01,0,0,0,20.67,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,85.890000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.600000,100.460000,0.000000,0.000000,20.5,61.5,0,0,46.33,46.33,17.34,0,10.01,0,0,0,20.5,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,81.640000,31.290000,261.810000,40.980000,16.080000,0.000000,272.660000,2.780000,0.000000,2.560000,86.980000,0.000000,7.270000,30.860000,2.600000,100.460000,0.000000,0.000000,19.66,59,0,0,46,46,16.66,0,10.01,0,0,0,19.67,0,0,0,0,0,0,0,0,0

