Column1,Time,GNA/NR/2024/09/16/2535,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/6566,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/6020,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7119,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171
84,20:45-21:00,0,87.42,12.48,0,20.6,6.52,274.04,30,220.98,0,0,0,0,0,0,0,0,0,46,51.67,0,0,15.34,15.33,15,0,51.67,0,40.42,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,10.91,24.82,0,2.13

85,21:00-21:15,0,87.42,8.81,0,20.6,6.34,274.04,30,220.98,0,0,0,0,0,0,0,0,0,42.5,43.33,0,0,14.16,14.17,15,0,43.33,0,39.62,0,0,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.73,17.52,0,2.13

86,21:15-21:30,0,87.42,8.81,0,20.6,6.34,274.04,30,220.98,0,0,0,0,0,0,0,0,0,43,44,0,0,14.34,14.33,15,0,44,0,38.22,0,0,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.73,17.52,0,2.13

87,21:30-21:45,0,87.42,8.81,0,20.6,6.34,274.04,30,220.98,0,0,0,0,0,0,0,0,0,44,41.67,0,0,14.66,14.67,15,0,41.67,0,37.82,0,0,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.73,17.52,0,2.13

88,21:45-22:00,0,87.42,8.81,0,20.6,6.34,274.04,30,220.98,0,0,0,0,0,0,0,0,0,44.5,42,0,0,14.84,14.83,15.34,0,42,0,37.02,0,0,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.73,17.52,0,2.13

89,22:00-22:15,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,45,47.33,0,0,15,15,15.66,0,47.33,0,37.62,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.64,17.52,0,2.13

90,22:15-22:30,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,45.5,48.33,0,0,15.16,15.17,16,0,48.33,0,37.62,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.64,17.52,0,2.13

91,22:30-22:45,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,46,48.67,0,0,15.34,15.33,16.34,0,48.67,0,37.62,0,0,0,18.51,7.98,86.16,0,28.26,45.58,82.38,10.64,17.52,0,2.13

92,22:45-23:00,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,46.5,48.67,0,0,15.5,15.5,16.66,0,48.67,0,37.02,0,0,0,18.51,7.98,86.16,0,28.26,45.58,82.38,10.64,17.52,0,2.13

93,23:00-23:15,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,47.5,49.33,0,0,15.84,15.83,17.34,0,49.33,0,37.22,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.54,17.52,0,2.13

94,23:15-23:30,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,48,50.67,0,0,16,16,17.66,0,50.67,0,37.22,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.54,17.52,0,2.13

95,23:30-23:45,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,49,51.67,0,0,16.34,16.33,18.34,0,51.67,0,36.01,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.54,17.52,0,2.13

96,23:45-24:00,145.38,87.42,8.81,0,20.6,6.15,274.04,30,220.98,0,0,0,0,0,0,0,0,0,50,52.67,0,0,16.66,16.67,18.66,0,52.67,0,35.61,0,0,0,18.51,7.98,86.16,0,27.25,45.58,82.38,10.54,17.52,0,2.13

