Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5428,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/9061,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/4503,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/9042,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/1868,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/30092023/31122025/SH-07
80,19:45-20:00,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,3.09,33.14,0,33.14,2.22,0,3.36,33.14,3.75,90.64,28.76,7.2,86.56,22.1,0,230.3,271.33,11.04,65.83,5.95,6.85,15,50,0,150,32

81,20:00-20:15,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.86,33.14,0,33.14,2.22,0,3.28,33.14,3.85,90.64,28.76,7.2,86.56,22.1,0,230.3,271.33,11.04,65.83,18.98,6.85,15,50,0,200,18.98

82,20:15-20:30,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.86,33.14,0,33.14,2.22,0,3.28,33.14,3.85,90.64,28.76,7.2,86.56,22.1,0,230.3,271.33,11.04,65.83,18.98,6.85,15,50,0,200,18.98

83,20:30-20:45,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.86,33.14,0,33.14,2.22,0,3.28,33.14,3.85,90.64,28.76,7.2,86.56,22.1,0,230.3,271.33,11.04,65.83,18.98,6.85,15,50,0,200,18.98

84,20:45-21:00,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.86,33.14,0,33.14,2.22,0,3.28,33.14,3.85,90.64,28.76,7.2,86.56,22.1,0,230.3,271.33,11.04,65.83,18.98,6.85,15,50,0,200,18.98

85,21:00-21:15,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.78,26.17,0,26.17,2.22,0,3.13,26.17,3.85,90.64,28.76,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,15,50,0,200,18.98

86,21:15-21:30,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,15,0,2.78,26.17,0,26.17,2.22,0,3.13,26.17,3.85,90.64,28.76,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,15,50,0,200,18.98

87,21:30-21:45,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,14.67,0,2.78,26.17,0,26.17,2.22,0,3.13,26.17,3.85,90.64,28.26,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,14.67,50,0,200,18.98

88,21:45-22:00,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,14.67,0,2.78,26.17,0,26.17,2.22,0,3.13,26.17,3.85,90.64,28.26,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,14.67,50,0,200,18.98

89,22:00-22:15,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,14.67,285.39,2.62,26.17,0,26.17,2.22,95.12,3.05,26.17,3.75,90.64,28.77,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,14.67,50,0,200,18.98

90,22:15-22:30,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,14.67,285.39,2.62,26.17,0,26.17,2.22,95.12,3.05,26.17,3.75,90.64,28.77,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,14.67,50,0,200,18.98

91,22:30-22:45,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,16.67,285.39,2.94,26.17,0,26.17,2.22,95.12,3.05,26.17,3.75,90.64,28.77,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,6.85,16.67,50,0,200,18.98

92,22:45-23:00,21.05,0,0,0,0,7,0,0,0,0,0,7.02,0,6.66,0,0,17.33,285.39,2.94,26.17,0,26.17,2.22,95.12,3.05,26.17,3.75,90.64,28.77,7.2,86.56,17.45,0,230.3,271.33,8.72,69.96,18.98,7,17.33,50,0,200,18.98

93,23:00-23:15,22.02,0,0,0,0,7,0,0,0,0,0,7.34,0,6.66,0,0,14.67,285.39,2.78,26.17,0,26.17,2.22,95.12,2.9,26.17,3.75,90.64,28.26,7.2,86.56,17.45,0,183.38,271.33,8.72,69.96,18.98,7.34,14.67,50,0,200,18.98

94,23:15-23:30,21.54,0,0,0,0,7,0,0,0,0,0,7.18,0,6.66,0,0,14.67,285.39,2.78,26.17,0,26.17,2.22,95.12,2.9,26.17,3.75,90.64,28.26,7.2,86.56,17.45,0,183.38,271.33,8.72,69.96,18.98,7.17,14.67,50,0,200,18.98

95,23:30-23:45,21.05,0,0,0,0,7,0,0,0,0,0,7.02,0,6.66,0,0,14.67,285.39,2.78,26.17,0,26.17,2.22,95.12,2.9,26.17,3.75,90.64,28.26,7.2,86.56,17.45,0,183.38,271.33,8.72,69.96,24.8,7,14.67,50,0,200,24.8

96,23:45-24:00,20.56,0,0,0,0,7,0,0,0,0,0,6.85,0,6.66,0,0,14.67,285.39,2.78,26.17,0,26.17,2.22,95.12,2.9,26.17,3.75,90.64,28.26,7.2,86.56,17.45,0,183.38,271.33,8.72,69.96,24.8,6.85,14.67,50,0,200,24.8

