Column1,Block,NR/2025/32532/A/94330,NR/2025/32535/A/94335,NR/2025/32652/A/94376,NR/2025/32532/A/94331,NR/2025/32534/A/94332,NR/2025/32653/A/94375,NR/2025/32535/A/94334,NR/2025/32599/A/94067,NR/2025/32534/A/94333,NR/2025/32959/C,GNARE/NR/2024/12/20/3668,NR/2025/32931/C,NR/2025/32556/A/94481,NR/2025/32912/C,NR/2025/32598/A/94185,NR/2025/31046/A/94416,NR/2025/31047/A/94417,NR/2025/32262/A/94210,NR/2025/31041/A/94413,NR/2025/32954/C,NR/2025/32946/C,NR/2025/32956/C,NR/2025/31042/A/94415,NR/2025/32917/C,NR/2025/32397/A/93899,NR/2025/32948/C,NR/2025/32958/C,NR/2025/32948/C/Alternate/1,NR/2025/32455/A/94409,NR/2025/32916/C,NR/2025/32559/A/94480,NR/2025/29440/A/93940,NR/2025/32610/A/94445,NR/2025/32375/A/94437,NR/2025/29992/A/94037,NR/2025/32702/A/93993,NR/2025/32945/C,NR/2025/31421/A/94440,NR/2025/32909/C,NR/2025/32554/A/94423,NR/2025/32004/A/94488,NR/2025/32857/A/94369,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4452,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/2414,NR/30092023/31122025/SH-07,Total
53,13:00-13:15,0.48,0.38,1.63,0.51,0.29,1.44,0.19,168,0.36,8.79,100,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,0,0,191.96,37.09,0,0,0,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1501.4800000000002

54,13:15-13:30,0.48,0.38,1.63,0.51,0.29,1.44,0.19,168,0.36,8.79,100,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,0,0,191.96,37.09,0,0,0,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1501.4800000000002

55,13:30-13:45,0.48,0.36,1.63,0.63,0.29,1.44,0.19,161,0.45,8.79,98.33,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,0,0,191.96,37.09,0,0,0,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1493.0000000000002

56,13:45-14:00,0.48,0.36,1.63,0.63,0.29,1.44,0.19,161,0.45,8.79,98.33,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,0,0,191.96,37.09,0,0,0,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1493.0000000000002

57,14:00-14:15,0.48,0.36,1.63,0.63,0.29,1.44,0.19,140,0.45,8.79,98.33,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1663.9600000000003

58,14:15-14:30,0.48,0.36,1.63,0.63,0.29,1.44,0.19,140,0.45,8.79,97.61,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1663.2400000000002

59,14:30-14:45,0.48,0.65,1.63,0.96,0.29,1.44,0.19,133,0.75,8.79,94.8,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1654.3500000000001

60,14:45-15:00,0.48,0.67,1.63,0.96,0.29,1.44,0.19,130,0.77,8.79,91.41,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1648.0000000000002

61,15:00-15:15,0.48,0.67,1.63,0.96,0.29,1.44,0.19,130,0.77,10.74,91.61,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1650.1500000000003

62,15:15-15:30,0.48,0.67,1.63,0.96,0.29,1.44,0.19,125,0.77,10.74,86.64,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1640.1800000000003

63,15:30-15:45,0.48,0.67,1.63,0.96,0.29,1.44,0.19,120,0.77,10.74,81,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1629.5400000000002

64,15:45-16:00,0.48,0.67,1.63,0.96,0.29,1.44,0.19,116,0.77,10.74,75.42,76.42,0,44.15,81.58,0,0,0,0,43.62,47.99,43.62,0,95.98,0,191.96,37.09,0,0,95.98,0,0.96,0,0,0,13.44,47.99,0,163.17,0,0,1.15,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1619.9600000000003

65,16:00-16:15,0.48,0.66,0,0.96,0.29,0,0.19,105,0.77,10.74,62.31,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,0,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1591.5200000000002

66,16:15-16:30,0.48,0.59,0,0.96,0.29,0,0.19,98,0.77,10.74,57.52,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,0,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1579.6600000000003

67,16:30-16:45,0.48,0.49,0,0.96,0.29,0,0.19,88,0.77,10.74,58.85,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,0,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1570.89

68,16:45-17:00,0.48,0.38,0,0.96,0.29,0,0.19,77,0.77,8.79,52.96,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,0,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1551.9400000000003

69,17:00-17:15,0.48,0.04,0,0.96,0.18,0,0.12,56,0.77,8.14,40.4,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1525.8500000000001

70,17:15-17:30,0.48,0,0,0.96,0.18,0,0.12,49,0.77,7.86,34.38,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1512.51

71,17:30-17:45,0.48,0,0,0,0.19,0,0.13,42,0.77,7.68,28.16,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1498.17

72,17:45-18:00,0.48,0,0,0,0.19,0,0.13,35,0.77,7.75,21.86,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,0,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,19.2,15.21,26.96,20.4,14.54,81.58,14.54,28.86,20.4,81.58,14.54,40.79,26.96,1484.94

73,18:00-18:15,0.48,0,0,0,0.21,0,0.14,28,0.77,8.56,15.89,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,23.94,1437.92

74,18:15-18:30,0.48,0,0,0,0.14,0,0.1,18,0.77,6.22,10.36,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,23.94,1419.94

75,18:30-18:45,0.48,0,0,0,0.09,0,0.06,11,0.77,4.06,6.02,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,18.84,1401.2499999999998

76,18:45-19:00,0.48,0,0,0,0.04,0,0.02,7,0,2.6,3.75,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.86,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,18.84,1392.6599999999999

77,19:00-19:15,0,0,0,0,0,0,0,3,0,0,2.14,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1394.62

78,19:15-19:30,0,0,0,0,0,0,0,1,0,0,0,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1390.4799999999998

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1389.4799999999998

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,0,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1389.4799999999998

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1443.4699999999998

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1443.4699999999998

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1443.4699999999998

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,76.42,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1443.4699999999998

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,191.96,0,0,47.99,0,43.62,0.91,37.09,47.99,44.15,13.44,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1472.6299999999999

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,65.74,0,126.22,47.99,0,43.62,0.91,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.6699999999998

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,65.74,0,126.22,47.99,0,43.62,0.91,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.6699999999998

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,65.74,0,126.22,47.99,0,43.62,0.86,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.62

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,67.36,0,124.6,47.99,0,43.62,0.86,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.62

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,106.96,0,85,47.99,0,43.62,0.86,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.62

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,81.58,0,95.98,53.99,0,0,0,0,95.98,0,8.64,116.9,0,75.06,47.99,0,43.62,0.86,37.09,47.99,44.15,12.48,0,47.99,0,163.17,105.58,0,20.71,0,0,29.5,20.4,14.54,81.58,14.54,28.86,20.4,33.59,14.54,40.79,29.5,1471.62

