Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNARE/NR/2024/12/20/3668,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3925,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/5531,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/3514,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/8738,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459
73,18:00-18:15,0,0,0.49,0,19.33,0,19.34,7.33,7,0,0,28.81,0,50,30,0.71,0,0.15,1.74,48.04,0,50,1.3,1.61,20.18,27.25,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0.15,21,2.43,0,1,0,7,0,14.41,43.24,0.13,48.04,134.03,36.51,36.51

74,18:15-18:30,0,0,0.22,0,19.33,0,19.34,7.33,7,0,0,28.21,0,50,30,0.33,0,0,1.74,48.04,0,50,1.3,1.61,20.18,26.75,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,21,1.08,0,0,0,7,0,14.41,43.24,0,48.04,134.03,36.51,36.51

75,18:30-18:45,0,0,0.06,0,15.33,0,15.34,7.33,7.5,0,0,27.41,0,50,30,0,0,0,1.74,48.04,0,50,1.3,1.61,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,22.5,0.27,0,0,0,7.5,0,14.41,43.24,0,48.04,134.03,36.51,36.51

76,18:45-19:00,0,0,0,0,16,0,16,7.33,7.5,0,0,26.81,0,50,30,0,0,0,1.74,48.04,0,50,1.3,1.61,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,22.5,0,0,0,0,7.5,0,14.41,43.24,0,48.04,134.03,36.51,36.51

77,19:00-19:15,0,0,0,0,16,0,16,7.33,7.83,0,0,26.01,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,23.51,0,0,0,0,7.83,0,14.41,43.24,0,48.04,134.03,36.51,36.51

78,19:15-19:30,0,0,0,0,16.67,0,16.66,7.33,7.83,0,0,25.41,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,23.51,0,0,0,0,7.83,0,14.41,43.24,0,48.04,134.03,36.51,36.51

79,19:30-19:45,0,0,0,0,16.67,0,16.66,7.33,8.17,0,0,24.81,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0,24.49,0,0,0,0,8.17,0,14.41,43.24,0,48.04,134.03,36.51,36.51

80,19:45-20:00,0,0,0,0,17.33,0,17.34,7.33,8.83,0,0,24.21,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,112.2,74.49,65.93,0,26.51,0,0,0,0,8.83,0,14.41,43.24,0,48.04,134.03,36.51,36.51

81,20:00-20:15,0,0,0,0,18,0,18,7.33,10,0,0,24.41,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,112.2,74.49,70.07,0,30,0,0,0,0,10,0,8.65,43.24,0,48.04,134.03,28.82,28.82

82,20:15-20:30,0,0,0,0,18.67,0,18.66,7.33,11.67,0,0,24.61,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,34.99,0,0,0,0,11.67,0,8.65,43.24,0,48.04,134.03,28.82,28.82

83,20:30-20:45,0,0,0,0,26.67,0,26.66,9.33,13.33,0,0,24.21,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,40.01,0,0,0,0,13.33,0,8.65,43.24,0,48.04,134.03,28.82,28.82

84,20:45-21:00,0,0,0,0,28.33,0,28.34,9.33,14.83,0,0,24.21,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,26.24,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,44.51,0,0,0,0,14.83,0,8.65,43.24,0,48.04,134.03,28.82,28.82

85,21:00-21:15,0,0,0,0,36.67,0,36.66,8.67,15,0,0,27.61,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,25.74,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,45,0,0,0,0,15,0,8.65,43.24,0,48.04,134.03,28.82,28.82

86,21:15-21:30,0,0,0,0,38.33,0,38.34,8.67,15.33,0,0,27.01,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,25.74,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,46.01,0,0,0,0,15.33,0,8.65,43.24,0,48.04,134.03,28.82,28.82

87,21:30-21:45,0,0,0,0,50,0,50,8,15.5,0,0,26.01,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,25.23,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,46.5,0,0,0,0,15.5,0,8.65,43.24,0,48.04,134.03,28.82,28.82

88,21:45-22:00,0,0,0,0,50.67,0,50.66,8,15.67,0,0,25.41,0,50,30,0,0,0,1.74,48.04,0,50,1.22,1.57,20.18,25.23,26.9,28.82,100.1,19.22,130.43,86.66,70.07,0,46.99,0,0,0,0,15.67,0,8.65,43.24,0,48.04,134.03,28.82,28.82

89,22:00-22:15,0,0,0,0,51.33,0,51.34,7.33,15.83,0,0,25.01,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,25.23,26.9,28.82,100.1,19.22,102.15,64.01,70.07,0,47.51,0,0,0,0,15.83,0,8.65,28.82,0,48.04,115.3,25.94,25.94

90,22:15-22:30,0,0,0,0,52,0,52,7.33,15.83,0,0,24.01,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,25.23,26.9,28.82,100.1,19.22,102.15,64.01,70.07,0,47.51,0,0,0,0,15.83,0,8.65,26.2,0,48.04,96.08,24.02,24.02

91,22:30-22:45,0,0,0,0,60.33,0,60.34,7.33,16,0,0,24.41,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,25.23,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,48,0,0,0,0,16,0,8.65,26.2,0,48.04,96.08,24.02,24.02

92,22:45-23:00,0,0,0,0,58,0,58,7.33,15.5,0,0,24.61,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,25.23,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,46.5,0,0,0,0,15.5,0,8.65,26.2,0,48.04,74.71,24.02,24.02

93,23:00-23:15,0,0,0,0,56.33,0,56.34,7.33,15.33,0,0,24.21,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,25.23,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,46.01,0,0,0,0,15.33,0,8.65,26.2,0,48.04,74.71,24.02,24.02

94,23:15-23:30,0,0,0,0,53.67,0,53.66,7.33,15.17,0,0,23.81,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,24.73,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,45.49,0,0,0,0,15.17,0,8.65,26.2,0,48.04,74.71,24.02,24.02

95,23:30-23:45,0,0,0,0,53,0,53,7.33,14.67,0,0,23.41,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,24.73,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,43.99,0,0,0,0,14.67,0,8.65,26.2,0,48.04,74.71,24.02,24.02

96,23:45-24:00,0,0,0,0,54,0,54,7.33,14.67,0,0,22.81,0,50,30,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,24.73,26.9,28.82,72.06,19.22,95.43,64.01,70.07,0,43.99,0,0,0,0,14.67,0,8.65,26.2,0,48.04,74.71,24.02,24.02

