Time,Block,NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/21183/A/29460,NR/28072024/28072024/IEX_240727-01742,NR/2024/21158/A/29201,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/2024/21339/A/29122,NR/2024/19779/A/29345,NR/2024/21142/A/29125,NR/2024/21108/A/29422,NR/2024/21567/A/29434,NR/2024/21227/A/29426,NR/2024/21141/A/29126,NR/2024/21150/A/29179,NR/2024/20711/A/29521,NR/2024/21173/A/29190,NR/2024/21238/A/29463,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/2024/21152/A/29097,NR/2024/21159/A/29183,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/2024/22008/C,NR/30092023/31122025/SH-07,NR/2024/22003/C,NR/2024/21075/A/29462,NR/2024/21682/A/29499,NR/2024/21144/A/29152,NR/2024/21023/A/29154,NR/2024/20966/A/29098,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21099/A/29127,NR/2024/21113/A/29435,NR/2024/21982/C,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/2024/21076/A/29459,NR/2024/21146/A/29180,NR/2024/21153/A/29177,NR/30092023/26122029/SH-06,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/20574/A/29406,NR/2024/22006/C,NR/2024/21103/A/29427,NR/2024/21715/A/29012,NR/2024/20573/A/29407,NR/2024/21999/C,NR/2024/21156/A/29181,NR/2024/20688/A/29192,NR/2024/21210/A/29124,NR/2024/21089/A/29436,NR/2024/22005/C,NR/2024/21062/A/29402,NR/2024/21160/A/29182,NR/2024/21199/A/29153,NR/2024/21997/C,NR/2024/20931/A/29388,NR/2024/21096/A/29428,NR/2024/21148/A/29178,NR/2024/21998/C,NR/2024/21072/A/29437,NR/2024/21087/A/29191,NR/2024/21186/A/29446,Total
65,16:00-16:15,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,2.07,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1550.72

66,16:15-16:30,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,2.26,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1550.91

67,16:30-16:45,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,1.32,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.97

68,16:45-17:00,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,0.72,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.37

69,17:00-17:15,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,0.95,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.6

70,17:15-17:30,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,1.02,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.67

71,17:30-17:45,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,0.77,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.42

72,17:45-18:00,0.000000,0.000000,0.000000,8.770000,0.000000,21.220000,0.000000,0.680000,0.000000,96.460000,0.820000,48.230000,24.040000,8.770000,0.000000,0.000000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,0.000000,0.000000,22.970000,0.000000,11.720000,241.150000,0.480000,96.460000,4.820000,10.410000,24.120000,26.300000,1.930000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,0.000000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,24.120000,0.970000,72.340000,0.53,48.230000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1549.18

73,18:00-18:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,0.000000,22.970000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,48.230000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0.41,0.000000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1586.01

74,18:15-18:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,0.000000,22.970000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,48.230000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0.3,0.000000,24.120000,0.520000,164.220000,26.300000,24.120000,48.230000,1585.9

75,18:30-18:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,0.000000,22.970000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,48.230000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0.18,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1605.07

76,18:45-19:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,0.000000,22.970000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,9.950000,0.000000,90.670000,0.360000,1.590000,22.970000,48.230000,0.000000,0.000000,84.090000,7.720000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1604.89

77,19:00-19:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,13.950000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1667.43

78,19:15-19:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,13.950000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1667.43

79,19:30-19:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,1.350000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1654.83

80,19:45-20:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,0.000000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,0.000000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,1.350000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1654.83

81,20:00-20:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,48.230000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,96.460000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1830.22

82,20:15-20:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,48.230000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,96.460000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1830.22

83,20:30-20:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,48.230000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,96.460000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1830.22

84,20:45-21:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,48.230000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,96.460000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,0.000000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,1830.22

85,21:00-21:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2143.72

86,21:15-21:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2143.72

87,21:30-21:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,1.930000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2142.76

88,21:45-22:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,0.000000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,1.930000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,0.000000,19.770000,84.090000,8.680000,0.000000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2142.76

89,22:00-22:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,3.860000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2203.19

90,22:15-22:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,3.860000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,43.410000,0.520000,164.220000,26.300000,24.120000,48.230000,2203.19

91,22:30-22:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,3.860000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2227.3

92,22:45-23:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.870000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,3.860000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2227.3

93,23:00-23:15,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2226.28

94,23:15-23:30,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2226.28

95,23:30-23:45,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2226.28

96,23:45-24:00,0.000000,96.460000,24.120000,8.770000,0.000000,21.220000,96.460000,0.680000,72.340000,0.000000,0.820000,48.230000,24.040000,8.770000,12.200000,47.710000,0.880000,48.230000,24.120000,2.890000,0.000000,1.930000,0.880000,96.460000,38.580000,32.000000,337.610000,0.000000,241.150000,0.480000,0.000000,4.820000,10.410000,24.120000,26.300000,2.890000,13.170000,0.000000,90.670000,0.360000,1.590000,32.000000,48.230000,12.060000,19.770000,84.090000,6.750000,36.170000,27.970000,0.610000,66.740000,48.230000,26.300000,24.120000,0.000000,0.970000,0.000000,0,0.000000,67.520000,0.520000,164.220000,26.300000,24.120000,48.230000,2226.28

