Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/5800,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/7791,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6363,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9395,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6957,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/8068,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8964,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17
65,16:00-16:15,33,55,62.47,18,54,17.67,18,33,55,0,0,6,53.13,110.12,27.25,0,26.95,150.22,8.93,20.53,0,0,13.52,3.24,26.95,17.56,14.49,6.9,0,0,12.48,4.35,0,82.11,0,164.22,6.09,10.63,8.93,70.45,38.64,28.98,2.17,55,104.25,33,55,0,43.01,49,50.67,20.85,27,28

66,16:15-16:30,33,57,54.9,19.67,58.99,19.33,19.67,33,57,0,0,6,53.13,110.12,27.25,0,26.95,150.22,7.84,20.53,0,0,13.52,3.24,26.95,17.56,14.49,6.06,0,0,12.48,4.35,0,82.11,0,164.22,6.09,10.63,7.84,70.45,38.64,28.98,2.17,49,94.48,33,50,0,43.01,43,45.35,18.9,23,24

67,16:30-16:45,33,58.67,48.41,21.67,64.99,22,21.67,33,58.67,0,0,6,53.13,110.12,27.25,0,26.95,150.22,6.98,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,5.4,0,0,12.48,4.35,0,82.11,0,164.22,6.09,10.63,6.98,70.45,38.64,28.98,2.17,42,84.64,33,33,0,43.01,37,40.1,16.93,17,21

68,16:45-17:00,33,59.67,40.82,22.67,67.99,23.67,22.67,33,59.67,0,0,6,53.13,110.12,27.25,0,26.95,150.22,5.81,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,4.49,0,0,12.48,4.35,0,82.11,0,164.22,6.09,10.63,5.81,70.45,38.64,28.98,2.17,35,73.96,33,32,0,43.01,31,34.37,14.79,14,18

69,17:00-17:15,26,60.67,33.44,23,69,23.67,23,33,60.67,0,0,6,53.13,165.85,27.25,0,26.95,193.2,4.57,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,3.54,0,0,12.94,7.88,0,82.11,0,164.22,7.96,10.63,4.57,70.45,55.06,28.98,2.17,29,43.9,33,27,0,37.42,25,20.3,8.78,11,14

70,17:15-17:30,9,61.67,26.35,22.33,67.01,23.33,22.33,27.63,61.67,0,0,6,53.13,165.85,27.25,0,26.95,231.84,3.39,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,2.62,0,0,12.94,7.88,0,82.11,0,164.22,7.96,10.63,3.39,70.45,54.1,28.98,2.17,22,36.52,29.59,23,0,37.42,19,16.48,7.31,7,11

71,17:30-17:45,5,62.33,19.79,21.83,65.51,23.33,21.83,20.45,62.33,0,0,6,53.13,117.55,27.25,0,26.95,273.14,2.36,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,1.81,0,0,12.94,4.35,0,82.11,0,164.22,7.96,10.63,2.36,70.45,46.37,28.98,2.17,15,29.16,19.73,18,0,37.42,13,12.77,5.83,5,8

72,17:45-18:00,1,62.67,17.19,21.17,63.49,23.33,21.17,13.58,62.67,0,0,6,53.13,110.12,27.25,0,26.95,273.14,1.8,20.53,0,7.7,13.52,3.24,26.95,17.56,14.49,1.39,0,0,12.94,4.35,0,82.11,0,164.22,7.96,10.63,1.8,70.45,46.37,28.98,2.17,9,22.13,12.32,13,0,37.42,7,9.17,4.43,5,4

73,18:00-18:15,0,70,12.15,28.33,85.01,28.33,28.33,0,70,0,67.62,6,53.13,110.12,24.73,19.32,26.95,273.14,1.33,20.53,14.49,7.85,13.52,3.24,26.95,17.56,14.49,1.02,0,5.8,13.22,4.35,28.98,82.11,5.8,164.22,6.09,10.63,1.33,70.45,46.37,28.98,2.17,3,15.91,0,8,0,34.02,3,5.98,3.18,4,2

74,18:15-18:30,0,70.67,8.34,28.67,85.99,28.67,28.67,0,70.67,0,67.62,6,53.13,110.12,24.73,19.32,26.95,273.14,0.93,20.53,14.49,7.85,13.52,3.24,26.95,17.56,14.49,0.71,0,5.8,13.22,4.35,28.98,82.11,5.8,164.22,6.09,10.63,0.93,70.45,46.37,28.98,2.17,2,10.66,0,5,0,33.62,1,3.48,2.13,3,1

75,18:30-18:45,0,71.33,5.08,29,87,29,29,0,71.33,0,67.62,6,53.13,110.12,25.23,19.32,26.95,273.14,0,20.53,14.49,7.85,13.52,3.24,26.95,17.56,14.49,0,0,5.8,12.58,4.35,28.98,82.11,5.8,164.22,6.09,10.63,0,70.45,46.37,28.98,2.17,1,6.67,0,2,0,32.62,0,2.92,1.33,1,0

76,18:45-19:00,0,71.67,1.76,29.17,87.49,29.33,29.17,0,71.67,0,67.62,6,53.13,110.12,25.23,19.32,26.95,273.14,0,20.53,14.49,7.85,13.52,3.24,26.95,17.56,14.49,0,0,5.8,12.58,4.35,28.98,82.11,5.8,164.22,6.09,10.63,0,70.45,46.37,28.98,2.17,0,3.67,0,1,0,32.02,0,1.04,0.74,1,0

77,19:00-19:15,0,73.67,0,29.17,87.49,29.67,29.17,0,73.67,0,67.62,5.61,100.64,158.42,25.74,19.32,26.56,273.14,0,20.53,14.49,6.78,13.52,3.24,29,17.56,14.49,0,0,5.8,12.38,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,70.45,58.61,28.98,2.17,0,1.39,0,0,0,37.89,0,0,0.28,0,0

78,19:15-19:30,0,73.67,0,29.17,87.49,30,29.17,0,73.67,0,67.62,5.61,100.64,201.29,25.74,19.32,26.56,273.14,0,20.53,14.49,6.78,13.52,3.24,29,17.56,14.49,0,0,5.8,12.38,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,70.45,69.15,28.98,2.17,0,0.17,0,0,0,36.74,0,0,0.03,0,0

79,19:30-19:45,0,75.67,0,30.63,91.86,29.33,30.63,0,75.67,0,67.62,5.61,100.64,201.29,25.74,19.32,26.56,273.14,0,20.53,14.49,6.78,13.52,3.24,29,17.56,14.49,0,0,5.8,12.38,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,70.45,69.15,28.98,2.17,0,0.02,0,0,0,35.87,0,0,0,0,0

80,19:45-20:00,0,76,0,30.63,91.86,28.67,30.63,0,76,0,67.62,5.61,100.64,201.29,25.23,19.32,26.56,273.14,0,20.53,14.49,6.78,13.52,3.24,29,17.56,14.49,0,0,5.8,12.38,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,70.45,69.15,28.98,2.17,0,0,0,0,0,34.86,0,0,0,0,0

81,20:00-20:15,0,76.33,0,33.33,100.01,28,33.33,0,76.33,0,67.62,5.61,100.64,201.29,25.23,19.32,26.41,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.3,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,70.45,69.15,28.98,2.17,0,0,0,0,0,38.2,0,0,0,0,0

82,20:15-20:30,0,76.33,0,33.33,100.01,27.33,33.33,0,76.33,0,67.62,5.61,100.64,201.29,25.23,19.32,24.6,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.3,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,2.17,0,0,0,0,0,43.59,0,0,0,0,0

83,20:30-20:45,0,76,0,33.33,100.01,26.67,33.33,0,76,0,67.62,5.61,100.64,201.29,24.73,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.3,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,2.17,0,0,0,0,0,38.22,0,0,0,0,0

84,20:45-21:00,0,75.67,0,33.33,100.01,26.33,33.33,0,75.67,0,67.62,5.61,100.64,201.29,24.73,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.3,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,2.17,0,0,0,0,0,38.62,0,0,0,0,0

85,21:00-21:15,0,76.67,0,33,99,26,33,0,76.67,0,67.62,5.61,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.11,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,2.17,0,0,0,0,0,39.42,0,0,0,0,0

86,21:15-21:30,0,76.67,0,32.67,97.99,25.67,32.67,0,76.67,0,67.62,5.61,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,3.24,29.5,17.56,14.49,0,0,5.8,12.11,4.35,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,2.17,0,0,0,0,0,39.62,0,0,0,0,0

87,21:30-21:45,0,77.67,0,32.33,97.01,26,32.33,0,77.67,0,67.62,5.61,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,2.9,29.5,17.56,14.49,0,0,5.8,12.11,4.83,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,1.93,0,0,0,0,0,39.82,0,0,0,0,0

88,21:45-22:00,0,77.33,0,32,96,26,32,0,77.33,0,67.62,5.61,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.63,13.52,2.9,29.5,17.56,14.49,0,0,5.8,12.11,4.83,28.98,82.11,5.8,164.22,6.28,10.63,0,115.51,69.15,28.98,1.93,0,0,0,0,0,39.22,0,0,0,0,0

89,22:00-22:15,0,78.33,0,31.67,94.99,26,31.67,0,78.33,0,67.62,5.45,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.47,13.52,2.9,29.5,17.56,14.49,0,0,5.8,11.93,4.83,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,69.15,28.98,1.93,0,0,0,0,0,31.26,0,0,0,0,0

90,22:15-22:30,0,77.67,0,31.33,94.01,26,31.33,0,77.67,0,67.62,5.45,100.64,201.29,27.75,19.32,25.7,273.14,0,20.53,14.49,6.47,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.93,4.83,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,69.15,28.98,1.93,0,0,0,0,0,30.56,0,0,0,0,0

91,22:30-22:45,0,66.67,0,31,93,26,31,0,66.67,0,67.62,5.45,100.64,201.29,27.25,19.32,24.09,273.14,0,20.53,14.49,6.47,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.93,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,69.15,28.98,4.14,0,0,0,0,0,36.42,0,0,0,0,0

92,22:45-23:00,0,66.67,0,30.67,91.99,26,30.67,0,66.67,0,67.62,5.45,100.64,201.29,27.25,19.32,24.09,273.14,0,20.53,14.49,6.47,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.93,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,69.15,28.98,4.14,0,0,0,0,0,35.81,0,0,0,0,0

93,23:00-23:15,0,66.67,0,30.33,91.01,26,30.33,0,66.67,0,67.62,5.45,100.64,261.4,26.24,19.32,24.09,273.14,0,20.53,14.49,6.39,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.83,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,87.13,28.98,4.14,0,0,0,0,0,35.61,0,0,0,0,0

94,23:15-23:30,0,66.67,0,30,90,26,30,0,66.67,0,67.62,5.45,100.64,261.4,26.24,19.32,24.09,273.14,0,20.53,14.49,6.39,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.83,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,87.13,28.98,4.14,0,0,0,0,0,35.61,0,0,0,0,0

95,23:30-23:45,0,73.33,0,29.67,88.99,26,29.67,0,73.33,0,67.62,5.45,100.64,261.4,26.24,19.32,24.09,273.14,0,20.53,14.49,6.39,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.83,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,87.13,28.98,4.14,0,0,0,0,0,35.41,0,0,0,0,0

96,23:45-24:00,0,73.33,0,29.17,87.49,26,29.17,0,73.33,0,67.62,5.45,100.64,261.4,26.24,19.32,24.09,273.14,0,20.53,14.49,6.39,13.52,5.98,29.5,17.56,14.49,0,0,5.8,11.83,8.88,28.98,82.11,5.8,164.22,6.18,10.63,0,115.51,87.13,28.98,4.14,0,0,0,0,0,35.21,0,0,0,0,0

