Column1,Time,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6452,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/07/5932,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5784,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/5126,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/2952,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1044,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
70,17:15-17:30,15.25,20.84,16.84,22.21,4.53,149.62,55.13,-0,4.53,67.35,3.51,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.42,0,47.73,0,3.21,0,0,55.24,0,55.25,21.37,18.33,23.33,23.33,70.01,37.62,19,9,7.67,22.43,16.56,32.01,25,0,22,18,6.4

71,17:30-17:45,15.25,20.84,16.84,21.2,3.64,149.62,55.13,-0,3.64,67.35,2.82,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.42,0,47.73,0,3.21,0,0,55.44,0,55.44,14.19,25,24.17,24.17,72.49,38.42,15,7,10.24,14.71,13.96,25.04,18,0,18,16,5.01

72,17:45-18:00,15.25,20.84,16.84,22.21,2.73,149.62,55.13,-0,2.73,67.35,2.11,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.42,0,47.73,0,3.21,0,0,56.49,0,56.5,7.93,24.67,23.33,23.33,70.01,39.02,10,5,8.15,8.3,10.97,19.54,15,0,13,14,3.91

73,18:00-18:15,0,20.84,16.84,22.71,2.05,188.1,55.13,-0,2.05,67.35,1.58,70.17,191.29,17.32,16.84,5.96,33.67,19.24,0,3.7,8.66,0,8.66,4,0,65.95,0,2.77,0,0,57.03,0,57.03,0,24,22.5,22.5,67.5,39.82,7,3,6.23,0,8.22,14.91,10,0,9,10,2.98

74,18:15-18:30,0,20.84,16.84,22.71,1.4,226.58,55.13,-0,1.4,67.35,1.08,70.17,225.05,17.32,16.84,5.96,33.67,19.24,0,3.7,8.66,0,8.66,4,0,75.2,0,2.77,0,0,55.92,0,55.92,0,23.33,21.67,21.67,64.99,40.62,3,2,4.35,0,5.9,10.19,7,0,6,8,2.04

75,18:30-18:45,0,20.84,16.84,0,0,265.07,55.13,-0,0,67.35,0,70.17,225.05,17.32,16.84,5.96,33.67,19.24,0,3.7,8.66,0,8.66,4,0,71.62,0,2.77,0,0,58,0,58,0,22.67,20.83,20.83,62.51,44.57,1,1,2.13,0,0,5.94,3,0,3,5,1.19

76,18:45-19:00,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,5.96,33.67,19.24,0,3.7,8.66,0,8.66,4,0,68.36,0,2.77,0,0,56.67,0,56.66,0,22,18.61,18.61,55.81,44.63,1,0,0.76,0,0,2.06,2,0,2,1,0.41

77,19:00-19:15,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,59.33,0,59.34,0,21.33,18.65,18.65,55.95,44.51,0,0,0.45,0,0,0.15,1,0,1,0,0.03

78,19:15-19:30,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,57.33,0,57.34,0,20.67,17.83,17.83,53.46,44.92,0,0,0.18,0,0,0,0,0,0,0,0

79,19:30-19:45,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,55.33,0,55.34,0,20,18.45,18.45,55.33,44.51,0,0,0.04,0,0,0,0,0,0,0,0

80,19:45-20:00,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,52.67,0,52.66,0,19.33,17.56,17.56,52.68,44.23,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,50,0,50,0,18.33,21.67,21.67,64.99,44.69,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,3.7,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,47.33,0,47.34,0,16.67,21.67,21.67,64.99,44.62,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,53.33,0,53.34,0,20.97,21.53,21.53,64.61,44.08,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,20.84,16.84,0,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,86.78,0,5.9,0,0,53,0,53,0,18.81,21.04,21.04,63.11,44.89,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,20.84,16.84,22.71,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,76.28,0,5.9,0,0,52.67,0,52.66,0,16.94,21.06,21.06,63.15,44.46,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,20.84,16.84,21.2,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,76.28,0,5.9,0,0,52,0,52,0,15.29,21.07,21.07,63.23,44.12,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,20.84,16.84,21.2,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,76.28,0,4.6,0,0,56,0,56,0,15,18.67,18.67,55.99,44.78,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,20.84,16.84,21.2,0,270.59,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,8.51,0,76.28,0,4.6,0,0,56,0,56,0,14.33,18.83,18.83,56.51,44.43,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,20.84,16.84,24.22,0,270.59,76.97,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,76.28,0,1.47,0,0,56,0,56,0,14,19.17,19.17,57.49,44.07,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,20.84,16.84,24.22,0,270.59,76.97,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,76.28,0,1.47,0,0,56,0,56,0,13.67,19.5,19.5,58.5,44.76,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,20.84,16.84,0,0,270.59,76.97,-0,0,67.35,0,70.17,260.34,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,76.28,0,1.47,0,0,51,0,51,0,13.33,20,20,60,44.5,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,20.84,16.84,0,0,230.9,76.97,-0,0,67.35,0,70.17,259.07,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,56.4,0,1.47,0,0,51.67,0,51.66,0,13.33,21.67,21.67,64.99,44.76,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,20.84,16.84,0,0,192.42,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,66.89,0,1.47,0,0,51.67,0,51.66,0,13.51,23.33,23.33,70.01,44.18,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,20.84,16.84,0,0,192.42,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,66.89,0,1.47,0,0,51.67,0,51.66,0,13.78,24.17,24.17,72.49,44.11,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,20.84,16.84,0,0,192.42,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,66.89,0,1.47,0,0,51.67,0,51.66,0,14.04,25,25,75,41.14,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,20.84,16.84,0,0,230.9,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,12.65,33.67,19.24,0,0,8.66,0,8.66,4,0,66.89,0,1.47,0,0,51.67,0,51.66,0,14.31,25,25,75,40.02,0,0,0,0,0,0,0,0,0,0,0

