Block,Time Block,KISHANGANGA,KKNP,KGSU1AND2,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,PARBATI3,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,NAPP,NTPL,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,CHAMERA1,ANTA_CRF,AURY_CRF,ANTA_LF,ANTA_RF,ANTA_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,SALAL,SEWA2,SINGRAULI,RIHAND3,TALST2,TALA,RIHAND2,RIHAND1,SASAN,RAPPC,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,0,0,0,90.22,119.52,43.41,9.34,0,0,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.23,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,17.08,0,0,0,0,0,0

59,14:30-14:45,0.14,0,0,0,90.22,119.52,43.41,9.34,0,0,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.09,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,17.08,0,0,0,0,0,0

60,14:45-15:00,1.39,0,0,0,90.22,119.52,43.41,9.34,0,0,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.09,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,17.08,16.43,0,0,0,0,0

61,15:00-15:15,1.39,0,0,0,90.22,179.44,43.41,9.34,0,0,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,8.66,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,14.93,17.12,0,0,0,0,0

62,15:15-15:30,1.39,0,0,0,90.22,276.08,43.41,9.34,0,1.17,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,8.66,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,14.93,17.12,0,0,0,0,0

63,15:30-15:45,1.39,0,0,0,90.22,312.8,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.94,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,14.93,17.12,0,0,0,0,0

64,15:45-16:00,1.39,0,0,0,90.22,312.8,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,289.96,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.66,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,36.63,14.93,17.12,0,0,0,0,0

65,16:00-16:15,1.39,0,0,0,90.22,312.8,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,0,10.33,12.25,14.5,308.14,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.94,117.62,45.74,396.82,58.21,0,0,0,0,0,15.27,0,2.71,1.57,10,0,9.16,0,41.6,10.67,17.12,0,0,0,0,0

66,16:15-16:30,1.39,0,0,0,90.22,394.46,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,19.38,20.1,52.7,1.06,10.33,12.25,14.5,297.51,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.66,117.62,45.74,396.82,58.21,0,0,0,0,0,18.01,0,2.71,1.57,10,0,9.16,0,41.23,10.67,17.12,0,0,0,0,0

67,16:30-16:45,1.39,0,0,0,90.22,399.91,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.27,10.33,12.25,14.5,329.47,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.66,117.62,45.74,396.82,58.21,0,0,0,0,0,20.19,0,2.71,1.57,10,0,9.16,0,40.99,10.67,32.87,0,0,0,0,0

68,16:45-17:00,1.39,0,0,0,90.22,399.91,43.41,9.34,0,2.35,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.27,10.33,12.25,14.5,329.47,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,0,103.13,123.31,0,9.37,117.62,45.74,396.82,58.21,0,0,0,0,0,20.26,0,2.71,1.57,10,0,9.16,0,40.99,10.67,32.87,0,0,0,0,0

69,17:00-17:15,1.39,0,0,0,90.22,399.91,43.41,9.34,0,3.52,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.3,10.33,12.25,14.5,331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,0,103.13,123.31,0,8.96,117.62,45.74,396.82,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,10.67,51.37,0,0,0,0,0

70,17:15-17:30,1.39,0,0,0,90.22,399.91,43.41,9.34,0,3.72,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.3,10.33,12.25,14.5,331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,0,103.13,123.31,0,8.96,117.62,45.74,396.82,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,10.67,51.37,0,0,0,0,0

71,17:30-17:45,1.39,0,0,0,90.22,399.91,43.41,9.34,0,3.72,0,0,0,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.3,10.33,12.25,14.5,331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,0,103.13,123.31,0,8.8,117.62,45.74,396.82,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,10.67,51.37,0,0,0,0,0

72,17:45-18:00,2.78,0,0,0,90.22,399.91,43.41,9.34,0,3.72,0,0,2.03,0,0,0,98.8,0,2.12,0,0,44.51,0,29.21,20.1,52.7,6.3,10.33,12.25,14.5,331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,0,103.13,123.31,0,8.66,117.62,45.74,396.82,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,10.67,68.49,0,0,0,0,0

73,18:00-18:15,2.78,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,4.08,0,0,0,98.8,0,2.12,0,0,44.51,0,38.85,20.1,52.7,6.3,10.33,14.42,14.5,331.5,13.58,0,0,0,0,0,0,0,0,0,0,0,0,37.06,2.84,103.13,123.31,0,8.52,117.62,45.74,403.92,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,14.93,68.49,0,0,0,0,0

74,18:15-18:30,2.78,0,0,0,90.22,399.91,43.41,28.01,0,3.88,0,0,52.29,0,0,0,113.78,0,2.44,0,0,44.51,0,38.85,20.1,52.7,6.3,20.65,21.63,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,49.41,8.5,103.13,123.31,0,8.09,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,49.08,68.49,0,0,0,0,0

75,18:30-18:45,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,52.29,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,76.71,14.17,103.13,123.31,0,8.09,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,49.08,68.49,0,0,0,0,0

76,18:45-19:00,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,52.29,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,76.71,14.17,103.13,123.31,0,8.09,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,13.87,68.49,0,0,0,0,0

77,19:00-19:15,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,52.29,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,76.71,14.17,103.13,123.31,0,8.24,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,12.8,68.49,0,0,0,0,0

78,19:15-19:30,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,52.29,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,76.71,14.17,103.13,123.31,0,8.39,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,12.8,68.49,0,0,0,0,0

79,19:30-19:45,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,52.29,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,49.41,14.17,103.13,123.31,0,8.39,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,10.67,68.49,0,0,0,0,0

80,19:45-20:00,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,16.3,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,37.06,14.17,103.13,123.31,0,8.52,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,10.67,68.49,0,0,0,0,0

81,20:00-20:15,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,14.94,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,37.06,14.17,103.13,123.31,0,8.8,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,10.67,68.49,0,0,0,0,0

82,20:15-20:30,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,14.94,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,37.06,14.17,103.13,123.31,0,8.8,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,13.87,68.49,0,0,0,0,0

83,20:30-20:45,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,14.94,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,1.06,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,9.92,103.13,123.31,0,8.8,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,49.08,68.49,0,0,0,0,0

84,20:45-21:00,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,14.94,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,0,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,6.51,103.13,123.31,0,8.96,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,49.08,68.49,0,0,0,0,0

85,21:00-21:15,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,14.94,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,0,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,6.51,103.13,123.31,0,8.96,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,13.87,68.49,0,0,0,0,0

86,21:15-21:30,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,16.3,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,0,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,6.51,103.13,123.31,0,9.09,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,10.67,68.49,0,0,0,0,0

87,21:30-21:45,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,16.3,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,1.06,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,6.51,103.13,123.31,0,9.09,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,10.67,68.49,0,0,0,0,0

88,21:45-22:00,4.17,0,0,0,90.22,399.91,43.41,18.67,0,3.88,0,0,16.3,0,0,0,129.98,0,2.79,0,0,44.51,0,38.85,20.1,52.7,2.13,31,38.93,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,37.06,9.92,103.13,123.31,0,9.37,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,40.99,10.67,68.49,0,0,0,0,0

89,22:00-22:15,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,16.3,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,37.06,11.33,103.13,123.31,0,9.37,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,10.67,68.49,0,0,0,0,0

90,22:15-22:30,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,2.72,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,37.06,11.33,103.13,123.31,0,9.52,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,14.93,68.49,0,0,0,0,0

91,22:30-22:45,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,0,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,49.41,11.33,103.13,123.31,0,9.52,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,12.8,68.49,0,0,0,0,0

92,22:45-23:00,4.17,0,0,0,90.22,399.91,43.41,41.5,0,3.88,0,0,0,0,0,0,148.19,0,3.18,0,0,44.51,0,40.03,20.1,53.23,18.9,32.61,44.12,14.5,331.5,40.73,0,0,0,0,0,0,0,0,0,0,0,0,49.41,11.33,103.13,123.31,0,9.66,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,10.27,0,40.99,49.08,68.49,0,0,0,0,0

93,23:00-23:15,2.78,0,0,0,90.22,399.91,43.41,20.74,0,3.88,0,0,0,0,0,0,144.98,0,3.11,0,0,44.51,0,29.21,20.1,52.7,1.06,20.65,27.39,14.5,331.5,27.16,0,0,0,0,0,0,0,0,0,0,0,0,49.41,9.2,103.13,123.31,0,9.66,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,49.08,68.49,0,0,0,0,0

94,23:15-23:30,1.39,0,0,0,90.22,399.91,43.41,9.34,0,3.88,0,0,0,0,0,0,144.98,0,3.11,0,0,44.51,0,29.21,20.1,52.7,0,10.33,12.25,14.5,331.5,13.58,0,0,0,0,0,0,0,0,0,0,0,0,49.41,2.84,103.13,123.31,0,9.94,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,14.27,0,9.16,0,41.04,12.8,68.49,0,0,0,0,0

95,23:30-23:45,0.14,0,0,0,90.22,399.91,43.41,9.34,0,3.88,0,0,0,0,0,0,144.98,0,3.11,0,0,44.51,0,29.21,20.1,52.7,0,10.33,10.23,14.5,331.5,13.58,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.94,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,10,0,9.16,0,41.04,10.67,68.49,0,0,0,0,0

96,23:45-24:00,0,0,0,0,90.22,399.91,43.41,9.34,0,3.88,0,0,0,0,0,0,144.98,0,3.11,0,0,44.51,0,29.21,20.1,52.7,0,10.33,10.23,14.5,331.5,13.58,0,0,0,0,0,0,0,0,0,0,0,0,49.41,0,103.13,123.31,0,9.94,117.62,45.74,404.7,58.21,0,0,0,0,0,20.26,0,2.71,1.57,10,0,9.16,0,41.04,10.67,68.49,0,0,0,0,0

