Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/4651,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/8036,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/31/4992,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/31/3997,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/SR/2025/03/01/7500,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/1906,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
76,18:45-19:00,31.29,0.04,2.8,0,2.48,31.8,2.76,100.21,0.04,50,6.75,31.8,132.74,0,17.35,0,0.04,86.76,30.5,100,260.29,6.26,115.04,50,0,31.8,30.5,7,5,0,15,0,0,0,15,7,21,1,4.02,5.4,0.52,0,0,2.6,1,0,0

77,19:00-19:15,31.29,0,2.8,0,2.48,31.8,2.84,100.21,0,50,6.75,31.8,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.35,115.04,50,0,31.8,30.5,7,5,0,15,0,0,0,15,7,21,0,3.07,5,0.4,0,0,1.97,0,0,0

78,19:15-19:30,31.29,0,2.8,0,2.48,31.8,2.84,100.21,0,50,6.75,31.8,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.35,115.04,50,0,31.8,30.5,7,6.66,0,18,0,0,0,18,7,21,0,0.79,4.6,0,0,0,0,0,0,0

79,19:30-19:45,31.29,0,2.8,0,2.48,31.8,2.84,100.21,0,50,6.75,31.8,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.35,115.04,50,0,31.8,30.5,7.33,6.66,0,24.34,0,0,0,24.33,7.33,22.01,0,0,6.8,0,0,0,0,0,0,0

80,19:45-20:00,31.29,0,2.8,0,2.48,31.8,2.84,100.21,0,50,6.75,31.8,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.35,115.04,50,0,31.8,30.5,10.67,6.66,0,32,0,0,0,32,10.67,31.99,0,0,5.8,0,0,0,0,0,0,0

81,20:00-20:15,31.29,0,2.52,6.73,2.71,28.91,2.84,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.58,115.04,50,0,28.91,30.5,7.5,3.66,0,18.34,0,0,0,18.33,7.5,22.5,0,0,5,0,0,0,0,0,0,0

82,20:15-20:30,31.29,0,2.52,6.73,2.71,28.91,2.84,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.58,115.04,50,0,28.91,30.5,8.17,4,0,19.66,0,0,0,19.67,8.17,24.49,0,0,4.2,0,0,0,0,0,0,0

83,20:30-20:45,31.29,0,2.52,6.73,2.71,28.91,2.84,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.58,115.04,50,0,28.91,30.5,8.83,6.66,0,20.66,0,0,0,20.67,8.83,26.51,0,0,3.8,0,0,0,0,0,0,0

84,20:45-21:00,31.29,0,2.52,6.73,2.71,28.91,2.84,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,30.5,100,260.29,6.58,115.04,50,0,28.91,30.5,9.83,7,0,22.66,0,0,0,22.67,9.83,29.51,0,0,3.8,0,0,0,0,0,0,0

85,21:00-21:15,31.29,0,2.52,6.73,2.71,28.91,2.76,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,20.03,100,260.29,6.58,115.04,50,0,28.91,20.03,10.83,7.34,0,33.34,0,0,0,33.33,10.83,32.51,0,0,3.8,0,0,0,0,0,0,0

86,21:15-21:30,31.29,0,2.52,6.73,2.71,28.91,2.76,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,20.03,100,260.29,6.58,115.04,50,0,28.91,20.03,13.5,7.34,0,33.66,0,0,0,33.67,13.5,40.5,0,0,3.8,0,0,0,0,0,0,0

87,21:30-21:45,31.29,0,2.52,6.73,2.71,28.91,2.76,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,20.03,100,260.29,6.58,115.04,50,0,28.91,20.03,14.67,7.34,0,34.34,0,0,0,34.33,14.67,43.99,0,0,3.8,0,0,0,0,0,0,0

88,21:45-22:00,31.29,0,2.52,6.73,2.71,28.91,2.76,100.21,0,75,6.75,28.91,132.74,0,17.35,0,0,86.76,23.48,100,260.29,6.58,115.04,50,0,28.91,23.48,14.67,8,0,34.34,0,0,0,34.33,14.67,43.99,0,0,3.8,0,0,0,0,0,0,0

89,22:00-22:15,30.78,0,2.33,6.73,2.94,23.41,2.68,100.21,0,75,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,20.03,100,260.29,6.58,115.04,50,0,23.41,20.03,15.67,8.66,0,34.34,0,0,0,34.33,15.67,46.99,0,0,3.8,0,0,0,0,0,0,0

90,22:15-22:30,30.78,0,2.33,6.73,2.94,23.41,2.68,100.21,0,75,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,20.03,100,260.29,6.58,115.04,50,0,23.41,20.03,15.5,9.66,0,34.34,0,0,0,34.33,15.5,46.5,0,0,3.8,0,0,0,0,0,0,0

91,22:30-22:45,30.78,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,20.03,100,260.29,6.58,115.04,50,0,23.41,20.03,15.33,10.34,0,40,0,0,0,40,15.33,46.01,0,0,3.8,0,0,0,0,0,0,0

92,22:45-23:00,30.78,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,20.03,100,260.29,6.58,115.04,50,0,23.41,20.03,15,10.34,0,42,0,0,0,42,15,45,0,0,3.8,0,0,0,0,0,0,0

93,23:00-23:15,30.28,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.17,17.35,237.98,0,86.76,20.03,0,260.29,6.58,115.04,50,0,23.41,20.03,15.5,10.34,0,43,0,0,0,43,15.5,46.5,0,0,3.8,0,0,0,0,0,0,0

94,23:15-23:30,30.28,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.17,17.35,237.98,0,86.76,20.03,0,260.29,6.58,115.04,50,0,23.41,20.03,16,10.66,0,43.34,0,0,0,43.33,16,48,0,0,3.8,0,0,0,0,0,0,0

95,23:30-23:45,30.28,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.17,17.35,237.98,0,86.76,20.03,0,260.29,6.58,115.04,50,0,23.41,20.03,16.5,11,0,42.66,0,0,0,42.67,16.5,49.5,0,0,3.8,0,0,0,0,0,0,0

96,23:45-24:00,30.28,0,1.87,6.73,2.94,23.41,2.91,100.21,0,75,6.75,23.41,132.74,79.14,17.35,237.92,0,86.76,20.03,0,260.29,6.58,115.04,50,0,23.41,20.03,16.5,11.34,0,41.66,0,0,0,41.67,16.5,49.5,0,0,3.8,0,0,0,0,0,0,0

