Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/05/9146,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2786,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2236,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/2997,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13
72,17:45-18:00,0,14,15,60.69,26.97,26.97,67.06,3.23,3.73,10.56,20.76,19.25,130.23,3.73,11.73,10.74,270.7,2.88,100.27,6.54,-0,224.98,0,134.99,26.25,70.19,81.81,17.13,0,4,15.26,28.26,20,24.6,10.97,20,0,43.02,60,10.34,0,9.02,0,25.67,7,9,4,12.14

73,18:00-18:15,0,8,12,46.13,29,26.73,67.16,5.9,2.87,10.56,20.76,0,130.23,2.87,12.66,10.74,270.7,2.23,100.27,7,-0,224.98,0,134.99,43.75,70.19,81.81,17.59,0,8.52,0,28.26,18.83,20.25,0,18.83,0,43.62,56.51,7.39,0,0,0,24.33,5,3,2,9.23

74,18:15-18:30,0,5,9,34.88,29,26.73,86.82,5.9,1.97,10.56,20.76,0,130.23,1.97,12.66,10.74,270.7,1.52,100.27,7,-0,224.98,0,134.99,43.75,70.19,81.81,17.59,0,8.52,0,28.26,17.83,15.9,0,17.83,0,43.62,53.51,4.79,0,0,0,23,3,2,1,6.98

75,18:30-18:45,0,2,6,25.63,29,26.73,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7,-0,224.98,0,134.99,43.75,115.46,81.81,17.59,0,8.52,0,28.26,15,11.55,0,15,0,43.62,45,2.4,0,0,0,15.53,1,1,0,5.13

76,18:45-19:00,0,1,4,17.24,29,26.73,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7,-0,224.98,0,134.99,43.75,115.46,81.81,17.59,0,8.52,0,28.26,15.33,7.2,0,15.33,0,43.42,46.01,0.68,0,0,0,15.33,1,0,0,3.45

77,19:00-19:15,0,0,2,3.51,29,29,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.47,-0,224.98,0,134.99,43.75,115.46,81.81,17.96,0,8.52,0,29.27,15.67,4.05,0,15.67,0,43.62,46.99,0,0,0,0,15.16,0,0,0,0.7

78,19:15-19:30,0,0,1,0.01,29,29,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.47,-0,224.98,0,134.99,43.75,115.46,81.81,17.96,0,8.52,0,30.28,16,2.02,0,16,0,43.42,48,0,0,0,0,14.97,0,0,0,0

79,19:30-19:45,0,0,0,0,29,29,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,17.96,0,8.52,0,30.28,16.17,1.03,0,16.17,0,43.22,48.49,0,0,0,0,14.74,0,0,0,0

80,19:45-20:00,0,0,0,0,29,29,86.82,5.9,0,10.56,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,17.96,0,8.52,0,30.28,17.17,0,0,17.17,0,42.82,51.49,0,0,0,0,14.45,0,0,0,0

81,20:00-20:15,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,18.24,0,8.52,0,30.28,12.47,0,0,12.47,0,42.42,37.39,0,0,0,0,12.32,0,0,0,0

82,20:15-20:30,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,18.24,0,8.52,0,29.27,12.92,0,0,12.92,0,42.02,38.76,0,0,0,0,12.36,0,0,0,0

83,20:30-20:45,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,18.24,0,8.52,0,29.27,12,0,0,12,0,41.62,36,0,0,0,0,12.45,0,0,0,0

84,20:45-21:00,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,0,134.99,43.75,115.46,81.81,18.24,0,8.52,0,29.27,12.5,0,0,12.5,0,40.82,37.5,0,0,0,0,12.56,0,0,0,0

85,21:00-21:15,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,96.25,134.99,43.75,115.46,81.81,18.24,0,8.52,0,29.27,13,0,0,13,0,40.02,39,0,0,0,0,12.48,0,0,0,0

86,21:15-21:30,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,96.25,134.99,43.75,115.46,81.81,18.24,0,8.52,0,29.27,13.67,0,0,13.67,0,39.02,40.99,0,0,0,0,12.25,0,0,0,0

87,21:30-21:45,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,96.25,134.99,43.75,115.46,81.81,18.24,0,8.52,0,28.26,14.17,0,0,14.17,0,42.02,42.49,0,0,0,0,12,0,0,0,0

88,21:45-22:00,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,9.34,-0,224.98,96.25,134.99,43.75,115.46,81.81,18.24,0,8.52,0,28.26,14.67,0,0,14.67,0,41.62,43.99,0,0,0,0,11.72,0,0,0,0

89,22:00-22:15,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,8.86,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.78,0,8.52,0,28.77,13.67,0,0,13.67,0,40.62,40.99,0,0,0,0,11.75,0,0,0,0

90,22:15-22:30,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,8.86,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.78,0,8.52,0,28.77,14.33,0,0,14.33,0,40.02,43.01,0,0,0,0,11.93,0,0,0,0

91,22:30-22:45,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,8.86,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.78,0,8.52,0,29.27,14.83,0,0,14.83,0,40.02,44.51,0,0,0,0,12.14,0,0,0,0

92,22:45-23:00,0,0,0,0,29,29,86.82,5.9,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,8.86,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.78,0,8.52,0,29.27,15.17,0,0,15.17,0,40.02,45.49,0,0,0,0,12.36,0,0,0,0

93,23:00-23:15,0,0,0,0,29,29,86.82,5.1,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.93,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.5,0,8.52,0,29.27,15.83,0,0,15.83,0,40.02,47.51,0,0,0,0,12.7,0,0,0,0

94,23:15-23:30,0,0,0,0,29,29,86.82,4.25,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.93,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.5,0,8.52,0,29.27,16.33,0,0,16.33,0,40.02,49.01,0,0,0,0,13.1,0,0,0,0

95,23:30-23:45,0,0,0,0,29,29,86.82,3.77,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.93,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.5,0,8.52,0,28.77,10,0,0,10,0,40.02,30,0,0,0,0,13.55,0,0,0,0

96,23:45-24:00,0,0,0,0,29,29,86.82,3.3,0,10.52,20.76,0,130.23,0,12.66,10.74,270.7,0,100.27,7.93,-0,224.98,96.25,134.99,43.75,115.46,81.81,17.5,0,8.52,0,28.26,10,0,0,10,0,40.02,30,0,0,0,0,13.99,0,0,0,0

