Block,Time,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/06022042/L_NR_2012_07,NR/01032024/22032024/HP-59,NR/01102023/30042040/GNA_LT_36,NR/01032024/22032024/HP-56,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01032024/15032024/HP-62,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/22102023/11042047/L_NR_2021_16,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/01102023/01102023/L_NR_2020_06,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1589
61,15:00-15:15,48.140000,33.690000,0.000000,13.650000,0.000000,26.690000,13.310000,1.070000,1.430000,52.950000,231.050000,13.310000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,18.290000,110.710000,85,144.405000,6.67,31.2,5,31.2,41.68,42,96.27,20,208.4,182,0,20,81.86,0,114.854993,0,78,96.27,7.21,31.2,48.14,6.66,19.25,20,40.1,19.25

62,15:15-15:30,48.140000,33.690000,0.000000,12.680000,0.000000,26.690000,12.380000,1.070000,1.430000,52.950000,231.050000,12.380000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,19.250000,110.710000,81,144.405000,6.67,31.2,5,31.2,39.28,40,96.27,20.33,196.4,175,0,20,78.27,0,106.836649,0,75,96.27,7.21,31.2,48.14,6.66,19.25,20.33,38,19.25

63,15:30-15:45,48.140000,33.690000,0.000000,11.910000,0.000000,26.690000,11.620000,1.070000,1.430000,52.950000,259.930000,11.620000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,19.250000,110.710000,75,144.405000,6.67,31.2,5,31.2,35.16,37,96.27,20.33,175.78,151,0,20,66.88,0,98.08848,0,64,96.27,7.21,31.2,48.14,6.66,19.25,20.33,35.8,19.25

64,15:45-16:00,48.140000,33.690000,0.000000,10.860000,0.000000,26.690000,10.600000,1.070000,1.430000,52.950000,259.930000,10.600000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,19.250000,110.710000,68,144.405000,6.67,31.2,5,31.2,30.08,34,96.27,20.67,150.39,137,0,20,62.08,0,88.5521,0,58,96.27,7.21,31.2,48.14,6.66,19.25,20.67,32.7,19.25

65,16:00-16:15,48.140000,33.690000,0.000000,9.930000,0.000000,26.690000,9.690000,1.110000,1.430000,52.950000,270.760000,9.690000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,20.220000,110.710000,57,144.405000,14.28,31.2,11.99,31.2,28.38,28,96.27,31.55,141.93,116,0,42.83,57.19,14.73,78.412398,0,49,96.27,7.21,31.2,48.14,14.26,0,31.55,27.9,0

66,16:15-16:30,48.140000,33.690000,0.000000,5.780000,0.000000,26.690000,5.630000,1.110000,1.430000,52.950000,270.760000,5.630000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,20.220000,110.710000,49,144.405000,13.89,31.2,11.88,31.2,26.03,24,96.27,30.55,130.13,102,0,41.66,51.76,14.73,68.058614,0,43,96.27,7.21,31.2,48.14,13.88,0,30.55,24.5,0

67,16:30-16:45,48.140000,33.690000,0.000000,5.190000,0.000000,26.690000,5.060000,1.110000,1.430000,52.950000,270.760000,5.060000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,21.180000,110.710000,40,144.405000,7.5,31.2,7.34,31.2,24.12,20,96.27,15,120.63,84,0,22.5,35.95,14.73,57.646444,0,36,96.27,7.21,31.2,48.14,7.5,0,15,19.5,0

68,16:45-17:00,48.140000,52.630000,0.000000,4.400000,0.000000,26.690000,4.300000,1.110000,1.430000,52.950000,270.760000,4.300000,1.010000,26.690000,0.000000,0.000000,4.320000,0.000000,22.140000,110.710000,32,144.405000,7.5,31.2,7.34,31.2,22.01,16,96.27,15,110.08,70,0,22.5,31.16,14.73,46.300098,0,30,96.27,7.21,31.2,48.14,7.5,0,15,17,0

69,17:00-17:15,48.140000,33.690000,0.000000,3.430000,0.000000,26.690000,3.340000,1.110000,1.390000,52.950000,270.760000,3.340000,1.010000,26.690000,0.000000,0.000000,4.410000,0.000000,23.100000,139.590000,23,144.405000,7.5,28.38,7.34,33,14.44,12,96.27,13.33,72.22,53,0,22.5,26.02,0,34.768863,0,22,96.27,7.21,31.01,48.14,7.5,0,13.33,12,0

70,17:15-17:30,48.140000,33.690000,0.000000,2.420000,0.000000,26.690000,2.360000,1.110000,1.390000,52.950000,270.760000,2.360000,1.010000,26.690000,0.000000,0.000000,4.410000,0.000000,23.100000,166.250000,15,144.405000,7.5,10.98,7.34,25,11.69,7,96.27,13.33,58.44,39,0,22.5,20.63,0,23.373862,0,16,96.27,7.21,13.66,48.14,7.5,0,13.33,9.5,0

71,17:30-17:45,48.140000,52.630000,0.000000,1.440000,0.000000,26.690000,1.410000,1.110000,1.390000,52.950000,270.760000,1.410000,0.770000,26.690000,0.000000,0.000000,4.410000,0.000000,24.070000,214.380000,10,144.405000,7,8.54,7.34,7,8.8,5,96.27,13.33,44.02,28,0,21,15.18,0,13.983447,0,12,96.27,7.21,7,48.14,7,0,13.33,8,0

72,17:45-18:00,48.140000,33.690000,0.000000,0.930000,0.000000,26.690000,0.910000,1.110000,1.390000,52.950000,270.760000,0.910000,0.770000,26.690000,0.000000,0.000000,4.410000,0.000000,24.070000,260.510000,7,144.405000,7,3.42,7.34,1,6.46,3,96.27,13.33,32.27,18,0,21,10.06,0,7.444215,0,7,96.27,7.21,1,48.14,7,0,13.33,5,0

73,18:00-18:15,48.140000,57.760000,0.000000,0.530000,0.000000,26.690000,0.510000,1.110000,1.390000,64.500000,270.760000,0.510000,0.850000,26.690000,0.000000,0.000000,4.410000,0.000000,25.030000,260.510000,3,144.405000,7,0,7.23,0,4.32,1,96.27,13.33,21.58,7,0,21,5.78,0,3.11392,0,3,96.27,8.35,0,96.27,7,0,13.33,3,0

74,18:15-18:30,48.140000,76.330000,0.000000,0.230000,0.000000,26.690000,0.230000,1.110000,1.390000,76.920000,270.760000,0.230000,0.850000,26.690000,0.000000,0.000000,4.410000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,2.53,0,96.27,13.33,12.68,1,0,21,2.63,0,1.041217,0,1,96.27,8.57,0,96.27,7,0,13.33,1,0

75,18:30-18:45,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.110000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.410000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,1.13,0,96.27,13.33,5.63,1,0,21,0.7,0,0,0,0,96.27,8.9,0,96.27,7,0,13.33,0,0

76,18:45-19:00,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.110000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.410000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,0.14,0,96.27,13.33,0.71,0,0,21,0,0,0,0,0,96.27,9.12,0,96.27,7,0,13.33,0,0

77,19:00-19:15,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.070000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,0,0,96.27,13.33,0,0,0,21,0,0,0,0,0,96.27,8.95,0,96.27,7,0,13.33,0,0

78,19:15-19:30,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.070000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,0,0,96.27,13.33,0,0,0,21,0,0,0,0,0,96.27,8.78,0,96.27,7,0,13.33,0,0

79,19:30-19:45,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.070000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.14,0,0,0,96.27,14.73,0,0,0,21,0,0,0,0,0,96.27,8.44,0,96.27,7,0,14.73,0,0

80,19:45-20:00,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.070000,1.390000,99.750000,270.760000,0.000000,0.850000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7.34,0,0,0,96.27,15.94,0,0,0,21,0,0,0,0,0,96.27,8.31,0,96.27,7,0,15.94,0,0

81,20:00-20:15,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,99.750000,270.760000,0.000000,0.930000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,8,0,0,0,96.27,16.99,0,0,0,21,0,0,0,0,0,96.27,8.61,0,96.27,7,0,16.99,0,0

82,20:15-20:30,48.140000,86.840000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,99.750000,270.760000,0.000000,0.930000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,8.66,0,0,0,96.27,18.04,0,0,0,21,0,0,0,0,0,96.27,9.13,0,96.27,7,0,18.04,0,0

83,20:30-20:45,48.140000,76.330000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,99.750000,270.760000,0.000000,0.930000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7,0,0,0,96.27,23.65,0,0,0,21,0,0,0,0,0,96.27,10.11,0,96.27,7,0,23.65,0,0

84,20:45-21:00,48.140000,57.400000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,82.790000,270.760000,0.000000,0.930000,26.690000,0.000000,0.000000,4.510000,0.000000,25.990000,260.510000,0,144.405000,7,0,7,0,0,0,96.27,23.77,0,0,0,21,0,0,0,0,0,96.27,10.71,0,96.27,7,0,23.77,0,0

85,21:00-21:15,48.140000,57.400000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,82.790000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,0.000000,25.030000,260.510000,0,144.405000,7,0,7.13,0,0,0,96.27,24.21,0,0,0,21,0,0,0,0,0,96.27,7.21,0,96.27,7,0,24.21,0,0

86,21:15-21:30,48.140000,57.400000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,64.500000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,0.000000,25.030000,260.510000,0,144.405000,7.4,0,7.78,0,0,0,96.27,25.4,0,0,0,22.19,0,0,0,0,0,96.27,7.21,0,96.27,7.4,0,25.4,0,0

87,21:30-21:45,48.140000,57.400000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,52.950000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,0.000000,25.030000,260.510000,0,144.405000,8.29,0,8.49,0,0,0,96.27,26.35,0,0,0,24.88,0,0,0,0,0,96.27,7.21,0,96.27,8.3,0,26.35,0,0

88,21:45-22:00,48.140000,57.400000,0.000000,0.000000,0.000000,26.690000,0.000000,1.180000,1.340000,52.950000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,0.000000,25.030000,260.510000,0,144.405000,8.95,0,9.35,0,0,0,96.27,27.34,0,0,0,26.85,0,0,0,0,0,96.27,7.21,0,96.27,8.96,0,27.34,0,0

89,22:00-22:15,48.140000,57.400000,32.760000,0.000000,76.530000,26.690000,0.000000,1.150000,1.300000,69.310000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,260.510000,0,144.405000,8.96,0,9.75,0,0,0,96.27,27.53,0,0,0,26.87,0,0,0,0,0,96.27,7.21,0,96.27,8.96,0,27.53,0,0

90,22:15-22:30,48.140000,57.400000,32.760000,0.000000,76.530000,26.690000,0.000000,1.150000,1.300000,69.310000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,260.510000,0,144.405000,9.27,0,9.96,0,0,0,96.27,28.11,0,0,0,27.8,0,0,0,0,0,96.27,7.21,0,96.27,9.25,0,28.11,0,0

91,22:30-22:45,48.140000,57.400000,32.760000,0.000000,76.530000,26.690000,0.000000,1.260000,1.300000,52.950000,270.760000,0.000000,1.090000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,260.510000,0,144.405000,9.43,0,8.46,0,0,0,96.27,21.78,0,0,0,28.28,0,0,0,0,0,96.27,7.21,0,96.27,9.42,0,21.78,0,0

92,22:45-23:00,48.140000,57.400000,32.760000,0.000000,76.530000,26.690000,0.000000,1.260000,1.300000,52.950000,270.760000,0.000000,1.010000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,235.780000,0,144.405000,9.55,0,8.8,0,0,0,96.27,22.29,0,0,0,28.66,0,0,0,0,0,96.27,7.21,0,96.27,9.55,0,22.29,0,0

93,23:00-23:15,48.140000,52.630000,32.760000,0.000000,76.530000,26.690000,0.000000,1.220000,1.300000,52.950000,270.760000,0.000000,1.010000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,235.780000,0,144.405000,9.39,0,9.12,0,0,0,96.27,22.14,0,0,0,28.16,0,0,0,0,0,96.27,7.21,0,96.27,9.38,0,22.14,0,0

94,23:15-23:30,48.140000,52.630000,32.760000,0.000000,76.530000,26.690000,0.000000,1.220000,1.300000,52.950000,270.760000,0.000000,1.010000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,235.780000,0,144.405000,9.24,0,9.14,0,0,0,96.27,22.31,0,0,0,27.72,0,0,0,0,0,96.27,7.21,0,96.27,9.23,0,22.31,0,0

95,23:30-23:45,48.140000,52.630000,32.760000,0.000000,76.530000,26.690000,0.000000,1.220000,1.300000,52.950000,270.760000,0.000000,1.010000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,214.380000,0,144.405000,9.18,0,8.9,0,0,0,96.27,22.91,0,0,0,27.53,0,0,0,0,0,96.27,7.21,0,96.27,9.18,0,22.91,0,0

96,23:45-24:00,48.140000,52.630000,32.760000,0.000000,76.530000,26.690000,0.000000,1.220000,1.300000,52.950000,270.760000,0.000000,1.010000,26.690000,0.000000,0.000000,4.590000,98.210000,25.030000,214.380000,0,144.405000,10.23,0,9.6,0,0,0,96.27,23.54,0,0,0,30.68,0,0,0,0,0,96.27,7.21,0,96.27,10.23,0,23.54,0,0

