Column1,Block,GNA/NR/2025/06/01/7762,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/9719,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/27934/C,SR/2025/17280/C,NR/2025/27726/A/77546,NR/2025/27971/C,NR/2025/27936/C,NR/2025/27977/C,NR/2025/27907/C,NR/2025/27908/C,NR/2025/26777/A/77167,NR/2025/27728/A/77544,NR/2025/27359/A/77473,NR/2025/27927/C,NR/2025/27967/C,NR/2025/27859/C,NR/2025/26860/A/77257,NR/2025/27727/A/77543,NR/2025/26975/A/77556,NR/2025/27946/C,NR/2025/27974/C,NR/30092023/31122025/SH-07,NR/2025/27947/C,NR/2025/27976/C,NR/2025/27948/C,NR/2025/26570/A/77524,NR/2025/27360/A/77471,NR/2025/27281/A/77640,NR/2025/27157/A/77126,NR/2025/27906/C,NR/2025/27167/A/77234,NR/2025/27088/A/77616,NR/2025/27162/A/77553,NR/2025/26952/A/77047,NR/2025/26785/A/77093,NR/2025/27361/A/77469,NR/2025/27499/A/77526,NR/2025/26861/A/77491,NR/2025/27462/A/77089,NR/2025/26889/A/77527,NR/2025/27725/A/77548,NR/2025/26564/A/77522,NR/2025/27724/A/77170,NR/2025/26563/A/77521,NR/2025/27242/A/77258,NR/2025/27898/C,NR/2025/26085/A/77063,NR/2025/26561/A/77520,NR/2025/27782/A/77542,NR/2025/27860/C,NR/2025/27895/C,NR/2025/27168/A/77235,NR/2025/27857/C,NR/2025/27393/A/77467,NR/2025/26445/A/77620,NR/2025/26569/A/77523,NR/2025/27622/A/77173,GNARE/NR/2024/12/20/3668,NR/2025/27356/A/77476,Total
92,22:45-23:00,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.18,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,11.58,0,41.02,0,0.82,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2515.9500000000003

93,23:00-23:15,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.08,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,10.62,0,41.02,0,0.77,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2514.84

94,23:15-23:30,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.08,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,10.62,0,41.02,0,0.77,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2514.84

95,23:30-23:45,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.08,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,10.62,0,41.02,0,0.77,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2514.84

96,23:45-24:00,20.51,17,11.9,20.51,41.02,53.33,41.02,12.16,17.37,0,41.02,20.51,11.08,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.69,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,10.62,0,41.02,0,0.77,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2514.88

