Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2024/09/01/9821,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/6566,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/16/2535,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/8090,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/2171,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,L_NR_2019_19
84,20:45-21:00,7.2,0,0,0,0,0,0,9.5,37,0,0,0,0,12,37,0,28.5,9.5,0,4.93,29.27,24.16,8.58,0,220.34,0,32,273.25,96.64,12.45,32,85.91,0,6.69,115.5,2.42,6.76,24.75,0,0,75.38,7.95,0

85,21:00-21:15,7.2,0,0,0,0,0,0,9.83,40.67,0,0,0,0,12.34,40.67,0,29.5,9.84,0,4.93,29.27,24.16,8.48,0,220.34,0,32,273.25,96.64,8.78,32,85.91,0,6.53,115.5,2.42,6.61,17.47,0,0,75.38,7.95,0

86,21:15-21:30,7.2,0,0,0,0,0,0,10,40.67,0,0,0,0,12.34,40.67,0,30,10,0,4.93,28.27,24.16,8.48,0,220.34,0,32,273.25,96.64,8.78,32,85.91,0,6.53,115.5,2.42,6.61,17.47,0,0,75.38,7.95,0

87,21:30-21:45,7.2,0,0,0,0,0,0,10,40.33,0,0,0,0,12.34,40.33,0,30,10,0,4.93,28.27,24.16,8.48,0,220.34,0,32,273.25,96.64,8.78,32,85.91,0,6.53,115.5,2.42,6.61,17.47,0,0,75.38,7.95,0

88,21:45-22:00,7.2,0,0,0,0,0,0,10.33,39.67,0,0,0,0,12.66,39.67,0,31,10.34,0,4.93,28.27,24.16,8.48,0,220.34,0,32,273.25,96.64,8.78,32,85.91,0,6.53,115.5,2.42,6.61,17.47,0,0,75.38,7.95,0

89,22:00-22:15,7.2,0,0,0,0,0,0,10.33,39,0,0,0,0,12.66,39,0,31,10.34,0,4.74,30.29,24.16,8.4,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,6.22,115.5,2.42,6.3,17.47,0,0,75.38,7.95,0

90,22:15-22:30,7.2,0,0,0,0,0,0,10,38.67,0,0,0,0,12.66,38.67,0,30,10,0,4.74,29.27,24.16,8.4,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,6.22,115.5,2.42,6.3,17.47,0,0,75.38,7.95,0

91,22:30-22:45,7.2,0,0,0,0,0,0,9.33,38.67,0,0,0,0,13,38.67,0,28,9.34,0,4.74,29.27,24.16,8.4,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,6.3,17.47,0,0,75.38,7.95,0

92,22:45-23:00,7.2,0,0,0,0,0,0,8.83,38,0,0,0,0,13,38,0,26.5,8.84,0,4.74,28.27,24.16,8.4,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,6.3,17.47,0,0,75.38,7.95,0

93,23:00-23:15,7.2,0,0,0,0,0,0,8.5,38,0,0,0,0,13,38,0,25.5,8.5,0,4.55,27.25,24.16,8.3,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,5.99,17.47,0,0,75.38,7.95,0

94,23:15-23:30,7.2,0,0,0,0,0,0,8.83,37.33,0,0,0,0,13,37.33,0,26.5,8.84,0,4.55,27.25,24.16,8.3,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,5.99,17.47,0,0,75.38,7.95,0

95,23:30-23:45,7.2,0,0,0,0,0,0,9.17,37,0,0,0,0,13,37,0,27.5,9.16,0,4.55,27.25,24.16,8.3,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,5.99,17.47,0,0,75.38,7.95,0

96,23:45-24:00,7.2,0,0,0,0,0,0,9.5,37,0,0,0,0,13.34,37,0,28.5,9.5,0,4.55,28.27,24.16,8.3,0,220.34,163.08,32,273.25,96.64,8.78,32,85.91,0,5.83,115.5,2.42,5.99,17.47,0,0,75.38,7.95,0

