Column1,Time,NR/22102023/11042047/L_NR_2021_17,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/2197,NR/22102023/11042047/L_NR_2021_16,GNA/SR/2024/12/01/6968,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/3428,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19
83,20:30-20:45,0,50,0,250,34.62,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,34.62,8.66,0,0,0.77,0,0,34.62,217.1,8.66,32.07,1.92,14,14,7.5,7,0,22.5,0,0,0,6.67,0,7.5,0,0,0

84,20:45-21:00,0,50,0,250,34.62,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,34.62,8.66,0,0,0.77,0,0,34.62,217.1,8.66,32.07,1.92,14,14,7.5,7,0,22.5,0,0,0,6.67,0,7.5,0,0,0

85,21:00-21:15,0,50,0,250,31.74,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,31.74,8.66,0,0,0.77,0,0,31.74,217.1,8.66,35.06,1.92,14,14,7.5,11,0,22.5,0,0,0,6.67,0,7.5,0,0,0

86,21:15-21:30,0,50,0,250,31.74,0,150,0,0,0,25.24,1.66,75.01,135.24,0,1.38,0,31.74,8.66,0,0,0.77,0,0,31.74,217.1,8.66,35.06,1.92,14,14,7.5,10.8,0,22.5,0,0,0,6.67,0,7.5,0,0,0

87,21:30-21:45,0,50,0,250,31.74,0,150,0,0,0,24.73,1.66,75.01,135.24,0,1.38,0,31.74,8.66,0,0,0.77,0,0,31.74,217.1,8.66,35.06,1.92,14,14,7.5,10.4,0,22.5,0,0,0,6.67,0,7.5,0,0,0

88,21:45-22:00,0,50,0,250,31.74,0,150,0,0,0,24.73,1.66,75.01,135.24,0,1.38,0,31.74,8.66,0,0,0.77,0,0,31.74,217.1,8.66,35.06,1.92,14,14,7.5,9.6,0,22.5,0,0,0,6.67,0,7.5,0,0,0

89,22:00-22:15,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,86.75,135.24,95.13,1.38,31.71,25.97,8.66,0,0,0.77,0,0,25.97,217.1,8.66,35.06,1.92,28.33,28.34,9.17,7,0,27.49,0,0,0,6.67,0,9.17,0,0,0

90,22:15-22:30,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,86.75,135.24,95.13,1.38,31.71,25.97,8.66,0,0,0.77,0,0,25.97,217.1,8.66,35.06,1.92,28.67,28.66,9.33,7,0,28.01,0,0,0,6.67,0,9.33,0,0,0

91,22:30-22:45,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,86.75,135.24,95.13,1.38,31.71,25.97,8.66,0,0,0.77,0,0,25.97,217.1,8.66,35.06,1.92,30.33,30.34,9.83,7,0,29.51,0,0,0,6.67,0,9.83,0,0,0

92,22:45-23:00,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,86.75,135.24,95.13,1.38,31.71,25.97,8.66,0,0,0.77,0,0,25.97,217.1,8.66,35.06,1.92,32.33,32.34,10,7,0,30,0,0,0,6.67,0,10,0,0,0

93,23:00-23:15,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,76.48,135.24,95.13,1.3,31.71,25.97,8.66,0,0,0.77,0,0,25.97,179.78,8.66,35.06,1.92,33,33,10.67,7,0,31.99,0,0,0,6.67,0,10.67,0,0,0

94,23:15-23:30,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,76.48,115.17,95.13,1.3,31.71,25.97,8.66,0,0,0.77,0,0,25.97,179.78,8.66,35.06,1.92,34.33,34.34,12,7,0,36,0,0,0,6.67,0,12,0,0,0

95,23:30-23:45,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,76.48,94.98,95.13,1.3,31.71,25.97,8.66,0,0,0.77,0,0,25.97,179.78,8.66,35.06,1.92,35.33,35.34,13.5,7,0,40.5,0,0,0,6.67,0,13.5,0,0,0

96,23:45-24:00,0,50,0,250,25.97,0,150,0,0,0,24.73,1.66,76.48,74.78,95.13,1.3,31.71,25.97,8.66,0,0,0.77,0,0,25.97,179.78,8.66,35.06,1.92,36.33,36.34,13.83,7,0,41.51,0,0,0,6.67,0,13.83,0,0,0

