Block,Time,JHAJJAR,KGSU3AND4,KUDGI,NLCIIST2,RIHAND3,TelanganaSTPP,AURY_CRF,BRBCL,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NJPC,NLCEXP,RAMPUR,RIHAND2,URI,AURY_GF,CHAMERA1,DADRT2,KKNP,NTPL,RIHAND1,SIMHST2,TANDA2,BSIUL,NLCIIST1,RAPPC,RSTPSU7,SASAN,TALST2,UNCHAHAR4,ANTA_GF,AURY_RF,DULHASTI,FSTPP I & II,MAPS,RAPPB,SINGRAULI,URI2,ANTA_CRF,ANTA_RF,CHAMERA2,KHSTPP-I,KOLDAM,SALAL,TALA,TANAKPUR,CHAMERA3,KKNPPU2,PARBATI3,SEWA2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_LF,DADRI_LF,KHSTPP-II,KOTESHWR,NAPP,NLCTS2EXP,NNTPP,RSTPSU1TO6,SIMHST1,DADRI_CRF,DADRI_GF,DADRI_RF
66,16:15-16:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.45,0,0,683.14,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.26,0,45.53,0,1.4,0,0,0,0,0,0,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

67,16:30-16:45,434.65,0,0,0,62.16,0,0,15,0,0,0,18.94,0,0,118.76,0.45,0,0,610.26,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.26,0,45.53,0,1.4,0,0,0,0,0,0,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

68,16:45-17:00,412.25,0,0,0,62.16,0,0,15,0,0,0,41.67,0,0,118.76,0.45,0,0,598.68,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,0,20.8,0,0,139.69,0,0,41.48,0,45.53,0,1.4,0,0,0,0,0,0,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

69,17:00-17:15,412.25,0,0,0,62.16,0,0,15,0,0,0,62.51,0,0,118.76,0.45,0,0,638.72,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,16.48,20.8,0,0,139.69,0,0,41.48,0,45.53,0,1.4,0,0,0,0,0,5.27,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,17.75,43.68,0,0,0,0,0,0,90.42

70,17:15-17:30,434.65,0,0,0,62.16,0,0,15,8.32,0,0,83.33,0,0,118.76,0.45,0,13.2,682.79,0,0,92,0,0,2.2,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,41.48,2.66,45.53,0,1.4,0,0,9.68,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,26.62,43.68,0,0,0,0,0,0,90.42

71,17:30-17:45,434.65,0,0,0,62.16,0,0,15,18.27,0,0,116.95,0,0,118.76,0.45,0,24.09,682.79,0,0,92,0,0,13.04,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,41.68,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

72,17:45-18:00,434.65,0,0,0,62.16,0,0,15,18.27,0,0,140.35,0,0,118.76,0.45,0,24.09,682.79,0,0,92,0,0,19.56,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,41.9,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

73,18:00-18:15,434.65,0,0,0,62.16,0,0,15,27.41,0,0,140.35,0,0,118.76,1.11,0,24.09,682.79,0,0,92,0,0,19.56,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,42,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

74,18:15-18:30,434.65,0,0,0,62.16,0,0,15,27.41,0,0,116.95,0,0,118.76,1.11,0,24.09,682.79,0,0,92,0,0,13.04,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,42.32,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

75,18:30-18:45,434.65,0,0,0,62.16,0,0,15,27.41,0,0,85.23,0,0,118.76,6.63,0,24.09,682.79,0,0,92,0,0,13.04,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,42.52,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

76,18:45-19:00,434.65,0,0,0,62.16,0,0,15,27.41,0,0,60.61,0,0,118.76,26.49,0,13.2,682.79,0,0,92,0,0,13.04,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,42.73,39.51,45.53,0,1.4,0,0,19.38,0,0,10.53,0.65,53.17,19.98,42.39,26.4,0,0,0,0,148.3,39.05,43.68,0,0,0,0,0,0,90.42

77,19:00-19:15,434.65,0,0,0,62.16,0,0,15,17.17,0,0,60.61,0,0,118.76,26.49,0,0,682.79,0,0,92,0,0,1.1,0,26.14,0,418.77,0,0,0,70.81,32.96,20.8,0,0,139.69,0,0,42.84,2,45.53,0,1.4,0,0,9.68,0,3.82,10.53,0.65,39.87,19.98,42.39,26.4,0,0,0,0,148.3,29.58,43.68,0,0,0,0,0,0,90.42

78,19:15-19:30,434.65,0,0,0,62.16,0,0,15,7.92,0,0,41.67,0,0,118.76,26.49,0,0,682.79,0,0,92,0,0,0,0,26.14,0,418.77,0,0,0,70.81,16.48,20.8,0,0,139.69,0,0,42.84,0,45.53,0,1.4,0,0,9.68,0,16.54,10.53,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,17.95,43.68,0,0,0,0,0,0,90.42

79,19:30-19:45,434.65,0,0,0,62.16,0,0,15,7.92,0,0,21.97,0,0,118.76,3.31,0,0,682.79,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,0,0,42.84,0,45.53,0,1.4,0,0,0,0,16.54,5.27,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

80,19:45-20:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,682.79,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.05,0,45.53,0,1.4,0,0,0,0,16.54,0,0.65,26.59,19.98,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

81,20:00-20:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,682.78,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.05,0,45.53,0,1.4,0,0,0,0,16.54,0,0.65,26.59,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

82,20:15-20:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.11,0,0,638.68,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.26,0,45.53,0,1.4,0,0,0,0,16.54,0,0.65,25.58,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

83,20:30-20:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,3.31,0,0,598.65,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.47,0,45.53,0,1.4,0,0,0,0,16.54,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

84,20:45-21:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,3.31,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.26,0,45.53,0,1.4,0,0,0,0,3.57,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

85,21:00-21:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.26,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

86,21:15-21:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,10.76,0,43.47,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

87,21:30-21:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,26.49,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.47,0,45.53,0,13.36,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

88,21:45-22:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,3.31,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.47,0,45.53,0,13.36,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

89,22:00-22:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.47,0,45.53,0,13.36,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

90,22:15-22:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,13.36,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

91,22:30-22:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

92,22:45-23:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,1.66,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

93,23:00-23:15,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.88,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

94,23:15-23:30,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,0.88,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,1.4,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

95,23:30-23:45,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,2.21,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,8.13,0,0,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

96,23:45-24:00,434.65,0,0,0,62.16,0,0,15,0,0,0,0,0,0,118.76,2.21,0,0,683.14,0,0,92,0,0,0,0,26.14,0,405,0,0,0,70.81,16.48,20.8,0,0,139.69,4.31,0,43.57,0,45.53,0,8.13,0,0.51,0,0,0,0,0.65,12.79,18.85,42.39,26.4,0,0,0,0,148.3,8.87,43.68,0,0,0,0,0,0,90.42

