Column1,Time,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/4651,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/9482,GNA/SR/2025/03/01/7500,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/5143,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/2563
76,18:45-19:00,0,15,0,9.66,0,9.67,0.36,0.42,1,0,1.77,0,0,0,0,28.99,12.41,9.67,0,15,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.59,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0,0,2.84,36.62

77,19:00-19:15,0,15,0,9.66,0,9.17,0,0.34,0,0,0,0,0,0,0,27.49,11,9.17,0,15,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.64,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0,0,3,36.62

78,19:15-19:30,0,15,0,9.66,0,8.83,0,0.29,0,0,0,0,0,0,0,26.51,9.6,8.83,0,15,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.64,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0,0,3,36.62

79,19:30-19:45,0,15,0,9.66,0,8.33,0,0,0,0,0,0,0,0,0,25.01,9,8.33,0,15,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.64,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0,0,3,36.62

80,19:45-20:00,0,15,0,9.66,0,7.83,0,0,0,0,0,0,0,0,0,23.51,8.2,7.83,0,15,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.64,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.33,100,50,0,0,0,3,36.62

81,20:00-20:15,0,20,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7.6,10,0,20,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.74,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.15,100,75,0,0,0,3,36.62

82,20:15-20:30,0,20,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,20,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.74,0,0,6.75,32,36.62,17.35,50,2.41,32,0,2.15,100,75,0,0,0,3,36.62

83,20:30-20:45,0,28.66,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,28.67,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.74,0,0,6.75,32,36.62,17.35,50,2.95,32,0,2.15,100,75,0,0,0,3,36.62

84,20:45-21:00,0,28.34,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,28.33,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.74,0,0,6.75,32,36.62,17.35,50,2.95,32,0,2.15,100,75,0,0,0,3,36.62

85,21:00-21:15,0,28,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,28,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.82,0,0,6.75,32,36.62,17.35,50,2.95,32,0,2.15,100,75,0,0,0,3,36.62

86,21:15-21:30,0,27.66,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,27.67,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.82,0,0,6.75,32,36.62,17.35,50,2.95,32,0,2.15,100,75,0,0,0,3,36.62

87,21:30-21:45,0,27.34,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,27.33,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.82,0,0,6.75,31.51,36.62,17.35,50,2.95,31.51,0,2.15,100,75,0,0,0,3.23,36.62

88,21:45-22:00,0,26,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,26,260.78,272.49,115.26,100.4,30.28,86.93,31.8,6.75,6.82,0,0,6.75,31.51,36.62,17.35,50,2.95,31.51,0,2.15,100,75,0,0,0,3.23,36.62

89,22:00-22:15,0,33.34,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,33.33,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,31.51,36.62,17.35,50,2.79,31.51,237.82,2.05,100,75,0,0,0,3.15,36.62

90,22:15-22:30,0,32.66,0,9.66,0,10,0,0,0,0,0,0,0,0,0,30,7,10,0,32.67,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,31.51,36.62,17.35,50,2.79,31.51,237.82,2.05,100,75,0,0,0,3.15,36.62

91,22:30-22:45,0,42.66,0,16.66,0,16.17,0,0,0,0,0,0,0,0,0,48.49,7,16.17,0,42.67,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,31.51,36.62,17.35,50,2.79,31.51,237.82,2.05,100,75,0,0,0,3.15,36.62

92,22:45-23:00,0,42.34,0,16.34,0,16,0,0,0,0,0,0,0,0,0,48,7,16,0,42.33,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,31.51,36.62,17.35,50,2.79,31.51,237.82,2.05,100,75,0,0,0,3.15,36.62

93,23:00-23:15,0,41.66,0,16,0,15.67,0,0,0,0,0,0,0,0,0,46.99,7,15.67,0,41.67,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,32,36.62,17.35,50,2.79,0,237.82,2.05,0,75,0,0,0,3.07,36.62

94,23:15-23:30,0,40.66,0,15.66,0,15.33,0,0,0,0,0,0,0,0,0,46.01,7,15.33,0,40.67,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,32,36.62,17.35,50,2.79,0,237.82,2.05,0,75,0,0,0,3.07,36.62

95,23:30-23:45,0,39.34,0,15.34,0,15,0,0,0,0,0,0,0,0,0,45,7,15,0,39.33,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,32,36.62,17.35,50,2.79,0,237.82,2.05,0,75,0,0,0,3.07,36.62

96,23:45-24:00,0,38,0,15,0,14.5,0,0,0,0,0,0,0,0,0,43.5,7,14.5,0,38,260.78,272.49,115.26,100.4,29.27,86.93,31.8,6.75,6.82,0,79.27,6.75,32,36.62,17.35,50,2.79,0,237.82,2.05,0,75,0,0,0,3.07,36.62

