Column1,Time,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/16/2350,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/8106,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/16/4393,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9582,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10
86,21:15-21:30,192.8,0,2.87,66.13,214.01,31.29,0,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.16,12.42,0,37.24,3.3,7,0,13.72,0,0,6,13.72,0,0,0,0,6.59,0,0

87,21:30-21:45,192.8,0,2.87,66.13,214.01,30.78,0,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.16,12.42,0,37.24,3.3,7,0,22,0,0,10,22,0,0,0,0,6.59,0,0

88,21:45-22:00,192.8,0,2.87,66.13,214.01,30.78,0,272.57,6.58,0,0,19.75,0,12.42,0,37.24,0,0,37.24,0,2.95,0,86.95,5.16,12.42,0,37.24,3.3,7,0,23.33,0,0,10.66,23.33,0,0,0,0,6.59,0,0

89,22:00-22:15,192.8,30.57,2.78,66.13,214.01,30.78,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,3.07,7,0,14,0,0,11.34,14,0,0,0,0,7.5,0,0

90,22:15-22:30,192.8,30.57,2.78,66.13,214.01,30.28,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,3.07,7,0,14,0,0,12,14,0,0,0,0,7.5,0,0

91,22:30-22:45,192.8,30.57,2.78,70.29,214.01,30.28,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,12,14,0,0,0,0,7.5,0,0

92,22:45-23:00,192.8,30.57,2.78,70.29,214.01,29.27,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,12,14,0,0,0,0,7.5,0,0

93,23:00-23:15,192.8,30.57,2.78,70.29,214.01,29.27,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,12,14,0,0,0,0,7.5,0,0

94,23:15-23:30,192.8,30.57,2.78,70.29,214.01,29.27,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,11.66,14,0,0,0,0,7.5,0,0

95,23:30-23:45,192.8,30.57,2.78,70.29,214.01,29.27,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,11.34,14,0,0,0,0,7.5,0,0

96,23:45-24:00,192.8,30.57,2.78,70.29,214.01,29.27,0,272.57,7.5,0,0,22.5,0,12.42,0,37.24,91.71,0,37.24,0,2.8,0,86.95,5.06,12.42,0,37.24,2.91,7,0,14,0,0,11,14,0,0,0,0,7.5,0,0

