Time,Block,NR/2023/12225/D,NR/2023/10236/A,NR/2023/12245/C,NR/2023/11342/A,NR/2023/11956/F,NR/2023/11961/F,NR/2023/11947/F,NR/2023/11952/F,NR/2023/11941/F,NR/2023/10613/A,NR/2023/12240/C,NR/2023/11955/F,NR/2023/11960/F,NR/2023/12234/C,NR/2023/11963/F,NR/2023/11959/F,NR/2023/11958/F,NR/2023/11962/F,NR/2023/11862/F,NR/2023/10229/A,NR/2023/11957/F,NR/2023/11476/A,NR/2023/12241/C,NR/2023/10487/A,NR/2023/12227/D,NR/2023/10344/A,NR/2023/12235/C,NR/2023/12229/D,NR/2023/12228/D,Total
80,19:45-20:00,0,214.830000,0.000000,115.980000,0.350000,0.690000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.660000,0.000000,0.420000,0.660000,0.560000,0.420000,2.900000,42.970000,0.710000,48.320000,12.830000,41.560000,193.300000,12.250000,0.000000,0,0,824.36

81,20:00-20:15,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.830000,41.560000,193.300000,12.250000,0.000000,0,0,824.36

82,20:15-20:30,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.830000,41.560000,193.300000,12.250000,0.000000,0,0,824.36

83,20:30-20:45,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.830000,41.560000,193.300000,12.250000,0.000000,0,0,824.36

84,20:45-21:00,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.830000,41.560000,193.300000,12.250000,0.000000,0,0,824.36

85,21:00-21:15,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,134.150000,12.250000,0.000000,0,0,765.3

86,21:15-21:30,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,134.150000,12.250000,0.000000,0,0,765.3

87,21:30-21:45,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,698.23

88,21:45-22:00,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,0.000000,28.530000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,698.23

89,22:00-22:15,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,708.85

90,22:15-22:30,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,708.85

91,22:30-22:45,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,708.85

92,22:45-23:00,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,12.920000,41.560000,67.080000,12.250000,0.000000,0,0,708.85

93,23:00-23:15,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,13.010000,41.560000,67.080000,12.250000,0.000000,0,0,708.94

94,23:15-23:30,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,13.010000,41.560000,67.080000,12.250000,0.000000,0,0,708.94

95,23:30-23:45,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,13.010000,41.560000,67.080000,12.250000,0.000000,0,0,708.94

96,23:45-24:00,0,214.830000,0.000000,115.980000,0.370000,0.700000,6.770000,36.470000,62.820000,12.660000,26.490000,0.360000,0.640000,0.000000,0.420000,0.640000,0.560000,0.420000,2.900000,42.970000,0.720000,48.320000,13.010000,41.560000,67.080000,12.250000,0.000000,0,0,708.94

