Block,Time Block,NLCIIST1,NLCIIST2,NLCTS2EXP,NLCEXP,KHSTPP-I,KGSU1AND2,KGSU3AND4,MAPS,NJPC,KUDGI,NAPP,JHAJJAR,FSTPP I & II,DULHASTI,DHAULIGNGA,DADRT2,KOTESHWR,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,KHSTPP-II,CHAMERA3,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,BRBCL,CHAMERA1,BSIUL,CHAMERA2,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,RSTPSU1TO6,RSTPSU7,RIHAND3,TALA,SASAN,RIHAND2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TEHRI,TANDA2,NNTPP,RIHAND1,RAMPUR,RAPPC,RAPPB,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,25.71,0,0,0,0,0,42.32,249.02,13.28,0,0,361.64,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,26.82,0,91.44,0.49,28.72,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,25.71,0,0,0,0,0,42.32,249.02,13.28,0,0,430.7,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,13.42,0,91.44,0.49,43.09,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,25.71,0,0,0,0,0,42.32,249.02,13.28,0,0,432,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,13.42,0,91.44,0.49,43.09,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,25.71,0,0,0,0,0,42.32,249.02,13.28,0,0,432,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,91.95,0,0.6,0,0,1.35,0,91.44,0.49,43.09,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,25.71,0,0,0,0,0,42.32,249.02,13.28,0,0,432,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,16.55,0,0,27.09,0,1.07,0,6.55,0,0,0,0,0,0,59.79,0,173.12,114.22,0,0.6,0,0,1.35,0,91.44,0.49,43.09,0,0,60.91,0,51.38,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,25.71,0,0,0,21.86,0,42.32,249.02,16.05,15.85,0,377.8,8.53,0,0,0,0,114.62,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,20.5,0,0,32.72,0,1.07,0,7.94,0,0,0,0,0,0,59.79,0,177.63,114.22,0,0.6,0,0,1.35,0,100.17,0.49,43.09,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,32.02,0,0,0,43.72,0,42.32,249.02,19.02,15.85,0,360.68,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,20.5,0,0,32.72,0,1.07,0,7.94,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0.49,43.09,0,0,80.6,0,51.38,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,32.02,0,0,0,65.59,0,42.32,311.32,20.01,31.7,7.62,470.47,17.07,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0.49,43.09,0,0,84.45,0,51.38,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,32.02,0,0,0,87.44,0,42.32,370.95,20.01,47.54,15.49,456.86,25.6,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,12.73,2.12,3.6,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0.49,43.09,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,32.02,0,0,0,112.48,0,42.32,403.23,20.01,47.54,26.36,527.48,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,23.17,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,32.02,0,0,0,112.48,0,42.32,418.05,20.01,47.54,26.36,527.48,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,23.17,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,32.02,0,0,0,112.48,0,42.32,418.05,20.01,47.54,26.36,582.71,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,23.17,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,32.02,0,0,0,112.48,0,42.32,418.05,20.01,47.54,26.36,651.69,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,12.73,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,32.02,0,0,0,112.48,0,42.32,418.05,20.01,47.54,15.24,656.71,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,0,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,32.02,0,0,0,89.99,0,42.32,418.05,20.01,47.54,8.76,656.71,37.56,0,0,0,0,142.63,18.64,0,0,0,0,0,0,0,19.24,0,12.54,38,4.15,25.39,0,0,40.77,0,1.07,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,15.21,100.17,0.49,57.44,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,32.02,0,0,0,65.59,0,42.32,418.05,20.01,31.7,0,656.71,37.56,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,2.12,2.56,4.15,25.39,0,0,40.77,0,3.18,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,41.87,0,0,88.49,0,51.38,0,0,3.67,0,0,0,0,0

78,19:15-19:30,0,0,0,0,32.02,0,0,0,43.72,0,42.32,418.05,20.01,15.85,0,656.71,37.56,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,3.18,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,41.26,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

79,19:30-19:45,0,0,0,0,32.02,0,0,0,21.86,0,42.32,418.05,20.01,15.85,0,656.71,37.56,0,0,0,0,142.63,9.31,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,8.49,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,41.26,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

80,19:45-20:00,0,0,0,0,32.02,0,0,0,0,0,42.32,418.05,20.01,15.85,0,657.04,37.56,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,41.26,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

81,20:00-20:15,0,0,0,0,32.02,0,0,0,0,0,42.32,418.05,20.01,15.85,0,599.7,37.56,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

82,20:15-20:30,0,0,0,0,32.02,0,0,0,0,0,42.32,418.05,20.01,15.85,0,571.46,37.56,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

83,20:30-20:45,0,0,0,0,32.02,0,0,0,0,0,42.32,370.95,20.01,15.85,0,547.42,18.97,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,15.91,0,0,0,0,0

84,20:45-21:00,0,0,0,0,32.02,0,0,0,0,0,42.32,311.32,20.01,15.85,0,499.33,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,10.35,25.39,0,0,40.77,0,25.48,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,3.43,0,0,0,0,0

85,21:00-21:15,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,384.72,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,6.38,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,351.2,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,5.31,0,9.89,0,0,0,0,0,0,59.79,0,178.53,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,341.58,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,5.31,0,9.89,0,0,0,0,0,0,59.79,0,185.74,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,355.06,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,25.39,0,0,40.77,0,5.31,0,9.89,0,0,0,0,0,0,59.79,0,196.56,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,355.06,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,212.8,114.22,0,0.6,0,0,1.35,0,100.17,0,28.72,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,20.01,15.85,0,355.06,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,229.03,114.22,0,0.6,0,0,1.35,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,17.24,15.85,0,355.06,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,245.27,114.22,0,0.6,0,0,1.35,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,17.24,15.85,0,355.06,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,256.09,114.22,0,0.6,0,0,13.42,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,32.02,0,0,0,0,0,42.32,251.68,17.24,0,0,298.4,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,272.32,114.22,0,0.6,0,0,26.82,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,32.02,0,0,0,0,0,42.32,238.79,17.24,0,0,284.69,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.45,0,0,35.14,0,3.18,0,8.49,0,0,0,0,0,0,59.79,0,288.56,114.22,0,0.6,0,0,26.82,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,32.02,0,0,0,0,0,42.32,232.05,17.24,0,0,284.69,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,21.13,0,0,30.9,0,3.18,0,7.52,0,0,0,0,0,0,59.79,0,299.38,114.22,0,0.6,0,0,13.42,0,100.17,0,13.75,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,32.02,0,0,0,0,0,42.32,232.05,17.24,0,0,284.69,8.53,0,0,0,0,142.63,0,0,0,0,0,0,0,0,19.24,0,0,0,4.15,18.9,0,0,30.56,0,3.18,0,7.43,0,0,0,0,0,0,59.79,0,310.2,114.22,0,0.6,0,0,13.42,0,100.17,0,0,0,0,88.49,0,51.38,0,0,0,0,0,0,0,0

