Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/9042,WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5474,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/4503,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31
81,20:00-20:15,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,86.96,17.35,0,0,0,0,1.4,34.71,8.68,8.4,6.66,12.98,0,12.98,6.66,0,272.6,66.14,0,200,1.95,28.27,85.71,0,3.04,8.68,2.15,34.71,50,261.75,0

82,20:15-20:30,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,86.96,17.35,0,0,0,0,1.4,34.71,8.68,8.4,6.66,12.98,0,12.98,6.66,0,272.6,66.14,0,200,1.95,28.27,85.71,0,3.04,8.68,2.15,34.71,50,261.75,0

83,20:30-20:45,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,68,17.35,0,0,0,0,1.4,34.71,8.68,8,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.27,85.71,0,3.04,8.68,2.15,34.71,50,261.75,0

84,20:45-21:00,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,68,17.35,0,0,0,0,1.4,34.71,8.68,8.2,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.27,85.71,0,3.04,8.68,2.15,34.71,50,261.75,0

85,21:00-21:15,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,68,17.35,0,0,0,0,1.4,34.71,8.68,8.4,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,29.27,53.03,0,3.04,8.68,2.07,34.71,50,261.75,0

86,21:15-21:30,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,68,17.35,0,0,0,0,1.4,34.71,8.68,8.6,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,29.27,48.2,0,3.04,8.68,2.07,34.71,50,215.52,0

87,21:30-21:45,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,62.3,17.35,0,0,0,0,1.4,34.71,8.68,9,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.76,43.53,0,3.04,8.68,1.92,34.71,50,215.52,0

88,21:45-22:00,0,0,0,0,0,6.67,0,0,0,20,0,0,34.71,57.56,17.35,0,0,0,0,1.4,34.71,8.68,9,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.26,43.53,0,3.04,8.68,1.92,34.71,50,215.52,0

89,22:00-22:15,0,0,0,0,0,6.67,0,0,0,20,0,63.42,28.92,68,17.35,0,0,0,0,1.4,28.92,8.68,9.4,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.26,67.49,190.26,3.04,8.68,1.84,28.92,50,205.88,0

90,22:15-22:30,0,0,0,0,0,6.67,0,0,0,20,0,63.42,28.92,68,17.35,0,0,0,0,1.4,28.92,8.68,9.6,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.26,62.67,190.26,3.04,8.68,1.84,28.92,50,205.88,0

91,22:30-22:45,0,0,0,0,0,6.67,0,0,0,20,0,63.42,28.92,68,17.35,0,0,0,0,1.4,28.92,8.68,9.6,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,29.27,53.03,190.26,3.04,8.68,1.84,28.92,50,205.88,0

92,22:45-23:00,0,0,0,0,0,6.67,0,0,0,20,0,63.42,28.92,68,17.35,0,0,0,0,1.4,28.92,8.68,10,6.66,12.98,0,12.98,6.66,0,272.6,70.29,0,200,1.95,28.77,43.53,190.26,3.04,8.68,1.84,28.92,50,205.88,0

93,23:00-23:15,0,0,0,0,0,6.67,0,0,0,20,0,63.42,26.03,68,17.35,0,0,0,0,1.4,26.03,8.68,10,6.66,12.98,0,12.98,6.66,0,231.38,70.29,0,200,1.95,28.77,43.53,190.26,2.94,8.68,1.84,26.03,50,205.88,0

94,23:15-23:30,0,0,0,0,0,6.67,0,0,0,20,0,63.42,26.03,57.56,17.35,0,0,0,0,1.4,26.03,8.68,10.2,6.66,12.98,0,12.98,6.66,0,231.38,70.29,0,200,1.95,28.77,43.53,190.26,2.94,8.68,1.84,26.03,50,205.88,0

95,23:30-23:45,0,0,0,0,0,6.67,0,0,0,20,0,63.42,26.03,57.56,17.35,0,0,0,0,1.4,26.03,8.68,15.14,6.66,12.98,0,12.98,6.66,0,231.38,70.29,0,200,1.95,28.77,43.53,190.26,2.94,8.68,1.84,26.03,50,205.88,0

96,23:45-24:00,0,0,0,0,0,6.67,0,0,0,20,0,63.42,26.03,57.56,17.35,0,0,0,0,1.4,26.03,8.68,14.14,6.66,12.98,0,12.98,6.66,0,212.1,70.29,0,200,1.95,28.77,43.53,190.26,2.94,8.68,1.84,26.03,50,205.88,0

