Block,Time Block,BSIUL,CHAMERA2,BRBCL,CHAMERA1,CHAMERA3,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,SALAL,SEWA2,SASAN,RSTPSU1TO6,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALST2,TALA,TEHRI,TANDA2,TANAKPUR,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,AURY_GF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_RF,DADRI_CRF,AURY_LF,DADRI_LF,DADRI_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,19.23,0,0,0,11.09,315.55,0,229.88,0,0,22.66,0,114.43,0,8.53,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,367.81,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,5.77,14.28,22.45,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,19.23,0,0,0,11.09,315.55,0,229.88,0,0,26.07,0,114.43,0,8.53,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,5.77,14.28,22.45,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,19.23,0,0,0,12.9,315.55,0,237.69,0,0,31.52,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,6.39,17.79,28.08,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,19.23,0,0,0,13.86,315.55,0,285.77,0,0,31.52,0,142.61,0,17.07,0,0,0,0,42.68,0,0,22.49,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,5.77,14.28,22.45,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,19.23,0,0,0,20,403.3,0,343.46,0,0,31.52,0,142.61,0,25.6,0,0,0,0,42.68,0,0,40.97,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,8.52,14.44,26.16,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,19.23,0,0,0,20,491.68,0,417.96,0,0,31.52,0,142.61,0,25.6,0,0,0,0,42.68,0,0,44.71,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,1.97,0,9.87,21.6,39.28,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,19.23,0,0,7.62,20,534.27,0,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,67.48,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0,0,9.89,25.38,40.76,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,2.12,3.6,19.23,12.73,1.84,16.89,20,622.48,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,89.97,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0,0,9.89,25.39,40.76,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,12.54,25.33,19.23,23.16,18.64,26.36,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,112.46,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,7.6,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,12.54,25.33,19.23,23.16,18.64,26.36,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,112.46,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,7.6,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,12.54,25.33,19.23,23.16,18.64,26.36,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,112.46,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,7.6,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,12.54,25.33,19.23,12.73,18.64,26.36,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,112.46,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,7.6,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,12.54,25.33,19.23,0,18.64,17.13,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,112.46,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,7.6,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,12.54,25.33,19.23,0,18.64,8.76,20,656.91,31.69,417.96,0,0,30.93,0,142.61,0,37.55,0,0,0,0,42.68,0,0,89.97,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,2.12,1.92,19.23,0,1.22,0,20,656.91,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,67.48,0,0,0,0,0,3.67,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,1.07,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,19.23,0,0,0,20,656.91,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,39.06,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,58.65,0,0,0,9.89,25.39,40.76,3.18,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,19.23,0,0,0,20,656.91,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,18.21,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,19.23,0,0,0,20,656.91,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,0,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,19.23,0,0,0,20,530.51,15.85,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,0,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,8.93,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,19.23,0,0,0,20,470.22,0,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,0,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,40.22,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,19.23,0,0,0,20,458.62,0,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,0,0,0,0,0,0,15.9,119.56,0,114.2,88.47,51.13,40.22,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,19.23,0,0,0,20,391.71,0,417.96,0,0,30.93,0,142.61,0,25.6,0,0,0,0,42.68,0,0,0,0,0,0,0,0,3.43,119.56,0,114.2,88.47,51.13,40.22,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,9.89,25.39,40.76,25.47,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,19.23,0,0,0,20,341.51,0,364.05,0,0,30.93,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,26.82,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,6.96,19.34,27.67,10.62,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,19.23,0,0,0,20,314.59,0,306.36,0,0,30.93,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,26.82,0,356.99,0,0,0,0.35,0,100.15,0,0,43.98,0,0.24,0,6.58,16.89,27.04,10.62,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,19.23,0,0,0,20,314.59,0,250.32,0,0,30.93,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,26.82,0,356.99,0,0,0,0.35,0,100.15,0,0,14.66,0,0.24,0,7.94,20.4,27.04,14.86,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,19.23,0,0,0,17.81,321.42,0,230.7,0,0,30.93,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,4.47,0,356.99,0,0,0,0.35,0,100.15,0,0,14.66,0,0.24,0,6.88,17.79,22.45,14.86,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,19.23,0,0,0,15.78,360.74,0,230.7,0,0,30.93,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,14.66,0,0.24,0,5.96,14.28,22.45,14.86,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,19.23,0,0,0,15.04,360.74,0,230.7,0,0,23.86,0,142.61,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0.24,0,5.77,14.28,22.45,10.62,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,19.23,0,0,0,15.04,360.74,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0.24,0,5.77,14.28,22.45,10.62,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,19.23,0,0,0,15.04,360.74,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0.24,0,5.77,14.28,22.45,10.62,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,19.23,0,0,0,14.92,314.59,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0.24,0,5.77,14.28,22.45,3.18,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,19.23,0,0,0,14.92,314.59,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0.24,0,5.77,14.28,22.45,3.18,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,19.23,0,0,0,14.92,314.59,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0,0,5.77,14.28,22.45,2.13,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,17.76,0,0,0,14.92,314.59,0,230.7,0,0,23.86,0,122.91,0,17.07,0,0,0,0,42.68,0,0,0,0,0,0,0,0,0,119.56,0,114.2,88.47,51.13,1.35,0,356.99,0,0,0,0.35,0,100.15,0,0,0,0,0,0,5.77,14.28,22.45,2.13,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

