Column1,Time,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/jitpl,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16
80,19:45-20:00,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,6.06,15.08,0,28.77,0,21.5632,80.75,0,273.96,40.69,32,25,25.34,0,25,0,0,0,75,0,0,0,0,0,0,0,0,44.02,0,0

81,20:00-20:15,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.87,15.08,0,28.77,0,32,80.75,0,273.96,40.69,32,25,25.34,0,25,0,0,0,75,0,0,0,0,0,0,0,0,39.02,0,0

82,20:15-20:30,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.87,15.08,0,28.77,0,32,80.75,0,273.96,40.69,32,25,25.34,0,25,0,0,0,75,0,0,0,0,0,0,0,0,39.02,0,0

83,20:30-20:45,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.87,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,25,25.34,0,25,0,0,0,75,0,0,0,0,0,0,0,0,41.22,0,0

84,20:45-21:00,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.87,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,25,25.34,0,25,0,0,0,75,0,0,0,0,0,0,0,0,39.42,0,0

85,21:00-21:15,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.77,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,25,20,0,25,0,0,0,75,0,0,0,0,0,0,0,0,37.42,0,0

86,21:15-21:30,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.77,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,25,20,0,25,0,0,0,75,0,0,0,0,0,0,0,0,35.41,0,0

87,21:30-21:45,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.77,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,21.66,20,0,21.67,0,0,0,65,0,0,0,0,0,0,0,0,43.22,0,0

88,21:45-22:00,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.77,15.08,0,28.26,0,32,80.75,0,273.96,40.69,32,21.66,20,0,21.67,0,0,0,65,0,0,0,0,0,0,0,0,41.62,0,0

89,22:00-22:15,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.69,14.8,0,28.26,0,32,80.75,0,273.96,40.69,32,21.66,20,0,21.67,0,0,0,65,0,0,0,0,0,0,0,0,40.62,0,0

90,22:15-22:30,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.69,14.8,0,28.26,0,32,80.75,0,273.96,40.69,32,21.66,20,0,21.67,0,0,0,65,0,0,0,0,0,0,0,0,40.22,0,0

91,22:30-22:45,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.69,14.8,0,29.27,0,18.5536,80.75,0,273.96,40.69,32,22.5,20,0,22.5,0,0,0,67.5,0,0,0,0,0,0,0,0,39.02,0,0

92,22:45-23:00,0,116.16,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.69,14.8,0,29.27,0,18.5536,80.75,0,273.96,40.69,32,23,20,0,23,0,0,0,69,0,0,0,0,0,0,0,0,38.62,0,0

93,23:00-23:15,0,66.44,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.59,14.8,0,29.27,0,25.9614,80.75,0,273.96,40.69,32,23.34,20,0,23.33,0,0,0,70,0,0,0,0,0,0,0,0,38.02,0,0

94,23:15-23:30,0,66.44,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.59,14.8,0,29.27,0,25.9614,80.75,0,273.96,40.69,32,23.34,20,0,23.33,0,0,0,70,0,0,0,0,0,0,0,0,37.62,0,0

95,23:30-23:45,0,90.53,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.59,14.8,0,28.76,0,25.9614,80.75,0,273.96,40.69,32,23.34,16.66,0,23.33,0,0,0,70,0,0,0,0,0,0,0,0,36.62,0,0

96,23:45-24:00,0,82,75.57,0,82.36,263.06,0,17.44,0,12.48,0,82.36,24.77,20.35,5.59,14.8,0,28.76,0,25.9614,80.75,0,273.96,40.69,32,23.34,16.66,0,23.33,0,0,0,70,0,0,0,0,0,0,0,0,35.61,0,0

