Block,Time,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15
86,21:15-21:30,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.880000,27.96,0,0,119.820000,8.57,25.08,168.140000,9.31,0.000000,0,9.89,0,0,85.900000,0,25.08,0,4.000000,9.32,0

87,21:30-21:45,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.880000,28.39,0,0,119.820000,10.26,38.45,168.140000,9.47,0.000000,0,10.19,0,0,85.900000,0,38.45,0,4.000000,9.46,0

88,21:45-22:00,0.000000,0.000000,0.000000,30.880000,3.770000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.880000,29.27,0,0,119.820000,10.72,38.25,168.140000,9.75,0.000000,0,10.36,0,0,85.900000,0,38.25,0,4.000000,9.76,0

89,22:00-22:15,0.000000,0.000000,0.000000,30.880000,3.610000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,30.22,0,0,119.820000,11.33,37.39,168.140000,10.08,0.000000,0,10.49,0,0,85.900000,0,37.39,0,4.000000,10.07,0

90,22:15-22:30,0.000000,0.000000,0.000000,30.880000,3.610000,30.920000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,31.13,0,0,119.820000,12.23,35.79,168.140000,10.37,0.000000,0,10.06,0,0,85.900000,0,35.79,0,4.000000,10.38,0

91,22:30-22:45,0.000000,0.000000,0.000000,30.880000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,41.7,0,0,119.820000,12.53,38.42,168.140000,13.89,0.000000,0,10.99,0,0,85.900000,0,38.42,0,4.000000,13.9,0

92,22:45-23:00,0.000000,0.000000,0.000000,30.880000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,43.11,0,0,119.820000,12.67,38.75,168.140000,14.37,0.000000,0,11.44,0,0,85.900000,0,38.75,0,4.000000,14.37,0

93,23:00-23:15,0.000000,0.000000,0.000000,29.920000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,49.13,0,0,119.820000,13.86,38.99,168.140000,16.36,0.000000,0,11.96,0,0,85.900000,0,38.99,0,3.950000,16.38,0

94,23:15-23:30,0.000000,0.000000,0.000000,29.920000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,50.7,0,0,119.820000,14.64,39.59,168.140000,16.89,0.000000,0,11.96,0,0,85.900000,0,39.59,0,3.950000,16.9,0

95,23:30-23:45,0.000000,0.000000,0.000000,29.920000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,52.73,0,0,119.820000,15.06,39.41,168.140000,17.57,0.000000,0,11.96,0,0,85.900000,0,39.41,0,3.950000,17.58,0

96,23:45-24:00,0.000000,0.000000,0.000000,29.920000,3.610000,0.000000,71.510000,30.920000,0,0,0,0,271.770000,3.810000,54.68,0,0,119.820000,14.78,39.75,168.140000,18.22,0.000000,0,11.96,0,0,85.900000,0,39.75,0,3.950000,18.23,0

