Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/04/16/8132,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/16/6639,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/16/2341,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/16/1389,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/9334,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/7459,GNA/SR/2025/04/01/2597,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/6216,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/7960,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/16/4327,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19
61,15:00-15:15,33,36.67,83.34,83.33,38.33,33,14.59,95.48,72.25,14.69,46.92,19.27,27,4.05,14.69,52.98,2.89,4.58,7.74,28.9,5.52,7.68,14.69,63.75,272.37,2.89,2.89,30.78,9.63,0,33.04,9.63,9.04,0,9.63,1.93,43.78,27,48.16,10.43,72.25,20.61,40,80,220.83,80,182,78,39,44.17,33,36.67,86.09,109.99,108.81

62,15:15-15:30,33,36.67,83.34,83.33,38.33,33,14.59,95.48,72.25,13.93,46.92,19.27,27,4.05,13.93,52.98,2.89,4.58,7.74,28.9,5.52,7.68,13.93,63.75,272.37,2.89,2.89,30.78,9.63,0,33.04,9.63,9.04,0,9.63,1.93,43.78,27,48.16,10.43,72.25,20.41,38,77,208.33,77,172,73,37,41.67,33,36.67,81.25,109.99,100.23

63,15:30-15:45,33,36.67,83.34,83.33,38.33,33,14.59,95.48,72.25,13.04,46.92,19.27,27,4.05,13.04,100.36,2.89,4.58,7.74,28.9,5.52,7.68,13.04,64.18,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,9.04,0,9.63,1.93,43.78,27,48.16,10.43,72.25,23.01,36,72,191.67,70,161,69,34,38.33,33,36.67,76.5,109.99,91.66

64,15:45-16:00,33,36.67,83.34,83.33,38.33,33,14.59,112.19,72.25,12.25,46.92,19.27,27,4.05,12.25,100.36,2.89,4.58,7.74,28.9,5.52,7.68,12.25,64.18,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,9.04,0,9.63,1.93,43.78,27,48.16,10.43,72.25,22.01,32,63,179.17,65,151,64,31,35.83,33,36.67,71.31,109.99,82.41

65,16:00-16:15,33,36.67,83.34,83.33,38.33,33,14.59,112.19,72.25,11.11,46.92,19.27,27,4.05,11.11,100.36,2.89,4.58,7.74,28.9,5.52,8.29,11.11,74.68,272.37,2.89,2.89,30.79,9.63,0,33.04,9.63,9.5,50,9.63,1.93,43.78,27,48.16,10.43,72.25,13.01,27,53,162.5,59,137,58,29,32.5,33,36.67,64.86,109.99,75.1

66,16:15-16:30,33,36.67,83.34,83.33,38.33,33,14.59,112.19,72.25,10.14,46.92,19.27,27,4.05,10.14,100.36,2.89,4.58,7.74,28.9,5.52,8.29,10.14,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,9.5,50,9.63,1.93,43.78,27,48.16,10.43,72.25,12.21,23,47,146.02,53,123,52,25,29.2,33,36.67,57.99,109.99,62.07

67,16:30-16:45,33,36.67,83.34,83.33,38.33,33,14.59,112.19,72.25,9.11,46.92,19.27,27,4.05,9.11,100.36,2.89,4.58,7.74,28.9,5.52,8.29,9.11,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,9.5,50,9.63,1.93,43.78,27,48.16,10.43,72.25,12.01,20,40,124.2,47,91,39,23,24.84,33,36.67,50.93,109.99,54.6

68,16:45-17:00,33,36.67,83.34,83.33,38.33,33,14.59,112.19,72.25,7.59,46.92,19.27,27,4.05,7.59,100.36,2.89,4.58,7.74,28.9,5.52,8.29,7.59,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,9.5,50,9.63,1.93,43.78,27,48.16,10.43,72.25,12.01,17,33,102.37,41,77,33,21,20.48,33,36.67,43.63,109.99,45.81

69,17:00-17:15,32.47,36.67,83.34,83.33,37.67,33,14.59,112.19,72.25,5.91,46.92,19.27,27,4.05,5.91,100.36,2.89,4.86,7.74,28.9,5.52,8.83,5.91,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,10.23,50,9.63,1.93,43.78,27,48.16,8.87,72.25,12.01,14,29,85.07,33,67,28,16,17.02,28,36.67,37.1,109.99,37.45

70,17:15-17:30,23.57,36.67,83.34,83.33,37.33,24.36,14.59,112.19,72.25,4.57,46.92,19.27,27,4.05,4.57,100.36,2.89,4.86,7.74,28.9,5.52,8.83,4.57,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,10.23,50,9.63,1.93,43.78,27,48.16,7.63,72.25,12.01,11,22,67.77,27,53,22,12,13.55,10,36.67,30.78,109.99,29.46

71,17:30-17:45,15.57,36.67,83.34,83.33,36.67,16.32,14.59,112.19,72.25,3.53,46.92,19.27,27,4.05,3.53,100.36,2.89,4.86,7.74,28.9,5.52,8.83,3.53,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,10.23,50,9.63,1.93,43.78,27,48.16,9.2,72.25,12.01,8,17,50.46,18,35,15,9,10.09,5,36.67,24.47,109.99,21.45

72,17:45-18:00,9.34,36.67,83,83,36.33,9.65,14.59,112.19,72.25,2.47,46.92,19.27,27,4.05,2.47,100.36,2.89,4.86,7.74,28.9,5.52,8.83,2.47,74.68,272.37,2.89,2.89,31.29,9.63,0,33.04,9.63,10.23,50,9.63,1.93,43.78,27,48.16,10.43,72.25,12.01,5,10,33.16,13,18,7,7,6.63,1,36.67,18.45,109.99,14.42

73,18:00-18:15,0,34.67,81,81,33.67,0,14.59,130.33,72.25,1.58,46.92,19.27,27,4.05,1.58,100.36,2.89,4.86,7.74,28.9,6.99,9.22,1.58,80.92,272.37,2.89,2.89,31.29,9.63,0,41.53,9.63,11.25,50,9.63,1.93,43.78,27,48.16,10.43,72.25,11.41,3,6,26.49,8,7,3,5,5.3,0,34.67,13.13,103.99,8.8

74,18:15-18:30,0,34.83,78.66,78.67,31.33,0,14.59,130.33,72.25,0.88,46.92,19.27,27,4.05,0.88,100.36,2.89,4.86,7.74,28.9,6.99,9.22,0.88,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,11.25,50,9.63,1.93,43.78,27,48.16,10.43,72.25,9.8,2,3,19.82,5,4,1,3,3.97,0,34.83,8.78,104.51,4.74

75,18:30-18:45,0,34.67,79,79,38.33,0,14.59,130.33,72.25,0.06,46.92,19.27,27,4.05,0.06,100.36,2.89,4.86,7.74,28.9,6.99,9.22,0.06,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,11.25,50,9.63,1.93,43.78,27,48.16,10.43,72.25,20.81,1,2,13.16,2,1,0,1,2.63,0,34.67,3.69,103.99,1.85

76,18:45-19:00,0,35,77.34,77.33,36.67,0,14.59,130.33,72.25,0.02,46.77,19.27,27,4.05,0.02,100.36,2.89,4.86,7.74,28.9,6.99,9.22,0.02,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,11.25,50,9.63,1.93,43.78,27,48.16,10.43,72.25,20.41,0,0,6.48,1,0,0,1,1.3,0,35,1.49,105,0

77,19:00-19:15,0,34.5,76.66,76.67,36,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,7.76,9.6,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,12.26,50,9.63,1.93,43.78,32,48.16,10.43,72.25,17.61,0,0,3.65,0,0,0,0,0.73,0,34.5,0.6,103.5,0

78,19:15-19:30,0,34,76.34,76.33,35,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,7.76,9.6,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,12.26,50,9.63,1.93,43.78,32,48.16,10.43,72.25,17.21,0,0,0.01,0,0,0,0,0,0,34,0,102,0

79,19:30-19:45,0,33.5,75,75,34.33,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,12.26,50,9.63,1.93,43.78,32,48.16,10.43,72.25,16.81,0,0,0,0,0,0,0,0,0,33.5,0,100.5,0

80,19:45-20:00,0,32.83,73.34,73.33,33.67,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,12.26,50,9.63,1.93,43.78,32,48.16,10.43,72.25,16.21,0,0,0,0,0,0,0,0,0,32.83,0,98.51,0

81,20:00-20:15,0,30.83,72.66,72.67,32.67,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.48,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.19,50,9.63,1.93,43.78,32,48.16,10.43,72.25,15.41,0,0,0,0,0,0,0,0,0,30.83,0,92.51,0

82,20:15-20:30,0,29.17,72,72,32,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.48,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.19,50,9.63,1.93,43.78,32,48.16,10.43,72.25,15.01,0,0,0,0,0,0,0,0,0,29.17,0,87.49,0

83,20:30-20:45,0,28,71,71,30.67,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.19,50,9.63,1.93,43.78,32,48.16,10.43,72.25,12.81,0,0,0,0,0,0,0,0,0,28,0,84,0

84,20:45-21:00,0,26.67,69.66,69.67,29,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,7.76,9.99,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.19,50,9.63,1.93,43.78,32,48.16,10.43,72.25,12.61,0,0,0,0,0,0,0,0,0,26.67,0,79.99,0

85,21:00-21:15,0,26.33,69.66,69.67,27,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,8.39,9.68,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,13.21,0,0,0,0,0,0,0,0,0,26.33,0,79.01,0

86,21:15-21:30,0,25.83,69,69,25.33,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,8.39,9.68,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,13.61,0,0,0,0,0,0,0,0,0,25.83,0,77.51,0

87,21:30-21:45,0,26.17,69,69,23.33,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,8.39,9.68,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,14.21,0,0,0,0,0,0,0,0,0,26.17,0,78.49,0

88,21:45-22:00,0,26,67,67,22.33,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.81,7.74,28.9,8.39,9.68,0,80.92,272.37,2.89,2.89,30.78,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,14.81,0,0,0,0,0,0,0,0,0,26,0,78,0

89,22:00-22:15,0,27.17,75.08,75.09,21.67,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.39,9.45,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,14.61,0,0,0,0,0,0,0,0,0,27.17,0,81.49,0

90,22:15-22:30,0,26.83,74.8,74.8,21,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.39,9.45,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,14.41,0,0,0,0,0,0,0,0,0,26.83,0,80.51,0

91,22:30-22:45,0,26.67,73.7,73.69,20.67,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.39,10.14,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,17.01,0,0,0,0,0,0,0,0,0,26.67,0,79.99,0

92,22:45-23:00,0,26.33,72.44,72.45,20,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.39,10.14,0,80.92,272.37,2.89,2.89,30.78,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,16.61,0,0,0,0,0,0,0,0,0,26.33,0,79.01,0

93,23:00-23:15,0,26.5,72.94,72.94,23.81,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.16,10.14,0,80.92,272.37,2.89,2.89,31.29,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,19.01,0,0,0,0,0,0,0,0,0,26.5,0,79.5,0

94,23:15-23:30,0,26.83,73.61,73.62,23.82,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.16,10.14,0,80.92,272.37,2.89,2.89,30.79,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,18.61,0,0,0,0,0,0,0,0,0,26.83,0,80.51,0

95,23:30-23:45,0,27.17,73.95,73.96,23.94,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.16,10.14,0,80.92,272.37,2.89,2.89,30.79,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,18.01,0,0,0,0,0,0,0,0,0,27.17,0,81.49,0

96,23:45-24:00,0,27.5,74.16,74.17,24.15,0,14.59,130.33,72.25,0,46.77,19.27,32,4.05,0,100.36,2.89,4.67,7.74,28.9,8.16,10.14,0,80.92,272.37,2.89,2.89,30.79,9.63,0,57.78,9.63,13.64,50,9.63,1.93,43.78,32,48.16,10.43,72.25,17.61,0,0,0,0,0,0,0,0,0,27.5,0,82.5,0

