Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/03/9052,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/7119,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/4802,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/2171,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/9821,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10
77,19:00-19:15,0,0,12.47,48.4,145.18,15.53,30.79,0.05,79.17,96.79,24.2,24.74,273.67,0.05,62.08,0.05,0,262.78,0,21.78,48.4,2.42,32,0,7.08,115.68,0,0,100.84,44.01,2,6.67,0,6.34,6.66,0,20,10,1,0,0,0,0.85,1,0.17,10

78,19:15-19:30,0,0,12.47,48.4,145.18,15.53,30.79,0.01,79.17,96.79,24.2,24.74,273.67,0.01,62.08,0.01,0,262.78,0,21.78,48.4,2.42,32,0,7.08,115.68,0,0,100.84,44.01,1,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,1,0,10

79,19:30-19:45,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,7.08,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

80,19:45-20:00,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,7.08,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

81,20:00-20:15,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.79,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

82,20:15-20:30,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.79,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

83,20:30-20:45,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.79,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

84,20:45-21:00,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.79,115.68,0,0,100.84,44.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

85,21:00-21:15,0,0,12.47,48.4,145.18,15.53,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.51,115.68,0,0,100.84,42.21,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

86,21:15-21:30,0,0,12.47,48.4,145.18,15.53,30.79,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.51,115.68,0,0,100.84,42.01,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

87,21:30-21:45,0,0,12.47,48.4,145.18,15.53,30.79,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.51,115.68,0,0,100.84,41.81,0,6.67,0,6.34,6.66,0,20,10,0,0,0,0,0,0,0,10

88,21:45-22:00,0,0,12.47,48.4,145.18,15.53,30.79,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,32,32,6.51,115.68,0,0,100.84,41.61,0,6.67,0,6.34,6.66,0,20,11.67,0,0,0,0,0,0,0,11.67

89,22:00-22:15,0,0,12.47,48.4,145.18,12.29,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,40.81,0,6.67,0,6.34,6.66,0,20,13.33,0,0,0,0,0,0,0,13.33

90,22:15-22:30,0,0,12.47,48.4,145.18,12.29,31.29,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,40.21,0,6.67,0,6.34,6.66,0,20,15,0,0,0,0,0,0,0,15

91,22:30-22:45,0,0,12.47,48.4,145.18,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,39.61,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

92,22:45-23:00,0,0,12.47,48.4,145.18,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,39.21,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

93,23:00-23:15,0,0,12.47,48.4,0,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,38.81,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

94,23:15-23:30,0,0,12.47,48.4,0,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,30.5,30.5,6.33,115.68,0,0,100.84,38.41,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

95,23:30-23:45,0,0,12.47,48.4,0,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,0,0,6.33,115.68,0,0,100.84,38.61,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

96,23:45-24:00,0,0,12.47,48.4,0,12.29,31.28,0,79.17,96.79,24.2,24.74,273.67,0,62.08,0,0,262.78,0,21.78,48.4,2.42,0,0,6.33,115.68,0,0,100.84,39.01,0,6.67,0,6.34,6.66,0,20,16.67,0,0,0,0,0,0,0,16.67

