Time,Block,NR/2023/17545/C,NR/2023/17531/D,ER/2023/11230/C,ER/2023/11226/C,NR/2023/16077/A,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/2023/17538/C,NR/2023/16185/A,NR/2023/17555/C,NR/2023/17546/C,NR/2023/13383/A,NR/2023/13253/A,NR/2023/16191/A,NR/2023/13254/A,NR/2023/13150/A,NR/2023/13387/A,NR/2023/17544/C,NR/2023/17537/C,NR/2023/13148/A,NR/2023/16291/F,NR/2023/13168/A,NR/2023/13165/A,NR/2023/17554/C,NR/2023/13385/A,NR/2023/15770/A,NR/2023/16073/A,Total
85,21:00-21:15,0,0,0.000000,40.000000,0.000000,0.000000,0.000000,7.070000,38.660000,292.880000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1081.45

86,21:15-21:30,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,311.250000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1059.82

87,21:30-21:45,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,311.250000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1059.82

88,21:45-22:00,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.070000,38.660000,311.250000,6.820000,0.000000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1059.82

89,22:00-22:15,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,261.950000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1131.26

90,22:15-22:30,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,289.980000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1159.29

91,22:30-22:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1182.49

92,22:45-23:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,5.050000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1182.49

93,23:00-23:15,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,4.030000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1181.47

94,23:15-23:30,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,4.030000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1181.47

95,23:30-23:45,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,4.030000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1181.47

96,23:45-24:00,0,0,0.000000,0.000000,85.930000,0.000000,0.000000,4.030000,38.660000,313.180000,6.820000,36.830000,48.330000,42.050000,19.420000,63.020000,100.040000,0.000000,112.610000,36.470000,0.770000,32.860000,21.270000,125.660000,50.020000,43.500000,0.000000,1181.47

