Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/8106,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01
83,20:30-20:45,6.66,86.95,6.66,20,20,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,0,12.42,5.24,3.03,3.3,31.29,0,0,70.29,0,0,37.24,0,37.24,2.87,0,190.4,74.99

84,20:45-21:00,6.66,86.95,6.66,19,19,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,0,12.42,5.24,3.03,3.3,31.29,0,0,70.29,0,0,37.24,0,37.24,2.87,0,190.4,80.34

85,21:00-21:15,6.34,86.95,6.66,16,16,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,13.48,12.42,5.16,2.87,3.14,31.29,0,0,70.29,0,13.48,37.24,0,37.24,2.87,0,190.4,85.7

86,21:15-21:30,6.34,86.95,6.66,15,15,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,8.48,12.42,5.16,2.87,3.14,31.29,0,0,70.29,0,8.48,37.24,0,37.24,2.87,0,190.4,91.06

87,21:30-21:45,6.34,86.95,6.66,19.33,19.33,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,15.37,12.42,5.16,2.87,2.91,31.29,0,0,70.29,0,15.37,37.24,0,37.24,2.87,0,190.4,96.41

88,21:45-22:00,6.34,86.95,6.66,19,19,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,15.37,12.42,5.16,2.87,2.91,31.29,0,0,70.29,0,15.37,37.24,0,37.24,2.87,0,190.4,100.43

89,22:00-22:15,6.34,86.95,6.66,18.67,18.67,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,20.87,12.42,5.06,2.87,2.91,30.78,30.57,91.71,70.29,0,20.87,37.24,0,37.24,2.78,0,190.4,100.43

90,22:15-22:30,6.34,86.95,6.66,18.33,18.33,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,20.87,12.42,5.06,2.87,2.91,30.78,30.57,91.71,70.29,0,20.87,37.24,0,37.24,2.78,0,190.4,100.43

91,22:30-22:45,6.34,86.95,6.66,18,18,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,10.98,12.42,5.06,2.87,2.91,30.78,30.57,91.71,70.29,0,10.98,37.24,0,37.24,2.78,0,190.4,100.43

92,22:45-23:00,6.34,86.95,6.66,17.67,17.67,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,10.98,12.42,5.06,2.87,2.91,30.28,30.57,91.71,70.29,0,10.98,37.24,0,37.24,2.78,0,190.4,100.43

93,23:00-23:15,6.34,86.95,6.66,17,17,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,9.87,12.42,5.06,2.72,2.83,29.78,30.57,91.71,70.29,0,9.87,37.24,0,37.24,2.78,0,190.4,100.43

94,23:15-23:30,6.34,86.95,6.66,16.33,16.33,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,9.87,12.42,5.06,2.72,2.83,29.78,30.57,91.71,70.29,0,9.87,37.24,0,37.24,2.78,0,190.4,100.43

95,23:30-23:45,6.34,86.95,6.66,15.67,15.67,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,9.87,12.42,5.06,2.72,2.83,29.78,30.57,91.71,70.29,0,9.87,37.24,0,37.24,2.78,0,190.4,100.43

96,23:45-24:00,6.34,86.95,6.66,15.33,15.33,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,9.87,12.42,5.06,2.72,2.83,29.78,30.57,91.71,70.29,0,9.87,37.24,0,37.24,2.78,0,190.4,100.43

