Block,Time Block,KGSU3AND4,KGSU1AND2,KHSTPP-I,JHAJJAR,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,CHAMERA1,CHAMERA3,CHAMERA2,BRBCL,BSIUL,TALA,NTPL,NLCIIST1,NLCIIST2,NLCTS2EXP,NAPP,NJPC,NLCEXP,NNTPP,MAPS,RAPPB,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,KKNP,RSTPSU1TO6,SIMHST1,RAPPD,RSTPSU7,RIHAND3,SALAL,SEWA2,RAPPC,RIHAND2,RIHAND1,SASAN,KISHANGANGA,TALST2,KHSTPP-II,RAMPUR,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,ANTA_RF,AURY_LF,ANTA_GF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,AURY_CRF,AURY_RF,DADRI_LF,PARBATI3,PARBATI2,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,29.41,108.74,0,284.84,9.6,57.26,0,0,0,19.25,18.82,0,0,0,0,0,24.55,0,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,80.52,0,65.98,117.49,91.4,263.07,8.3,0,113.23,0,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,50.39,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,140.27,0.96,0,0,0,0,0

56,13:45-14:00,0,0,29.41,108.74,0,284.84,9.6,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,80.52,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,4.13,5.79,0,140.27,0.96,0,0,0,0,0

57,14:00-14:15,0,0,29.41,108.74,0,284.84,9.6,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,49.2,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,11.57,0,140.27,0.96,0,0,0,0,0

58,14:15-14:30,0,0,29.41,108.74,0,284.84,9.6,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,49.2,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

59,14:30-14:45,0,0,29.41,108.74,0,284.84,9.6,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

60,14:45-15:00,0,0,29.41,137.61,0,284.84,9.6,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

61,15:00-15:15,0,0,29.41,137.61,0,284.84,11.18,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,26.62,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,0,65.98,117.49,91.4,263.07,8.3,0,113.23,1.06,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

62,15:15-15:30,0,0,29.41,137.61,0,284.84,11.18,57.26,0,0,0,19.25,0,0,0,0,0,0,24.55,53.24,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,0,65.98,117.49,91.4,263.07,8.3,0,113.23,2.11,0,12.64,0,0.82,1.87,34.01,15.48,2.95,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

63,15:30-15:45,0,0,38.07,137.61,0,284.84,15.03,57.26,0,0,3.96,19.25,0,1.98,0,0,0,0,24.55,79.86,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,0,65.98,117.49,91.4,263.07,8.3,0,141.27,3.17,0,12.64,0,0.82,1.87,34.01,15.48,4.19,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

64,15:45-16:00,0,0,38.07,176.1,0,284.84,15.03,57.26,0,0,15.66,19.25,0,1.98,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,6.06,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,0,12.64,0,0.82,1.87,34.01,15.48,4.19,0,25.75,47.81,0,0,0,0,0,0,0,0,0,0,0,0,16.24,14.45,0,140.27,0.96,0,0,0,0,0

65,16:00-16:15,0,0,38.07,205.62,0,327.18,15.03,57.26,0,11.23,15.66,19.25,0,3.96,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,12.13,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,12.12,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,18.9,21.69,0,140.27,0.96,0,0,0,0,0

66,16:15-16:30,0,0,38.07,205.62,0,327.18,15.03,57.26,13.52,11.23,31.3,19.25,0,3.96,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,12.12,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,18.9,21.69,0,140.27,0.96,0,0,0,0,0

67,16:30-16:45,0,0,38.07,205.62,0,327.18,15.03,57.26,13.52,11.23,46.97,19.25,0,3.96,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,24.24,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,4.13,21.69,0,140.27,0.96,0,0,0,0,0

68,16:45-17:00,0,0,38.07,302.04,0,327.18,15.03,57.26,13.52,11.23,46.97,19.25,0,3.96,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,24.24,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,4.13,21.69,0,140.27,0.96,0,0,0,0,0

69,17:00-17:15,0,0,38.07,302.04,0,327.18,15.03,57.26,13.52,22.45,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,24.24,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,4.13,21.69,0,140.27,0.96,0,0,0,0,0

70,17:15-17:30,0,0,38.07,302.04,0,327.18,15.03,57.26,13.52,22.45,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,36.37,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,16.24,21.69,0,140.27,0.96,0,0,0,0,0

71,17:30-17:45,0,0,38.07,302.28,0,396.95,15.03,57.26,27.04,22.45,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,0,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,36.37,13.08,0,0.82,1.87,34.01,17.03,4.19,0,27.69,48.88,0,0,0,0,0,0,0,0,0,0,0,0,16.24,21.69,0,140.27,0.96,0,0,0,0,0

72,17:45-18:00,0,0,43.67,359.95,0,397.59,17.51,57.26,27.04,22.45,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,1.91,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,36.37,16.35,0,0.82,1.87,34.01,20.98,4.19,0,33.47,48.88,0,0,0,0,0,0,0,0,0,0,0,0,16.24,21.69,0,140.27,0.96,0,0,0,0,0

73,18:00-18:15,0,0,43.81,160.04,10.54,451.84,17.51,57.26,27.04,22.45,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,4.2,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,36.37,20.5,0,1.76,1.87,34.01,25.77,4.19,0,41.99,48.88,0,0,0,0,0,0,0,0,0,0,0,0,18.9,21.69,0,140.27,0.96,0,0,0,0,0

74,18:15-18:30,0,0,43.81,264.93,21.06,503.8,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,71.14,0,0,0,0,0,10.04,0,6.01,0,0,0,28.87,0,123.19,0,18.19,65.98,117.49,91.4,263.07,8.3,0,141.27,2.82,36.37,20.5,0,1.83,1.87,34.01,26.11,4.19,0,42.23,48.88,0,0,0,0,0,0,0,0,0,0,0,0,23.62,21.69,0,140.27,0.96,0,0,0,0,0

75,18:30-18:45,0,0,43.81,365.92,42.13,503.8,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.83,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.5,0,1.83,1.87,37.11,26.11,4.19,0,42.23,48.88,0,0,0,0,0,0,0,0,0,0,0,0,57.58,27.48,0,144.63,0.96,0,0,0,0,0

76,18:45-19:00,0,0,43.81,366.46,42.13,503.8,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,37.11,25.64,4.19,0,42.12,48.88,0,0,0,0,0,0,0,0,0,0,0,0,57.58,27.48,0,144.67,0.96,0,0,0,0,0

77,19:00-19:15,0,0,43.81,363.51,42.13,551.22,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,37.11,25.64,1.72,0,42.12,48.88,0,0,0,0,0,0,0,0,0,0,0,0,57.58,27.48,0,144.67,0.96,0,0,0,0,0

78,19:15-19:30,0,0,43.81,363.51,42.13,551.56,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,37.11,25.64,1.72,0,42.12,48.88,0,0,0,0,0,0,0,0,0,0,0,0,57.58,27.48,0,144.67,0.96,0,0,0,0,0

79,19:30-19:45,0,0,43.81,363.51,42.13,551.56,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,57.58,14.45,0,144.67,0.96,0,0,0,0,0

80,19:45-20:00,0,0,43.81,363.51,42.13,551.56,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,57.58,14.45,0,144.67,0.96,0,0,0,0,0

81,20:00-20:15,0,0,43.81,363.51,42.13,609.3,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,57.58,14.45,0,144.67,0.96,0,0,0,0,0

82,20:15-20:30,0,0,43.81,363.51,42.13,660.23,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,263.07,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,57.58,14.45,0,144.67,0.96,0,0,0,0,0

83,20:30-20:45,0,0,43.81,363.51,42.13,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,273.9,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,11.08,14.45,0,144.67,0.96,0,0,0,0,0

84,20:45-21:00,0,0,43.81,363.51,31.59,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,286.53,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,5.9,14.45,0,144.67,0.96,0,0,0,0,0

85,21:00-21:15,0,0,43.81,363.51,31.59,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,294.66,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0.74,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,5.9,14.45,0,144.67,0.96,0,0,0,0,0

86,21:15-21:30,0,0,43.81,363.51,31.59,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,300.06,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0.74,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,8.85,14.45,0,144.67,0.96,0,0,0,0,0

87,21:30-21:45,0,0,43.81,363.51,42.13,660.23,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,306.77,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,38.4,14.45,0,144.67,0.96,0,0,0,0,0

88,21:45-22:00,0,0,43.81,363.51,42.13,660.23,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,315.76,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.28,0,0,0,0,0,0,24.06,0,0,0,0,38.4,14.45,0,144.67,0.96,0,0,0,0,0

89,22:00-22:15,0,0,43.81,366.46,42.13,660.23,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,325.72,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,38.4,14.45,0,144.67,0.96,0,0,0,0,0

90,22:15-22:30,0,0,43.81,363.23,42.13,660.23,17.51,57.96,40.56,33.71,48.17,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,11.15,0,9.23,0,0,0,28.87,0,125.86,0,19.33,65.98,119.88,93.56,328.03,8.35,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,38.4,14.45,0,144.67,0.96,0,0,0,0,0

91,22:30-22:45,0,0,43.81,363.23,21.06,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,17.72,14.45,0,144.67,0.96,0,0,0,0,0

92,22:45-23:00,0,0,43.81,387.27,10.54,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,18.9,14.45,0,144.67,0.96,0,0,0,0,0

93,23:00-23:15,0,0,43.81,387.27,10.54,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,18.9,14.45,0,144.67,0.96,0,0,0,0,0

94,23:15-23:30,0,0,43.81,387.27,10.54,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,119.88,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,0,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,18.9,14.45,0,144.67,0.96,0,0,0,0,0

95,23:30-23:45,0,0,43.81,387.27,10.54,660.23,17.51,57.26,40.56,33.71,46.97,19.25,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,108.4,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,18.9,14.45,0,144.67,0.96,0,0,0,0,0

96,23:45-24:00,0,0,43.81,387.27,10.54,660.23,17.51,57.26,40.56,33.71,46.97,18.41,0,0,0,0,0,0,24.55,106.5,0,0,0,0,0,10.04,0,9.23,0,0,0,28.87,0,125.86,0,18.19,65.98,108.4,93.56,328.03,8.3,0,141.27,4.17,36.37,20.21,0,1.83,1.87,34.01,25.64,1.72,0,42.12,48.88,12.56,0,0,0,0,0,0,24.06,0,0,0,0,18.9,14.45,0,144.67,0.96,0,0,0,0,0

