Block,Time Block,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TANDA2,TelanganaSTPP,UNCHAHAR2,URI,TANAKPUR,MAPS,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,KOTESHWR,KOLDAM,NAPP,RIHAND3,SINGRAULI,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RSTPSU7,SINGRAULI_HYDRO,SALAL,SEWA2,SIMHST2,KGSU1AND2,KUDGI,DADRI_RF,DADRI_LF,DADRI_GF,KGSU3AND4,KHSTPP-I,BRBCL,CHAMERA2,CHAMERA3,BSIUL,CHAMERA1,ANTA_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,NLCEXP,RAPPB,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,NNTPP,NTPL,RAPPC,PARBATI3,TALA,TALST2,DHAULIGNGA,DADRT2,DULHASTI,JHAJJAR,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,14.91,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,313.51,0,232.73,17.5,0,0,0,0,0

64,15:45-16:00,14.96,14.91,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,361.6,0,288.51,17.5,0,0,0,0,0

65,16:00-16:15,14.96,17.55,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,8.93,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,435.65,0,269.28,17.5,0,0,0,0,0

66,16:15-16:30,29.94,17.55,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,468.35,0,278.89,17.5,0,0,0,0,0

67,16:30-16:45,44.9,17.55,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,570.29,0,253.89,17.5,0,0,0,0,0

68,16:45-17:00,59.86,17.55,0,0,4.27,25.38,0,0,20.38,1.07,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49,0,0,0,0,0,51.38,0,0,0,0,615.12,0,253.89,17.5,0,0,0,0,0

69,17:00-17:15,59.86,19.55,0,0,4.27,25.38,0,0,20.38,1.07,6.03,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.99,0,0,0,0,0,51.38,0,0,0,7.75,652.45,15.85,305.14,17.5,0,0,0,0,0

70,17:15-17:30,59.86,19.77,0,0,4.27,25.38,0,0,20.38,1.07,6.03,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,8.93,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,1.06,11.55,0,0,0,0,0,0,0,0,0,0,0,0,68.03,0,0,0,0,0,51.38,0,0,0,15.5,652.45,15.85,409.39,17.5,0,0,0,0,0

71,17:30-17:45,59.86,19.77,0,0,4.27,25.38,0,0,20.38,1.07,0.87,0,95.08,0,0,0,17.07,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,25.33,9.31,6.27,23.55,0,0,0,0,0,0,0,0,0,0,0,0,89.98,0,0,0,0,0,51.38,0,0,0,23.38,652.45,31.7,423.15,17.5,0,0,0,0,0

72,17:45-18:00,59.86,19.77,0,0,4.27,25.38,0,0,20.38,1.07,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,134.96,0,0,0,0,0,51.38,0,0,0,35.15,652.45,31.7,423.15,17.5,0,0,0,0,0

73,18:00-18:15,59.86,19.77,0,0,4.27,25.38,0,0,20.38,1.07,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,134.96,0,0,0,0,0,51.38,0,0,0,35.15,652.45,31.7,423.15,17.5,0,0,0,0,0

74,18:15-18:30,59.86,19.77,0,0,4.27,25.38,0,0,20.38,1.07,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,134.96,0,0,0,0,0,51.38,0,0,0,35.15,652.45,31.7,423.15,17.5,0,0,0,0,0

75,18:30-18:45,59.86,19.77,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,134.96,0,0,0,0,0,51.38,0,0,0,35.15,652.45,31.7,423.15,17.5,0,0,0,0,0

76,18:45-19:00,59.86,19.77,0,0,10.35,25.38,0,0,20.38,25.48,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,134.96,0,0,0,0,0,51.38,0,0,0,35.15,652.45,31.7,423.15,17.5,0,0,0,0,0

77,19:00-19:15,59.86,19.77,0,0,10.35,25.38,0,0,20.38,25.48,0.87,0,95.08,0,0,0,29.02,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,5.07,0,0,0,0,0,0,0,43.06,19.23,25.33,27.95,12.54,40.54,0,0,0,0,0,0,0,0,0,0,0,0,112.47,0,0,0,0,0,51.38,3.06,0,0,23.63,598.32,31.7,423.15,17.5,0,0,0,0,0

78,19:15-19:30,59.86,19.77,0,0,10.35,25.38,0,0,20.38,25.48,0.87,0,95.08,0,0,0,17.07,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,25.33,9.31,6.27,23.55,0,0,0,0,0,0,0,0,0,0,0,0,89.98,0,0,0,0,0,51.38,15.92,0,0,15.5,589.68,15.85,423.15,17.5,0,0,0,0,0

79,19:30-19:45,59.86,19.77,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,6.27,11.55,0,0,0,0,0,0,0,0,0,0,0,0,67.48,0,0,0,0,0,51.38,15.92,0,0,7.75,558.9,15.85,423.15,17.5,0,0,0,0,0

80,19:45-20:00,59.86,19.77,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,44.99,0,0,0,0,0,51.38,15.92,0,0,0,555.05,15.85,423.15,17.5,0,0,0,0,0

81,20:00-20:15,59.86,19.77,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49,0,0,0,0,0,51.38,15.92,0,0,0,563.71,15.85,471.23,17.5,0,0,0,0,0

82,20:15-20:30,59.86,19.77,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,15.92,0,0,0,567.56,15.85,471.23,17.5,0,0,0,0,0

83,20:30-20:45,59.86,17.55,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,15.92,0,0,0,564.67,15.85,420.26,10.95,0,0,0,0,0

84,20:45-21:00,44.9,17.55,0,0,4.27,25.38,0,0,20.38,3.18,0.87,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,1.84,0,0,0,556.02,15.85,420.26,10.95,0,0,0,0,0

85,21:00-21:15,44.9,17.55,0,0,4.27,25.38,0,0,20.38,3.18,2.84,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,548.32,15.85,376.99,10.95,0,0,0,0,0

86,21:15-21:30,44.9,17.55,0,0,4.27,21.88,0,0,17.57,3.18,2.84,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,546.4,15.85,321.21,10.95,0,0,0,0,0

87,21:30-21:45,29.94,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.84,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,547.36,15.85,311.59,10.95,0,0,0,0,0

88,21:45-22:00,29.94,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.84,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,550.25,15.85,311.59,10.95,0,0,0,0,0

89,22:00-22:15,29.94,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,546.4,15.85,253.89,10.95,0,0,0,0,0

90,22:15-22:30,29.94,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.46,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,1.35,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,539.67,15.85,253.89,10.95,0,0,0,0,0

91,22:30-22:45,29.94,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.46,0,78.42,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,8.93,0,0,0,0,0,0,0,0,36.46,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,522.36,15.85,253.89,10.95,0,0,0,0,0

92,22:45-23:00,14.96,17.55,0,0,4.27,21.88,0,0,17.57,10.62,2.46,0,78.42,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,518.51,15.85,253.89,10.95,0,0,0,0,0

93,23:00-23:15,14.96,17.55,0,0,4.27,21.88,0,0,17.57,10.62,3.08,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,514.66,15.85,253.89,10.95,0,0,0,0,0

94,23:15-23:30,0,17.55,0,0,10.35,21.88,0,0,17.57,10.62,3.08,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,512.74,15.85,253.89,10.95,0,0,0,0,0

95,23:30-23:45,0,17.55,0,0,10.35,21.88,0,0,17.57,8.49,3.08,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,40.23,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,465.62,15.85,253.89,10.95,0,0,0,0,0

96,23:45-24:00,0,17.55,0,0,10.35,21.88,0,0,17.57,8.49,3.08,0,95.08,0,0,0,8.53,0,42.01,119.56,107.94,114.21,402.73,44.24,0,0,0,0,8.93,0,0,0,0,0,0,0,0,43.06,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.38,0,0,0,0,431.96,15.85,253.89,10.95,0,0,0,0,0

