Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/6891,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/9482,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/1906,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/03/01/6406,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/9606,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
76,18:45-19:00,30.61,0,2.33,0.01,7,7,0,0.05,6.67,21,0,2.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0.03,31,36.48,1.24,0.03,0.03,1.39,1.31,0,4.87,100.01,100,31,0,100,114.82,0.29,0,0

77,19:00-19:15,31.41,0,6.33,0,7,7,0,0,6.67,21,0,6.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,30.79,6.72,0,50,9.6,0,31,36.48,1.24,0,0,1.39,1.31,0,4.96,100.01,100,31,0,100,114.82,0.1,0,0

78,19:15-19:30,32.21,0,6.33,0,7,7,0,0,6.67,21,0,6.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,30.79,6.72,0,50,9.6,0,31,36.48,1.24,0,0,1.39,1.31,0,4.96,100.01,100,31,0,100,114.82,0.1,0,0

79,19:30-19:45,39.62,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,30.79,6.72,0,50,9.6,0,31,36.48,1.24,0,0,1.39,1.31,0,4.96,100.01,100,31,0,100,114.82,0,0,0

80,19:45-20:00,39.42,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,30.79,6.72,0,50,9.6,0,31,36.48,1.24,0,0,1.39,1.31,0,4.96,100.01,100,31,0,100,114.82,0,0,0

81,20:00-20:15,42.02,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,30.79,6.72,0,50,9.6,0,31.51,36.48,1.39,0,0,1.39,1.31,0,4.96,100.01,100,31.51,0,100,114.82,0,0,0

82,20:15-20:30,42.02,0,14,0,7,7,0,0,6.67,21,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0,31.51,36.48,1.39,0,0,1.39,1.31,0,4.96,100.01,100,31.51,0,100,114.82,0,0,0

83,20:30-20:45,35.21,0,14,0,7,7,0,0,6.67,21,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.39,1.31,0,4.96,100.01,100,0,0,100,114.82,0,0,0

84,20:45-21:00,35.41,0,14,0,7,7,0,0,6.67,21,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.39,1.31,0,4.96,100.01,100,2.79,0,100,114.82,0,0,0

85,21:00-21:15,35.41,0,14,0,7,7,0,0,6.67,21,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.35,1.31,0,4.96,100.01,100,12.39,0,100,114.82,0,0,0

86,21:15-21:30,35.21,0,14,0,7.33,7.33,0,0,6.67,22.01,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.27,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.35,1.31,0,4.96,100.01,100,12.39,0,100,114.82,0,0,0

87,21:30-21:45,39.42,0,14,0,8.17,8.17,0,0,6.67,24.49,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,28.76,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.35,1.31,0,4.96,100.01,100,12.39,0,100,114.82,0,0,0

88,21:45-22:00,38.62,0,14,0,9,9,0,0,6.67,27,0,14,0,0,0,0,0,259.78,36.48,271.44,5.76,36.48,86.59,28.76,6.72,0,50,9.6,0,32,36.48,1.39,0,0,1.35,1.31,0,4.96,100.01,100,12.39,0,100,114.82,0,0,0

89,22:00-22:15,36.42,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,28.26,6.72,55.49,50,9.6,0,23.22,23.04,1.39,0,0,1.35,1.23,0,5.05,100.01,100,23.22,166.48,100,114.82,0,0,0

90,22:15-22:30,36.01,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,28.26,6.72,55.49,50,9.6,0,23.22,23.04,1.39,0,0,1.35,1.23,0,5.05,100.01,100,23.22,166.48,100,114.82,0,0,0

91,22:30-22:45,35.21,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,28.26,6.72,55.49,50,9.6,0,23.22,23.04,1.39,0,0,1.35,1.23,0,5.05,100.01,100,23.22,166.48,100,114.82,0,0,0

92,22:45-23:00,34.01,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,28.26,6.72,55.49,50,9.6,0,26.99,23.04,1.39,0,0,1.35,1.23,0,5.05,100.01,100,26.99,166.48,100,114.82,0,0,0

93,23:00-23:15,33.01,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.75,6.72,55.49,50,9.6,0,26.99,23.04,1.39,0,0,1.31,1.23,0,5.05,100.01,100,26.99,166.48,0,97.89,0,0,0

94,23:15-23:30,32.01,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.75,6.72,55.49,50,9.6,0,26.99,23.04,1.39,0,0,1.31,1.23,0,5.05,100.01,100,26.99,166.48,0,70.01,0,0,0

95,23:30-23:45,30.21,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.75,6.72,55.49,50,9.6,0,26.99,23.04,1.39,0,0,1.31,1.23,0,5.05,100.01,100,26.99,166.48,0,70.01,0,0,0

96,23:45-24:00,28.41,0,14,0,7.5,7.5,0,0,6.67,22.5,0,14,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.75,6.72,55.49,50,9.6,0,26.99,23.04,1.39,0,0,1.31,1.23,0,5.05,100.01,100,26.99,166.48,0,70.01,0,0,0

