Block,Time,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KGSU3AND4,KUDGI,MAPS,NLCTS2EXP,RIHAND3,TANDA2,URI2,ANTA_GF,AURY_RF,DADRI_CRF,DADRI_GF,DADRT2,KHSTPP-I,NNTPP,RIHAND2,SALAL,SASAN,TEHRI,ANTA_LF,AURY_CRF,DADRI_RF,KOTESHWR,NAPP,NLCIIST2,RAMPUR,SINGRAULI,ANTA_RF,CHAMERA2,KISHANGANGA,KKNP,NTPL,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TALST2,VALLURNTECL,ANTA_CRF,AURY_GF,AURY_LF,FSTPP I & II,NLCEXP,RAPPC,RSTPSU1TO6,SEWA2,SIMHST1,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,KGSU1AND2,KHSTPP-II,RAPPB,UNCHAHAR4,DADRI_LF,DULHASTI,JHAJJAR,KKNPPU2,KOLDAM,NLCIIST1,PARBATI3,RIHAND1,UNCHAHAR3,BRBCL,NJPC,URI
59,14:30-14:45,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,2.93,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.17,0,0,47.33,0,15,136.57,16.56

60,14:45-15:00,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,2.93,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.39,0,0,47.33,0,15,136.57,16.56

61,15:00-15:15,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,94.96,9.66,41.27,0,2.93,101.27,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.39,0,0,47.33,0,15,136.57,16.56

62,15:15-15:30,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,94.96,9.66,41.27,0,2.93,101.27,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.39,0,0,47.33,0,15,136.57,16.56

63,15:30-15:45,0,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,94.96,9.66,41.27,0,2.93,101.27,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.05,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

64,15:45-16:00,0,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,8.18,0,0,94.96,9.66,41.27,0,2.93,101.27,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.05,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

65,16:00-16:15,0,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,17.72,0,0,94.96,9.66,41.27,0,2.93,104.38,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.05,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

66,16:15-16:30,0,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,17.72,0,0,94.96,9.66,41.27,0,2.93,104.38,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.05,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

67,16:30-16:45,0,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,35.44,0,0,86.97999999999999,9.66,41.27,0,2.93,104.38,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,9.3,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

68,16:45-17:00,6.52,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,35.44,0,0,91.91,9.66,41.27,0,2.93,104.38,29.56,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,9.2,9.48,0,20.96,43.11,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,11.04

69,17:00-17:15,6.52,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,53.16,0,0,94.37,9.66,41.27,0,2.93,104.38,28.98,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,9.21,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,16.56

70,17:15-17:30,6.52,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,53.16,0,0,94.37,9.66,41.27,0,2.93,104.38,28.98,13.43,2.88,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,9.07,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,0,47.33,0,15,136.57,16.56

71,17:30-17:45,6.52,0,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,53.16,0,0,94.37,9.66,41.27,0,3.12,104.38,28.98,13.43,2.88,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,8.84,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,3.94,47.33,0,15,144.85,19.87

72,17:45-18:00,6.52,14.05,10.69,30.23,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,70.87,0,0,94.37,9.66,41.27,0,3.12,104.38,28.98,13.43,2.88,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,8.6,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,5.62,47.33,0,15,144.85,19.87

73,18:00-18:15,6.52,28.1,10.69,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,94.95,9.66,41.27,0,3.12,104.38,28.15,13.43,2.88,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,4.4,0,8.35,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,8.43,47.33,0,15,144.85,19.87

74,18:15-18:30,6.52,42.15,21.37,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,94.95,9.66,41.27,0,3.12,104.38,28.15,22.38,2.88,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,8.09,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,2.43,0,54.11,47.33,0,15,144.85,19.87

75,18:30-18:45,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.1,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,3.64,0,54.11,47.33,0,15,153.34,8.83

76,18:45-19:00,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.75,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.08,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,54.11,47.33,0,15,153.34,8.83

77,19:00-19:15,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.05,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,54.11,47.33,0,15,153.34,8.83

78,19:15-19:30,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.33,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,54.11,47.33,0,15,153.34,8.83

79,19:30-19:45,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.4,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,54.11,47.33,0,15,153.34,50.79

80,19:45-20:00,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,16.12,0,8.6,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,7.03,47.33,0,15,153.34,50.79

81,20:00-20:15,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,15.38,0,8.71,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,11.04

82,20:15-20:30,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,63.92,418.77,70.87,0,0,96.19,21.46,41.27,0,3.29,104.38,28.15,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,14.66,0,8.99,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,11.04

83,20:30-20:45,1.1,42.15,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.54,41.27,0,3.27,104.38,28.15,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.06,0,9.1,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,15.46,47.33,0,15,152.09,11.04

84,20:45-21:00,0,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.32,41.27,0,3.27,104.38,28.15,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,9.13,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,15.46,47.33,0,15,152.09,11.04

85,21:00-21:15,0,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.32,41.27,0,3.27,104.38,28.98,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,9.22,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,15.46,47.33,0,15,152.09,19.87

86,21:15-21:30,0,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.32,41.27,0,3.27,104.38,28.98,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,9.46,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,15.46,47.33,0,15,152.09,19.87

87,21:30-21:45,0,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.32,41.27,0,3.27,104.38,28.98,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,9.83,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,19.87

88,21:45-22:00,2.2,42.15,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,19.32,41.27,0,3.27,104.38,28.98,44.22,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,8.8,0,10.05,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,19.87

89,22:00-22:15,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,96.19,32.2,41.27,0,3.29,104.38,28.98,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,14.66,0,10.39,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,50.79

90,22:15-22:30,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,32.2,41.27,0,3.29,104.38,28.98,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,14.66,0,10.39,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,50.79

91,22:30-22:45,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,32.2,41.27,0,3.29,104.38,28.98,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.91,0,59.94,0,14.66,0,10.59,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,11.04

92,22:45-23:00,19.56,42.15,33.74,41.42,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,32.2,41.27,0,3.29,104.38,28.98,45.65,4.32,0,0,0,0,0,0,0,0,0,0,18.91,0,59.94,0,14.66,0,10.59,10.63,0,20.96,43.71,0,98.87,0,1.62,0,55.08,312.45,0,4.01,0,3.94,47.33,0,15,153.34,11.04

93,23:00-23:15,1.1,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,21.46,41.27,0,3.27,104.38,29.56,44.22,2.88,0,0,0,0,0,0,0,0,0,0,19.6,0,59.94,0,8.8,0,10.59,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,11.04

94,23:15-23:30,1.1,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,9.66,41.27,0,3.27,104.38,29.56,44.22,1.44,0,0,0,0,0,0,0,0,0,0,19.6,0,59.94,0,4.4,0,10.59,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,11.04

95,23:30-23:45,1.1,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,9.66,41.27,0,3.27,104.38,29.56,44.22,0.14,0,0,0,0,0,0,0,0,0,0,20.29,0,59.94,0,0,0,10.59,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,16.56

96,23:45-24:00,1.1,28.1,32.08,40.2,0,0,0,0,127.6,1.42,10.35,0,69.41,0,0,685.74,44.92,0,121.71,77.85,418.77,70.87,0,0,97.42,9.66,41.27,0,3.27,104.38,29.56,44.22,0,0,0,0,0,0,0,0,0,0,0,20.29,0,59.94,0,0,0,10.59,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,312.45,0,4.01,0,3.94,47.33,0,15,152.09,16.56

