Block,Time Block,DADRT2,CHAMERA3,DHAULIGNGA,CHAMERA1,BRBCL,BSIUL,CHAMERA2,AURY_RF,DADRI_GF,AURY_LF,DADRI_CRF,DADRI_RF,DADRI_LF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,TelanganaSTPP,ANTA_GF,UNCHAHAR2,AURY_CRF,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,KISHANGANGA,KHSTPP-I,KHSTPP-II,SEWA2,SINGRAULI,TANAKPUR,SASAN,TALST2,TEHRI,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TANDA2,TALA,KGSU3AND4,KGSU1AND2,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,JHAJJAR,RIHAND2,RIHAND1,NLCIIST1,RAMPUR,NLCIIST2,RAPPC,NTPL,NLCTS2EXP,PARBATI3,NNTPP,RAPPB,MAPS,NAPP,NLCEXP,NJPC,KUDGI,FSTPP I & II,DULHASTI,KOTESHWR,KKNP,KOLDAM,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,360.66,0,0,0,19.18,0,0,0,0,0,0,0,0,27.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,24.48,78.24,15.86,122.14,1.48,383.09,0,23.82,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

62,15:15-15:30,360.66,0,0,0,19.18,2.11,0,0,0,0,0,0,0,27.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,24.48,78.24,15.86,122.14,1.48,383.09,0,23.82,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

63,15:30-15:45,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,28.35,93.69,15.86,122.14,1.48,383.09,0,23.82,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

64,15:45-16:00,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,28.35,93.69,15.86,122.14,1.48,383.09,0,23.82,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

65,16:00-16:15,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,23.22,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,29.71,96.4,15.86,122.14,1.48,383.09,0,34.44,0,0.68,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

66,16:15-16:30,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,23.22,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,29.92,96.65,15.86,133.72,1.48,383.09,0,34.44,0,0.68,0,0,0,0,0,59.62,0,0,12.81,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

67,16:30-16:45,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,23.22,0,13.93,0,0,0,22.36,0,34.94,0,14,0,0,0,0,34.72,112.39,15.86,133.99,1.48,383.09,0,34.44,0,0.68,0,0,0,0,0,59.62,0,0,12.81,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,12.83,0,8.51,0,0,0,0,0,0,0,0

68,16:45-17:00,400.36,0,0,0,19.18,6.25,0,0,0,0,0,0,0,23.22,0,16.27,0,0,0,26.37,0,34.94,0,13.52,0,0,0,0,43.67,142.25,15.86,133.99,1.48,383.09,0,34.44,0,0.68,0,0,0,0,0,59.62,0,0,12.81,231.34,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,22.44,0,19.95,0,8.51,0,0,0,0,0,0,0,0

69,17:00-17:15,459.74,0,1.27,13.42,19.18,6.25,2.55,0,0,0,0,0,0,23.22,0,16.66,0,0,0,27.04,0,38.13,0,13.52,0,0,0,0,43.67,142.25,15.86,133.99,1.48,383.09,0,45.93,0,0.68,0,0,0,0,0,59.62,0,0,12.81,231.29,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,44.87,0,19.95,15.81,17.03,0,0,0,0,0,0,0,0

70,17:15-17:30,493.1,9.29,7.6,26.91,19.18,6.25,12.63,0,0,0,0,0,0,23.22,0,20.81,0,0,0,33.21,0,38.13,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,1.48,383.09,0,47.14,0,0.68,0,0,0,0,0,59.62,0,0,12.81,231.43,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,67.31,0,19.95,31.62,25.53,0,0,0,0,0,0,0,0

71,17:30-17:45,499.46,27.87,15.33,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,20.81,0,0,0,33.21,0,38.13,0,15.66,0,0,0,0,43.67,142.25,16.24,133.99,1.48,383.09,0,47.14,0,0.68,0,0,0,0,0,59.62,0,0,12.81,230.58,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,89.74,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

72,17:45-18:00,557.89,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,20.81,0,0,0,33.21,0,38.13,0,15.66,0,0,0,0,43.67,142.25,16.24,133.99,1.48,383.09,0,47.14,0,0.68,0,0,0,0,0,59.62,0,0,12.81,285.83,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,112.18,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

73,18:00-18:15,597.65,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,23.47,0,0,0,40.66,0,33.89,0,19.19,0,0,0,0,43.67,142.25,16.24,133.99,1.48,383.09,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,366.11,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

74,18:15-18:30,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,1.48,383.09,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

75,18:30-18:45,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,1.48,318.34,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

76,18:45-19:00,654.6,27.87,15.33,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,1.48,253.59,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,112.18,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

77,19:00-19:15,654.6,9.29,17.52,40.43,19.18,6.25,25.27,0,0,0,0,0,0,23.22,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,194.24,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,3.66,0,0,0,19.87,0,89.74,0,19.95,31.62,17.03,0,0,0,0,0,0,0,0

78,19:15-19:30,654.6,0,17.52,40.43,19.18,6.25,0,0,0,0,0,0,0,23.22,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,194.24,0,47.14,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,67.31,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

79,19:30-19:45,654.6,0,17.52,40.43,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,34.44,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,44.87,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

80,19:45-20:00,654.6,0,17.52,40.43,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,22.96,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,22.44,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

81,20:00-20:15,654.59,0,8.77,26.94,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,22.96,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

82,20:15-20:30,654.59,0,0,13.42,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,11.96,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

83,20:30-20:45,654.59,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,8.88,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

84,20:45-21:00,654.59,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,1.1,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,3.42,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

85,21:00-21:15,597.65,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

86,21:15-21:30,569.62,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

87,21:30-21:45,584.05,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

88,21:45-22:00,584.49,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

89,22:00-22:15,584.49,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

90,22:15-22:30,580.65,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

91,22:30-22:45,593.81,0,0,0,18.22,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

92,22:45-23:00,593.81,0,0,0,15.49,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,33.89,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,362.27,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

93,23:00-23:15,552.5,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,320.45,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

94,23:15-23:30,504.54,0,0,0,18.54,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,12.81,251,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

95,23:30-23:45,475.76,0,0,0,17.84,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,14.49,251,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

96,23:45-24:00,418.21,0,0,0,17.8,6.25,0,0,0,0,0,0,0,27.1,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,194.24,0,0,0,0.72,0,0,0,0,0,59.62,0,0,66.88,251,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.2,15.81,8.51,0,0,0,0,0,0,0,0

