Block,Time,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-09,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/02112023/15112023/D20231102NR21539,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01112023/30112023/HP-10,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/IEX-231101-05680,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13
69,17:00-17:15,2.020000,205.350000,0.000000,1.920000,1.120000,27.970000,48.220000,58.980000,101.020000,71.760000,271.270000,223.460000,2.310000,48.220000,26.030000,1.150000,48.220000,1.120000,0.000000,26.030000,7.17,14.67,1,18,5,144.68,7.16,7,9,25,11.53,0,3.297114,0,6.66,2.85,5,5,1.35,14.67,21.5,5

70,17:15-17:30,2.020000,260.990000,0.000000,1.920000,0.470000,27.970000,48.220000,58.980000,101.020000,71.760000,271.270000,223.460000,2.310000,48.220000,26.030000,0.490000,48.220000,0.470000,0.000000,26.030000,7.17,14.67,0,14,1,144.68,7.16,6,11,18.67,11.93,0,1.099038,0,6.66,0.95,5,3,0.27,14.67,21.5,3.73

71,17:30-17:45,2.020000,260.990000,0.000000,1.920000,0.120000,28.940000,48.220000,58.980000,101.020000,71.760000,271.270000,223.460000,2.310000,48.220000,26.030000,0.130000,48.220000,0.120000,0.000000,26.030000,7.17,14.67,0,7,0,144.68,7.16,3,6,8.08,12.48,0,0,0,6.66,0.1,3,2,0,14.67,21.5,1.62

72,17:45-18:00,2.020000,260.990000,0.000000,1.920000,0.020000,28.940000,48.220000,58.980000,101.020000,71.760000,271.270000,223.460000,2.310000,48.220000,26.030000,0.020000,48.220000,0.020000,0.000000,26.030000,7.17,14.67,0,3,0,144.68,7.16,1,1,2.98,12.67,0,0,0,6.66,0,1,1,0,14.67,21.5,0.59

73,18:00-18:15,2.020000,260.990000,0.000000,1.920000,0.000000,28.940000,48.220000,58.980000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,15.73,0,0,0,6.66,0,0,0,0,14.67,21.5,0

74,18:15-18:30,2.020000,260.990000,0.000000,1.920000,0.000000,27.010000,48.220000,58.980000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,15.53,0,0,0,6.66,0,0,0,0,14.67,21.5,0

75,18:30-18:45,2.020000,215.000000,0.000000,1.920000,0.000000,27.010000,48.220000,49.850000,101.020000,67.520000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,15.27,0,0,0,6.66,0,0,0,0,14.67,21.5,0

76,18:45-19:00,2.020000,215.000000,0.000000,1.920000,0.000000,27.010000,48.220000,49.850000,101.020000,67.520000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,14.93,0,0,0,6.66,0,0,0,0,14.67,21.5,0

77,19:00-19:15,2.020000,215.000000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,67.520000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,14.06,0,0,0,6.66,0,0,0,0,14.67,21.5,0

78,19:15-19:30,2.020000,205.350000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,67.520000,231.480000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,13.53,0,0,0,6.66,0,0,0,0,14.67,21.5,0

79,19:30-19:45,2.020000,205.350000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,231.480000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,12.48,0,0,0,6.66,0,0,0,0,14.67,21.5,0

80,19:45-20:00,2.020000,260.990000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,12.06,0,0,0,6.66,0,0,0,0,14.67,21.5,0

81,20:00-20:15,2.020000,260.990000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,12.28,0,0,0,6.66,0,0,0,0,14.67,21.5,0

82,20:15-20:30,2.020000,241.190000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,12.48,0,0,0,6.66,0,0,0,0,14.67,21.5,0

83,20:30-20:45,2.020000,245.850000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,12.63,0,0,0,6.66,0,0,0,0,14.67,21.5,0

84,20:45-21:00,2.020000,245.850000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,13.28,0,0,0,6.66,0,0,0,0,14.67,21.5,0

85,21:00-21:15,2.020000,226.310000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,14.13,0,0,0,6.66,0,0,0,0,14.67,21.5,0

86,21:15-21:30,2.020000,226.310000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,15.08,0,0,0,6.66,0,0,0,0,14.67,21.5,0

87,21:30-21:45,2.020000,170.670000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,271.270000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,16.18,0,0,0,6.66,0,0,0,0,14.67,21.5,0

88,21:45-22:00,2.020000,170.670000,0.000000,1.840000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,231.480000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,17.38,0,0,0,6.66,0,0,0,0,14.67,21.5,0

89,22:00-22:15,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,18.07,0,0,0,6.66,0,0,0,0,14.67,21.5,0

90,22:15-22:30,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,101.020000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,18.4,0,0,0,6.66,0,0,0,0,14.67,21.5,0

91,22:30-22:45,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,18.94,0,0,0,6.66,0,0,0,0,14.67,21.5,0

92,22:45-23:00,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,19.27,0,0,0,6.66,0,0,0,0,14.67,21.5,0

93,23:00-23:15,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,19.19,0,0,0,6.66,0,0,0,0,14.67,21.5,0

94,23:15-23:30,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,19.01,0,0,0,6.66,0,0,0,0,14.67,21.5,0

95,23:30-23:45,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,18.87,0,0,0,6.66,0,0,0,0,14.67,21.5,0

96,23:45-24:00,1.940000,170.670000,38.210000,1.770000,0.000000,26.040000,48.220000,49.850000,46.510000,71.760000,192.900000,93.470000,2.280000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.17,14.67,0,0,0,144.68,7.16,0,0,0,18.53,0,0,0,6.66,0,0,0,0,14.67,21.5,0

