Block,Time,UNCHAHAR4,ANTA_RF,KOLDAM,URI2,NJPC,SEWA2,URI,ANTA_LF,AURY_RF,SINGRAULI,TANAKPUR,DADRI_LF,SINGRAULI_HYDRO,UNCHAHAR2,KOTESHWR,KISHANGANGA,DADRT2,NAPP,RIHAND3,BSIUL,RIHAND2,DADRI_RF,UNCHAHAR3,DHAULIGNGA,RAMPUR,DULHASTI,JHAJJAR,SALAL,UNCHAHAR1,CHAMERA2,ANTA_CRF,PARBATI3,AURY_CRF,CHAMERA1,CHAMERA3,RAPPC,DADRI_CRF,TEHRI,RIHAND1,AURY_GF,DADRI_GF,ANTA_GF,AURY_LF,RAPPB,TANDA2,KAWAS-RLNG,VSTPS IV,VSTPS I,KAPS,KAWAS-APM,SIPAT I,TAPS-II,KAWAS-ComGas,LARA-I,GANDHAR-RLNG,KSTPS7,SASAN,NLCEXP,NTPL,KGSU1AND2,NNTPP,VALLURNTECL,NLCTS2EXP,KKNP,VSTPS III,KHARGONE-I,SIMHST2,NLCIIST2,KUDGI,KGSU3AND4,RSTPSU7,NLCIIST1,TALST2,RSTPSU1TO6,MAPS,GANDHAR-ComGas,KAWAS-zLIQ,BRBCL,GADARWARA-I,MOUDA_II,GANDHAR-NAPM,MOUDA,KHSTPP-II,KHSTPP-I,FSTPP I & II,GANDHAR-APM,KSTPS I&II,TALA,VSTPS II,VSTPS V,SIPAT II,KAWAS-NAPM,SOLAPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.192016,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.348576,51.927025,429.599834,51.490312,18.456828,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.240894,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.459386,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.388210,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

84,20:45-21:00,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.205401,0.616994,0.000000,1.035891,41.947839,16.786203,2.457837,664.050759,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,2.348576,51.927025,429.599834,51.490312,18.456828,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.240894,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.542249,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.388210,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

85,21:00-21:15,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.205401,0.616994,0.000000,1.035891,41.947839,16.786203,2.457837,664.050759,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,2.348576,51.927025,429.599834,64.362890,18.456828,42.033750,0.000000,17.394010,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.240894,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.625111,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.478604,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

86,21:15-21:30,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.205401,0.616994,0.000000,1.035891,41.947839,16.786203,2.457837,664.050759,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,2.348576,51.927025,429.599834,64.362890,18.456828,42.033750,0.000000,16.056009,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.240894,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.707972,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.490772,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

87,21:30-21:45,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.205401,1.233987,0.000000,1.035891,41.947839,16.786203,2.457837,664.050759,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,2.348576,51.927025,429.599834,64.362890,18.456828,42.033750,0.000000,16.056009,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.285722,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.790832,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.490772,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

88,21:45-22:00,1.361336,0.000000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,132.205401,1.233987,0.000000,1.035891,41.947839,16.786203,2.457837,664.050759,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,2.348576,51.927025,429.599834,64.362890,18.456828,42.033750,0.000000,16.056009,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.873690,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.490772,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

89,22:00-22:15,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,132.205401,1.233987,0.000000,1.035891,41.947839,24.565174,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,437.070119,64.362890,18.456828,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,5.99,1.06,1.87,0.85,2.92,5.33,0.23,0.000000,0.000000,14.449498,3.956548,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.557822,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

90,22:15-22:30,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,132.205401,1.233987,0.000000,1.035891,41.947839,24.565174,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,437.070119,64.362890,18.456828,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,5.99,1.06,1.87,0.86,2.92,5.38,0.23,0.000000,0.000000,14.449498,4.039404,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

91,22:30-22:45,1.361336,19.266000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,31.788900,132.205401,1.233987,0.000000,1.035891,41.947839,24.565174,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,20.229300,25.970568,38.293592,2.777447,51.927025,437.070119,64.362890,18.456828,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,5.99,1.06,1.87,0.86,2.92,5.45,0.23,0.000000,0.000000,14.449498,4.127366,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

92,22:45-23:00,1.361336,19.266000,4.099670,33.781225,121.796158,16.548590,48.920227,0.000000,50.093155,132.205401,1.233987,0.000000,1.035891,41.947839,24.565174,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,50.092993,25.970568,38.293592,2.348576,51.927025,437.070119,64.362890,18.456828,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.82,2.92,5.45,0.23,0.000000,0.000000,14.449498,4.136314,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

93,23:00-23:15,1.361336,29.658351,4.099670,33.781225,97.436926,16.548590,48.920227,0.000000,50.093155,132.047815,1.233987,0.000000,1.035891,41.947839,25.179304,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,50.092993,25.970568,38.293592,1.878861,51.927025,437.070119,64.362890,19.237197,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.82,2.92,5.53,0.23,0.000000,0.000000,14.449498,4.136314,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

94,23:15-23:30,1.361336,29.658351,4.099670,33.781225,97.436926,16.548590,48.920227,0.000000,50.093155,132.047815,1.233987,0.000000,1.035891,41.947839,25.179304,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,50.092993,25.970568,38.293592,1.878861,51.927025,437.070119,64.362890,19.237197,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.82,2.92,5.53,0.23,0.000000,0.000000,14.449498,4.136314,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

95,23:30-23:45,1.361336,29.812479,4.099670,33.781225,73.077695,16.548590,48.920227,0.000000,50.093155,132.047815,1.850981,0.000000,1.035891,41.947839,25.179304,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,50.092993,25.970568,9.551251,1.409146,51.927025,437.070119,64.362890,19.237197,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.82,2.92,5.61,0.23,0.000000,0.000000,14.449498,4.136314,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

96,23:45-24:00,1.361336,29.812479,4.099670,33.781225,44.379167,16.548590,48.920227,0.000000,50.093155,132.047815,1.850981,0.000000,1.035891,41.947839,25.179304,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,50.092993,25.970568,9.551251,0.857741,51.927025,437.070119,64.362890,19.237197,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.010006,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.292598,336.167618,1.73,3.29,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.82,2.92,5.61,0.23,0.000000,0.000000,14.449498,4.136314,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.564031,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

