Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3733,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/5531,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/02/1250,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3925,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14
71,17:30-17:45,5.21,6.67,14.33,0,7,2.01,4.5,12.61,1.46,3,14.34,13.5,4.5,3.18,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,1.44,1.48,114.33,0,0,28.68,0,1.44,1.21,19.12,14.34,1.46,47.8,0,2.36,15.87,0,131.91,0,0,114.71,26.77,47.8,86.22,26.75,1,7

72,17:45-18:00,1.77,6.67,15,0,1,1.31,4.5,12.81,0.19,1,15,13.5,4.5,1.41,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0.84,0.86,114.33,0,0,28.68,0,0.84,1.21,19.12,14.34,1.46,47.8,0,0,7.05,0,131.91,0,0,114.71,26.77,47.8,86.22,26.75,0,3

73,18:00-18:15,1,7.33,13.33,0,0,0,4.33,13.01,0,0,13.34,13.01,4.33,0.35,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0.42,0.44,114.33,0,50,28.68,0,0.42,1.14,19.12,14.34,1.46,47.8,0,0,1.77,0,131.91,50,30,114.71,26.77,47.8,86.22,26.75,0,2

74,18:15-18:30,0.44,8,13.33,0,0,0,4.67,13.01,0,0,13.34,13.99,4.67,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0.15,0.15,114.33,0,50,28.68,0,0.15,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,26.24,0,0

75,18:30-18:45,0,8.67,13.33,0,0,0,5.33,13.21,0,0,13.34,16.01,5.33,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0.06,0.06,114.33,0,50,28.68,0,0.06,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,26.24,0,0

76,18:45-19:00,0,9,13.33,0,0,0,6,13.41,0,0,13.34,18,6,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0,0,114.33,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,26.24,0,0

77,19:00-19:15,0,7.33,13.33,0,0,0,6.67,13.41,0,0,13.34,19.99,6.67,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0,0,114.33,0,50,28.68,0,0,1.14,19.12,14.34,1.55,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,26.24,0,0

78,19:15-19:30,0,7.33,14,0,0,0,7,13.81,0,0,14,21,7,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0,0,114.33,0,50,28.68,0,0,1.14,19.12,14.34,1.55,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

79,19:30-19:45,0,7.33,14.33,0,0,0,7,14.21,0,0,14.34,21,7,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0,0,114.33,0,50,28.68,0,0,1.14,19.12,14.34,1.55,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

80,19:45-20:00,0,7.33,14.67,0,0,0,7,14.41,0,0,14.66,21,7,0,43.02,36.32,36.32,47.8,20.07,1.52,99.59,0,0,0,114.33,0,50,28.68,0,0,1.14,19.12,14.34,1.55,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

81,20:00-20:15,0,7.33,15,0,0,0,7,14.41,0,0,15,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,93.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

82,20:15-20:30,0,7.33,15.67,0,0,0,7,14.61,0,0,15.66,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,93.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

83,20:30-20:45,0,7.33,17,0,0,0,7,14.61,0,0,17,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,93.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

84,20:45-21:00,0,7.33,18,0,0,0,7,14.61,0,0,18,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,93.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.73,0,0

85,21:00-21:15,0,7.33,29.67,0,0,0,7,15.01,0,0,29.66,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,93.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

86,21:15-21:30,0,7.33,30.67,0,0,0,7,15.01,0,0,30.66,21,7,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,85.28,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

87,21:30-21:45,0,9.33,31.33,0,0,0,10.17,15.01,0,0,31.34,30.49,10.17,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,76.84,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

88,21:45-22:00,0,9.67,31.67,0,0,0,10.33,15.01,0,0,31.66,31.01,10.33,0,43.02,36.32,36.32,47.8,20.07,1.47,99.59,0,0,0,69.71,0,50,28.68,0,0,1.14,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

89,22:00-22:15,0,10,32.33,0,0,0,10.5,15.01,0,0,32.34,31.5,10.5,0,43.02,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

90,22:15-22:30,0,11,33,0,0,0,10.67,15.01,0,0,33,31.99,10.67,0,43.02,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

91,22:30-22:45,0,12,33.33,0,0,0,12.67,12.01,0,0,33.34,37.99,12.67,0,43.02,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

92,22:45-23:00,0,12.67,34.67,0,0,0,12.83,12.21,0,0,34.66,38.51,12.83,0,43.02,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,14.34,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

93,23:00-23:15,0,12,34,0,0,0,13.17,12.01,0,0,34,39.49,13.17,0,36.32,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,8.6,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

94,23:15-23:30,0,11.33,33.33,0,0,0,13.5,12.41,0,0,33.34,40.5,13.5,0,36.32,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,8.6,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

95,23:30-23:45,0,11.33,32.67,0,0,0,14,12.61,0,0,32.66,42,14,0,36.32,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,8.6,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

96,23:45-24:00,0,10.67,31.67,0,0,0,14.17,12.61,0,0,31.66,42.49,14.17,0,36.32,25.81,25.81,47.8,20.07,1.47,99.59,0,0,0,69.71,0,0,28.68,0,0,1.06,19.12,8.6,1.46,47.8,0,0,0,0,131.91,50,30,114.71,26.77,47.8,86.22,25.24,0,0

