Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/02112023/15112023/D20231102NR21539,NR/01112023/30112023/HP-10,NR/01102023/23072042/L_NR_2012_04,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-09,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15
68,16:45-17:00,2.550000,74.090000,0.000000,2.150000,117.880000,0.000000,48.310000,2.170000,0.000000,1.460000,261.450000,1.500000,1.460000,28.990000,48.310000,223.850000,271.740000,48.310000,0.000000,0.000000,18,17.5,13.33,39.69,0,6,7.94,20,13.33,7.5,11.46,7,6.67,144.93,3.23,6.66,0,1,5.709749,7.21,0,5

69,17:00-17:15,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.170000,0.000000,0.860000,261.450000,0.890000,0.860000,28.990000,48.310000,223.850000,271.740000,48.310000,0.000000,0.000000,10,17.5,13.33,21.02,0,3,4.2,20,13.33,7.5,6.35,7,6.67,144.93,5,6.66,0,4,3.151548,7.21,2,5

70,17:15-17:30,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.170000,0.000000,0.400000,261.450000,0.410000,0.400000,29.950000,48.310000,223.850000,271.740000,48.310000,0.000000,0.000000,3,18,13.33,11.82,0,1,2.36,20,13.33,7,4.32,7,6.67,144.93,1,6.66,0,7,0.437715,7.21,4,3

71,17:30-17:45,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.170000,0.000000,0.140000,261.450000,0.150000,0.140000,29.950000,48.310000,223.850000,271.740000,48.310000,0.000000,0.000000,0,14,13.33,5.25,0,0.1,1.05,20,13.33,6,2.4,7,6.67,144.93,0,6.66,0,5,0.204267,7.21,3,2

72,17:45-18:00,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.170000,0.000000,0.030000,261.450000,0.030000,0.030000,29.950000,48.310000,223.850000,271.740000,48.310000,0.000000,0.000000,0,4,13.33,1.32,0,0,0.26,20,13.33,1,0.72,7,6.67,144.93,0,6.66,0,1,0,7.21,1,1

73,18:00-18:15,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.100000,0.000000,0.000000,261.450000,0.000000,0.000000,29.950000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0.24,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

74,18:15-18:30,2.550000,74.090000,30.440000,2.120000,117.880000,0.000000,48.310000,2.100000,0.000000,0.000000,261.450000,0.000000,0.000000,29.950000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

75,18:30-18:45,2.550000,74.090000,30.440000,2.120000,108.210000,0.000000,48.310000,2.100000,0.000000,0.000000,261.450000,0.000000,0.000000,29.950000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

76,18:45-19:00,2.550000,74.090000,30.440000,2.120000,108.210000,0.000000,48.310000,2.100000,0.000000,0.000000,261.450000,0.000000,0.000000,29.950000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

77,19:00-19:15,2.550000,74.090000,10.520000,2.080000,102.420000,0.000000,48.310000,2.100000,10.520000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

78,19:15-19:30,2.550000,74.090000,10.520000,2.080000,102.420000,0.000000,48.310000,2.100000,10.520000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

79,19:30-19:45,2.550000,74.090000,26.080000,2.080000,102.420000,0.000000,48.310000,2.100000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

80,19:45-20:00,2.550000,74.090000,26.080000,2.080000,102.420000,0.000000,48.310000,2.100000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

81,20:00-20:15,2.510000,74.090000,26.080000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

82,20:15-20:30,2.510000,74.090000,26.080000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

83,20:30-20:45,2.510000,74.090000,23.460000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

84,20:45-21:00,2.510000,74.090000,23.460000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

85,21:00-21:15,2.510000,74.090000,23.460000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

86,21:15-21:30,2.510000,74.090000,23.460000,2.080000,106.280000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

87,21:30-21:45,2.510000,74.090000,23.460000,2.080000,96.620000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

88,21:45-22:00,2.510000,74.090000,23.460000,2.080000,67.630000,0.000000,48.310000,2.020000,26.080000,0.000000,261.450000,0.000000,0.000000,28.990000,48.310000,93.630000,271.740000,48.310000,0.000000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

89,22:00-22:15,2.510000,74.090000,23.460000,2.040000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,28.020000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

90,22:15-22:30,2.510000,74.090000,23.460000,2.040000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,28.020000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

91,22:30-22:45,2.510000,74.090000,23.460000,2.040000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,28.020000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

92,22:45-23:00,2.510000,74.090000,23.460000,2.040000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,28.020000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

93,23:00-23:15,2.510000,74.090000,23.460000,2.000000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,27.050000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

94,23:15-23:30,2.510000,74.090000,23.460000,2.000000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,27.050000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

95,23:30-23:45,2.510000,74.090000,23.460000,2.000000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,261.450000,0.000000,0.000000,27.050000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

96,23:45-24:00,2.510000,74.090000,23.460000,2.000000,67.630000,0.000000,48.310000,1.940000,26.080000,0.000000,234.700000,0.000000,0.000000,27.050000,48.310000,93.630000,271.740000,48.310000,38.280000,0.000000,0,0,13.33,0,0,0,0,20,13.33,0,0,7,6.67,144.93,0,6.66,0,0,0,7.21,0,0

