Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/3925,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/08/1391,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/8625,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/7459,NR/30092023/31122025/SH-07,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,GNA/WR/2024/11/01/4200
72,17:45-18:00,0.82,0,0.8,32,68.82,0,1.21,128.5,1,1,0,5.44,3,6.66,1.09,13.34,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,96.55,0.8,1.52,99.59,114.33,47.8,20.07,43.02,86.22,0,0,13.33,28.68,36.32,0,1.2,0,0,7,21,0.17,0,18.01,1.35,7,0

73,18:00-18:15,0.3,0,0.29,31.14,76.47,30,1.21,128.5,0,0,0,0.57,2,6.66,0.12,15,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,103.24,0.29,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0.5,0,0,7,21,0,0,21.61,0,7,50

74,18:15-18:30,0.16,0,0.16,31.14,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,15,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,107.06,0.16,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0.23,0,0,7,21,0,0,21.61,0,7,50

75,18:30-18:45,0,0,0,31.14,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,15,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,107.06,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0,0,0,7,21,0,0,24.01,0,7,50

76,18:45-19:00,0,0,0,31.14,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,15,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,119.49,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0,0,0,7,21,0,0,24.41,0,7,50

77,19:00-19:15,0,0,0,31.14,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,15,0,14.34,36.32,47.8,1.55,26.77,19.12,47.8,119.49,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0,0,0,7,21,0,0,32.01,0,7,50

78,19:15-19:30,0,0,0,31.14,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,15,0,14.34,36.32,47.8,1.55,26.77,19.12,47.8,122.36,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,15,28.68,36.32,0,0,0,0,7,21,0,0,32.41,0,7,50

79,19:30-19:45,0,0,0,0,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,21.34,0,14.34,36.32,47.8,1.55,26.77,19.12,47.8,54.49,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,21.33,28.68,36.32,0,0,0,0,7,21,0,0,25.61,0,7,50

80,19:45-20:00,0,0,0,0,76.47,30,1.21,128.5,0,0,0,0,0,6.66,0,21.34,0,14.34,36.32,47.8,1.55,26.77,19.12,47.8,0,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,21.33,28.68,36.32,0,0,0,0,7,21,0,0,25.41,0,7,50

81,20:00-20:15,0,0,0,27,76.47,30,1.21,128.5,0,0,0,0,0,8.33,0,29.34,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,29.33,28.68,36.32,0,0,0,0,10.83,32.51,0,0,24.01,0,10.83,50

82,20:15-20:30,0,0,0,27,76.47,30,1.21,128.5,0,0,0,0,0,8.67,0,30.34,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.47,99.59,114.33,47.8,20.07,43.02,86.22,0,50,30.33,28.68,36.32,0,0,0,0,11.5,34.5,0,0,23.41,0,11.5,50

83,20:30-20:45,0,0,0,27,76.47,30,1.21,128.5,0,0,0,0,0,9,0,25.34,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.47,99.59,65.59,47.8,20.07,43.02,86.22,0,50,25.33,28.68,36.32,0,0,0,0,12.17,36.49,0,0,21.01,0,12.17,50

84,20:45-21:00,0,0,0,27,76.47,30,1.21,128.5,0,0,0,0,0,9,0,26,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.47,99.59,65.59,47.8,20.07,43.02,86.22,0,50,26,28.68,36.32,0,0,0,0,12.5,37.5,0,0,20.61,0,12.5,50

85,21:00-21:15,0,0,0,27,76.47,30,1.14,129.76,0,0,0,0,0,9.33,0,25,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,89.02,47.8,20.07,43.02,86.22,0,50,25,28.68,36.32,0,0,0,0,12.83,38.51,0,0,20.21,0,12.83,50

86,21:15-21:30,0,0,0,27,76.47,30,1.14,129.76,0,0,0,0,0,9.33,0,24.34,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,80.59,47.8,20.07,43.02,74.11,0,50,24.33,28.68,36.32,0,0,0,0,13.17,39.49,0,0,19.81,0,13.17,50

87,21:30-21:45,0,0,0,27,76.47,30,1.14,111.63,0,0,0,0,0,8.67,0,24,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,72.15,47.8,20.07,43.02,74.11,0,50,24,28.68,36.32,0,0,0,0,11,33,0,0,18.01,0,11,50

88,21:45-22:00,0,0,0,27,76.47,30,1.14,111.63,0,0,0,0,0,9,0,23.66,0,14.34,36.32,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,43.02,59.1,0,50,23.67,28.68,36.32,0,0,0,0,11.33,34.01,0,0,16.41,0,11.33,50

89,22:00-22:15,0,0,0,27,76.47,30,1.14,82.95,0,0,0,0,0,9,0,18.34,0,14.34,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,43.02,59.1,0,0,18.33,28.68,25.81,0,0,0,0,11,33,0,0,15.21,0,11,50

90,22:15-22:30,0,0,0,27,76.47,30,1.14,81.69,0,0,0,0,0,8.67,0,17.34,0,14.34,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,43.02,59.1,0,0,17.33,28.68,25.81,0,0,0,0,10.83,32.51,0,0,14.21,0,10.83,50

91,22:30-22:45,0,0,0,27,89.85,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,14.34,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,43.02,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,9,0,7,50

92,22:45-23:00,0,0,0,27,101.33,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,14.34,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,43.02,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,9,0,7,50

93,23:00-23:15,0,0,0,27,101.33,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,8.6,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,36.32,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,9,0,7,50

94,23:15-23:30,0,0,0,27,101.33,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,8.6,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,36.32,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,9,0,7,50

95,23:30-23:45,0,0,0,27,101.33,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,8.6,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,36.32,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,13.01,0,7,50

96,23:45-24:00,0,0,0,27,101.33,30,1.14,81.69,0,0,0,0,0,7,0,16.66,0,8.6,25.81,47.8,1.46,26.77,19.12,47.8,0,0,1.42,99.59,69.71,47.8,20.07,36.32,59.1,0,0,16.67,28.68,25.81,0,0,0,0,7,21,0,0,13.01,0,7,50

