Column1,Block,NR/2025/26202/A/75511,NR/2025/26191/A/75018,NR/2025/26289/A/75418,NR/2025/25859/A/75559,NR/2025/27454/C,NR/2025/26101/A/75387,NR/2025/27149/A/75051,NR/2025/26959/A/75064,NR/2025/26336/A/75117,NR/2025/26785/A/74949,NR/2025/26233/A/75420,NR/2025/25861/A/75561,NR/2025/26265/A/75419,NR/2025/26827/A/75404,NR/2025/27456/C,NR/2025/25860/A/75560,NR/2025/26082/A/75512,NR/2025/26822/A/75406,NR/2025/27449/C,NR/2025/26005/A/75021,NR/2025/27460/C,NR/2025/27457/C,NR/2025/27461/C,NR/2025/26004/A/75020,NR/2025/26085/A/74918,NR/2025/27458/C,NR/2025/26291/A/75417,NR/2025/27459/C,NR/2025/27447/C,NR/2025/27377/C,NR/2025/27378/C,NR/2025/27428/C,NR/2025/27379/C,NR/2025/27429/C,NR/2025/26829/A/75402,NR/2025/27407/C,NR/2025/26755/A/74973,NR/2025/26232/A/75421,NR/2025/27381/C,NR/2025/26335/A/75118,NR/2025/25967/A/75554,NR/2025/27380/C,NR/2025/26153/A/74922,NR/2025/27384/C,NR/2025/27385/C,NR/2025/26379/A/75553,NR/2025/26828/A/75403,NR/2025/26825/A/75405,NR/2025/26879/A/75116,GNARE/NR/2024/12/20/3668,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/7791,Total
41,10:00-10:15,0,0,0,96.61,14.64,0,3.86,6.76,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,12.56,0,4.83,182,164.24,4.83,9.95,53.14,52.85,0,0,0,0,73.4,26.61,10.54,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1918.6599999999999

42,10:15-10:30,0,0,0,96.61,14.64,0,3.86,6.76,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,12.56,0,4.83,189,164.24,4.83,9.95,53.14,52.85,0,0,0,0,77.67,26.61,10.54,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1929.9299999999998

43,10:30-10:45,0,0,0,96.61,14.64,0,3.86,6.76,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,12.56,0,4.83,196,164.24,4.83,9.95,53.14,52.85,0,0,0,0,77.56,26.61,10.54,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1936.8199999999997

44,10:45-11:00,0,0,0,96.61,14.64,0,3.86,6.76,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,12.56,0,4.83,200,164.24,4.83,9.95,53.14,52.85,0,0,0,0,80.9,26.61,10.54,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1944.1599999999999

45,11:00-11:15,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,83.6,26.61,10.44,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1951.6999999999998

46,11:15-11:30,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,85.94,26.61,10.44,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1954.04

47,11:30-11:45,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,70.84,26.61,10.44,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1938.9399999999996

48,11:45-12:00,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,72.38,26.61,10.44,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.61,164.24,82.12,0,0,1940.4799999999996

49,12:00-12:15,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,75.46,26.7,10.26,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1943.56

50,12:15-12:30,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,203,164.24,4.83,9.95,53.14,52.85,0,0,0,0,77,26.7,10.26,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1945.1

51,12:30-12:45,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,210,164.24,4.83,9.95,53.14,52.85,0,0,0,0,68.28,26.7,10.26,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1943.38

52,12:45-13:00,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,210,164.24,4.83,9.95,53.14,52.85,0,0,0,0,68.27,26.7,10.26,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1943.37

53,13:00-13:15,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,210,164.24,4.83,9.95,53.14,52.85,0,0,0,0,68.14,26.7,10.08,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1943.06

54,13:15-13:30,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,210,164.24,4.83,9.95,53.14,52.85,0,0,0,0,67.82,26.7,10.08,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1942.7399999999998

55,13:30-13:45,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,210,164.24,4.83,9.95,53.14,52.85,0,0,0,0,67.29,26.7,10.08,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1942.21

56,13:45-14:00,0,0,0,96.61,14.64,0,2.9,8.69,0,0,0,0,0,0,43.91,0,47.34,0,108.55,48.3,0,43.91,0,48.3,0.97,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,13.53,0,4.83,207,164.24,4.83,9.95,53.14,52.85,0,0,0,0,66.39,26.7,10.08,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1938.31

57,14:00-14:15,0,0,0,96.61,14.64,0,2.9,9.66,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,11.59,0,4.83,193,164.24,4.83,0,53.14,62.8,0,0,0,0,65.16,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1976.1200000000003

58,14:15-14:30,0,0,0,96.61,14.64,0,2.9,9.66,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,11.59,0,4.83,189,164.24,4.83,0,53.14,62.8,0,0,0,0,63.47,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1970.4300000000003

59,14:30-14:45,0,0,0,96.61,14.64,0,2.9,9.66,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,11.59,0,4.83,182,164.24,4.83,0,53.14,62.8,0,0,0,0,61.4,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1961.3600000000001

60,14:45-15:00,0,0,0,96.61,14.64,0,2.9,9.66,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,11.59,0,4.83,175,164.24,4.83,0,53.14,62.8,0,0,0,0,58.97,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1951.9300000000003

61,15:00-15:15,0,0,0,96.61,14.64,0,1.93,11.59,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,8.69,0,4.83,168,164.24,4.83,0,53.14,62.8,0,0,0,0,56.22,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1940.2400000000002

62,15:15-15:30,0,0,0,96.61,14.64,0,1.93,11.59,0,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,8.69,0,4.83,158,164.24,4.83,0,53.14,62.8,0,0,0,0,53.25,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1927.27

63,15:30-15:45,0,0,0,96.61,14.64,0,1.93,11.59,111.1,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,8.69,0,4.83,147,164.24,4.83,0,53.14,62.8,0,0,0,0,50.17,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,2024.29

64,15:45-16:00,0,0,0,96.61,14.64,0,1.93,11.59,111.1,0,0,111.1,0,0,43.91,0,0,0,108.55,39.61,0,43.91,0,48.3,0,14.64,0,37.33,48.3,96.61,48.3,164.24,24.15,0,0,48.3,8.69,0,4.83,137,164.24,4.83,0,53.14,62.8,0,0,0,0,46.88,26.7,9.99,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,2011

65,16:00-16:15,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,53.14,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.82,0,24.15,0,48.3,0,0,0,0,0,37.33,0,5.8,4.83,0,123,164.24,0,62.8,0,0,164.24,14.64,43.91,0,43.42,26.7,10.36,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,2047.87

66,16:15-16:30,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,53.14,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.82,0,24.15,0,48.3,0,0,0,0,0,37.33,0,5.8,4.83,0,109,164.24,0,62.8,0,0,164.24,14.64,43.91,0,39.7,26.7,10.36,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,2030.15

67,16:30-16:45,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,53.14,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.82,0,24.15,0,48.3,0,0,0,0,0,37.33,0,5.8,4.83,0,95,164.24,0,62.8,0,0,164.24,14.64,43.91,0,35.61,26.7,10.36,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,2012.06

68,16:45-17:00,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,53.14,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.82,0,24.15,0,48.3,0,0,0,0,0,37.33,0,5.8,4.83,0,81,164.24,0,62.8,0,0,164.24,14.64,43.91,0,31.36,26.7,10.36,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1993.81

69,17:00-17:15,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.68,0,24.15,0,48.3,0,0,0,0,43.47,37.33,0,0,4.83,0,67,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,26.75,26.7,10.91,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1993.9500000000003

70,17:15-17:30,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.68,0,24.15,0,48.3,0,0,0,0,43.47,37.33,0,0,4.83,0,53,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,22,26.7,10.91,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1975.2000000000003

71,17:30-17:45,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.68,0,24.15,0,48.3,0,0,0,0,43.47,37.33,0,0,4.83,0,35,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,17.49,26.7,13.23,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1955.0100000000002

72,17:45-18:00,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,0,0,0,48.3,0.68,0,24.15,0,48.3,0,0,0,0,43.47,37.33,0,0,4.83,0,21,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,13.44,26.7,13.23,0,0,0,17.56,28.98,13.53,14.49,0,0,20.53,10.63,0,26.7,164.24,82.12,0,0,1936.96

73,18:00-18:15,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.68,0,24.15,0,0,0,0,0,0,43.47,37.33,0,0,4.83,0,11,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,9.02,26.7,14.14,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,26.7,164.24,82.12,0,19.32,2071.4600000000005

74,18:15-18:30,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.68,0,24.15,0,0,0,0,0,0,43.47,37.33,0,0,4.83,0,7,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,6.46,26.7,14.14,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,26.7,164.24,82.12,0,19.32,2064.9000000000005

75,18:30-18:45,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.68,0,24.15,0,0,0,0,0,0,43.47,37.33,0,0,4.83,0,4,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,4.42,26.7,14.14,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,26.7,164.24,82.12,0,19.32,2059.8600000000006

76,18:45-19:00,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.68,0,24.15,0,0,0,0,0,0,43.47,37.33,0,0,4.83,0,1,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,2.69,26.7,14.14,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,26.7,164.24,82.12,0,19.32,2055.1300000000006

77,19:00-19:15,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.72,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,1.3,29,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,25.55,164.24,82.12,0,19.32,2064.53

78,19:15-19:30,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.72,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,25.55,164.24,82.12,0,19.32,2063.2300000000005

79,19:30-19:45,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.72,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,25.55,164.24,82.12,0,19.32,2063.2300000000005

80,19:45-20:00,0,48.3,48.3,96.61,0,0,1.93,11.59,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.72,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,25.55,164.24,82.12,0,19.32,2063.2300000000005

81,20:00-20:15,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,24.6,164.24,82.12,0,19.32,2061.36

82,20:15-20:30,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,24.6,164.24,82.12,0,19.32,2061.36

83,20:30-20:45,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,24.6,164.24,82.12,0,19.32,2061.36

84,20:45-21:00,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,0,0,0,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,19.5,164.24,82.12,0,19.32,2056.26

85,21:00-21:15,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,19.5,164.24,82.12,0,19.32,2231.82

86,21:15-21:30,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,19.5,164.24,82.12,0,19.32,2231.82

87,21:30-21:45,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,4.5,164.24,82.12,0,19.32,2216.82

88,21:45-22:00,0,48.3,48.3,96.61,0,0,1.93,9.66,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.53,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,4.5,164.24,82.12,0,19.32,2216.82

89,22:00-22:15,0,48.3,48.3,96.61,0,0,2.9,7.73,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,11.66,164.24,82.12,0,19.32,2222.56

90,22:15-22:30,0,48.3,48.3,96.61,0,0,2.9,7.73,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,11.66,164.24,82.12,0,19.32,2222.56

91,22:30-22:45,0,48.3,48.3,96.61,0,0,2.9,7.73,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,11.66,164.24,82.12,0,19.32,2222.56

92,22:45-23:00,0,48.3,48.3,96.61,0,0,2.9,7.73,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,162.84,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,15.07,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,11.66,164.24,82.12,0,19.32,2222.56

93,23:00-23:15,0,48.3,48.3,96.61,0,0,2.9,6.76,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,14.79,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,29.5,164.24,82.12,0,19.32,2184.86

94,23:15-23:30,0,48.3,48.3,96.61,0,0,2.9,6.76,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,14.79,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,0,164.24,82.12,0,19.32,2155.36

95,23:30-23:45,0,48.3,48.3,96.61,0,0,2.9,6.76,111.1,0,4.83,111.1,96.61,43.91,0,0,47.34,14.64,108.55,48.3,88.61,0,86.95,48.3,0.77,0,24.15,0,0,0,0,0,0,53.14,37.33,0,0,4.83,0,0,164.24,0,62.8,0,0,164.24,14.64,43.91,33.81,0,29.5,14.79,5.8,67.63,14.49,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.8,0,164.24,82.12,0,19.32,2155.36

