Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/3109,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/8230,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35
73,18:00-18:15,43.02,0,67.5,17.19,0,9,12,8,5,21.07,5,43.57,8.72,22.5,0,0,22.99,22.5,0,0,81.81,27.25,100.27,6.54,26.96,232.2,7,10.49,0,9.78,0,38.5,3.3,0,70.19,53.9,20.76,134.99,26.96,10.74,17.78,43.75,224.98,2.17,2.81,-0,2.81

74,18:15-18:30,43.02,0,67.5,9.76,0,5,9,5,3,16.42,3,34.01,6.8,22.5,0,0,22.58,22.5,0,0,81.81,27.25,100.27,6.54,26.96,232.2,7,10.49,0,9.78,0,38.5,3.3,0,70.19,53.9,20.76,134.99,26.96,10.74,17.78,43.75,224.98,1.51,1.96,-0,1.96

75,18:30-18:45,43.02,0,64.11,7.81,0,3,6,2,1,9.21,1,24.74,4.95,21.38,0,0,22.14,21.38,0,0,81.81,27.25,100.27,6.54,26.96,251.45,8.86,10.49,0,9.78,0,56.42,3.3,0,70.19,83.85,20.76,134.99,26.96,10.74,17.78,43.75,224.98,0,0,-0,0

76,18:45-19:00,43.02,0,64.11,3.9,0,2,4,1,1,0.54,1,16.83,3.37,21.38,0,0,21.62,21.38,0,0,81.81,28.26,100.27,6.54,26.96,270.7,8.86,10.49,0,9.78,0,76.32,3.3,0,70.19,111.61,20.76,134.99,26.96,10.74,17.78,43.75,224.98,0,0,-0,0

77,19:00-19:15,43.02,0,60,0,0,0,2,0,0,0.24,0,8.15,1.63,20,0,0,21.11,20,0,0,81.81,29.27,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,71.68,3.3,0,70.19,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

78,19:15-19:30,43.02,0,60,0,0,0,1,0,0,0.15,0,1.95,0.39,20,0,0,20.92,20,0,0,81.81,29.27,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,81.75,3.3,0,70.19,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

79,19:30-19:45,43.02,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20.73,20,0,0,81.81,30.28,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,86.82,3.3,0,70.19,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

80,19:45-20:00,43.02,0,61.01,0,0,0,0,0,0,0,0,0,0,20.33,0,0,20.59,20.33,0,0,81.81,30.28,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,86.82,3.3,0,70.19,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

81,20:00-20:15,43.02,0,61.5,0,0,0,0,0,0,0,0,0,0,20.5,0,0,20.01,20.5,0,0,81.81,30.28,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

82,20:15-20:30,43.02,0,61.5,0,0,0,0,0,0,0,0,0,0,20.5,0,0,19.28,20.5,0,0,81.81,30.28,100.27,6.54,26.8,270.7,8.86,10.49,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

83,20:30-20:45,43.02,0,61.76,0,0,0,0,0,0,0,0,0,0,20.58,0,0,18.52,20.58,0,0,81.81,29.27,100.27,6.54,26.8,270.7,7.47,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

84,20:45-21:00,43.02,0,62.23,0,0,0,0,0,0,0,0,0,0,20.74,0,0,17.76,20.74,0,0,81.81,29.27,100.27,6.54,26.8,270.7,7.47,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,26.8,10.74,17.78,43.75,224.98,0,0,-0,0

85,21:00-21:15,43.02,0,63.64,0,0,0,0,0,0,0,0,0,0,21.22,0,0,17.47,21.22,0,0,81.81,28.26,100.27,6.54,25.24,270.7,7.19,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,25.24,10.74,17.78,43.75,224.98,0,0,-0,0

86,21:15-21:30,43.02,0,65.08,0,0,0,0,0,0,0,0,0,0,21.69,0,0,17.36,21.69,0,0,81.81,28.26,100.27,6.54,25.24,270.7,7.19,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,25.24,10.74,17.78,43.75,224.98,0,0,-0,0

87,21:30-21:45,43.02,0,66.02,0,0,0,0,0,0,0,0,0,0,22.01,0,0,17.34,22.01,0,0,81.81,28.26,100.27,6.54,21.1,270.7,7.19,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,21.1,10.74,17.78,43.75,224.98,0,0,-0,0

88,21:45-22:00,43.02,0,67.46,0,0,0,0,0,0,0,0,0,0,22.48,0,0,17.34,22.48,0,0,81.81,28.26,100.27,6.54,21.1,270.7,7.19,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,21.1,10.74,17.78,43.75,224.98,0,0,-0,0

89,22:00-22:15,43.02,0,42.75,0,0,0,0,0,0,0,0,0,0,14.26,0,0,17.57,14.26,0,0,81.81,28.26,100.27,6.54,0,270.7,6.9,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

90,22:15-22:30,43.02,0,45.2,0,0,0,0,0,0,0,0,0,0,15.07,0,0,17.9,15.07,0,0,81.81,28.26,100.27,6.54,0,270.7,6.9,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

91,22:30-22:45,43.02,0,48.58,0,0,0,0,0,0,0,0,0,0,16.19,0,0,11.67,16.19,0,0,81.81,29.27,100.27,6.54,0,270.7,6.9,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

92,22:45-23:00,43.02,0,52.61,0,0,0,0,0,0,0,0,0,0,17.54,0,0,11.67,17.54,0,0,81.81,28.26,100.27,6.54,0,270.7,6.9,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

93,23:00-23:15,43.02,0,55.33,0,0,0,0,0,0,0,0,0,0,18.44,0,0,12.33,18.44,0,0,81.81,28.26,100.27,6.54,0,270.7,6.62,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

94,23:15-23:30,43.02,0,57.93,0,0,0,0,0,0,0,0,0,0,19.31,0,0,13.33,19.31,0,0,81.81,28.26,100.27,6.54,0,270.7,6.62,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,0,10.74,15.02,43.75,224.98,0,0,-0,0

95,23:30-23:45,43.02,0,60.68,0,0,0,0,0,0,0,0,0,0,20.22,0,0,14,20.22,0,0,81.81,28.26,100.27,6.54,9,270.7,6.62,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,29,10.74,15.02,43.75,224.98,0,0,-0,0

96,23:45-24:00,43.02,0,63.17,0,0,0,0,0,0,0,0,0,0,21.06,0,0,15,21.06,0,0,81.81,28.26,100.27,6.54,9,270.7,6.62,10.52,0,9.78,0,86.82,3.3,0,115.46,130.23,20.76,134.99,29,10.74,15.02,43.75,224.98,0,0,-0,0

