Block,Time Block,KGSU1AND2,KGSU3AND4,DADRT2,AURY_RF,ANTA_LF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,DADRI_RF,ANTA_RF,AURY_LF,DADRI_LF,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,ANTA_GF,UNCHAHAR2,URI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,RIHAND2,SASAN,TALST2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,RSTPSU1TO6,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,NLCIIST1,KOTESHWR,NLCEXP,NJPC,KKNPPU2,KUDGI,MAPS,KOLDAM,NAPP,NTPL,RAPPB,RAPPD,RAMPUR,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPC,NNTPP,PARBATI2,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,DULHASTI,DHAULIGNGA,FSTPP I & II,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,2.83,49.24,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,94.87,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

55,13:30-13:45,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,2.83,49.24,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,114.6,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

56,13:45-14:00,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,2.83,49.24,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,114.6,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

57,14:00-14:15,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,94.87,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

58,14:15-14:30,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,113.08,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

59,14:30-14:45,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,6.04,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,114.6,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

60,14:45-15:00,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,13.08,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,6.04,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,114.6,0,8.31,29.12,57.3,0,8.8,260.5,0,0,0,0,0

61,15:00-15:15,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,11.87,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,142.81,0,8.31,38.23,57.3,0,8.8,260.5,0,0,0,0,0

62,15:15-15:30,0,0,49.72,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,11.87,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,1.72,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,142.81,0,8.31,39.71,57.3,0,8.8,260.5,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,23.83,35.61,0,11.87,0,0,0.96,0,36.69,16.32,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,8.8,260.5,0,0,0,0,0

64,15:45-16:00,0,0,93.95,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,28.26,35.61,0,14.1,0,0,0.96,10.13,36.69,17.83,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,61.55,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,9.14,289.39,0,0,0,0,0

65,16:00-16:15,0,0,93.95,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,28.26,35.61,0,14.1,0,0,0.96,10.13,36.69,17.83,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,9.14,289.39,0,0,0,0,0

66,16:15-16:30,0,0,93.95,0,0,0,0,0,0,0,0,0,0,0,14.44,0,6.28,0,0,28.26,35.61,0,14.1,0,0,0.96,10.13,36.69,17.83,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,3.83,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,9.14,356.8,0,0,0,0,0

67,16:30-16:45,0,0,121.88,0,0,0,0,0,0,0,0,0,0,15.67,14.44,0,6.28,0,0,28.26,35.61,0,14.1,0,0,0.96,10.13,36.69,17.83,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,5.2,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,9.14,356.8,0,0,0,0,0

68,16:45-17:00,0,0,121.88,0,0,0,0,0,0,0,0,0,0,15.67,14.44,0,6.28,0,0,28.26,35.61,0,14.1,0,0,0.96,10.13,36.69,17.83,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,0,116.17,0,8.31,39.71,57.3,0,9.14,356.8,0,0,0,0,0

69,17:00-17:15,0,0,160.4,0,0,0,0,0,0,0,0,0,0,15.67,14.44,0,6.28,11.24,0,37.12,38.28,0,18.33,0,0,2.14,20.24,36.69,23.15,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,7.24,125.14,0,8.31,43.85,57.3,0,14.43,356.8,0,0,0,0,0

70,17:15-17:30,0,0,203.73,0,0,0,0,0,0,0,0,0,0,31.33,14.44,0,6.28,11.24,0,37.12,38.28,0,18.33,0,0,2.14,30.37,36.69,23.15,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.83,49.24,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,0,24.69,0,0,20.86,4.24,0,0,0,66.51,0,14.46,138.31,0,8.31,43.85,57.3,0,16.52,356.8,0,0,0,0,0

71,17:30-17:45,0,0,251.88,0,0,0,0,0,0,0,0,0,0,31.33,14.44,13.53,6.28,11.24,0,37.12,38.28,0,18.33,0,0,2.14,30.37,36.69,23.15,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.26,49.24,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,1.94,24.69,0,0,20.86,4.24,0,0,0,66.51,0,21.71,142.81,0,8.31,43.85,57.3,0,16.52,356.8,0,0,0,0,0

72,17:45-18:00,0,0,295.22,0,0,0,0,0,0,0,0,0,0,31.33,14.44,13.53,6.28,11.24,0,37.12,38.28,0,18.33,0,0,1.62,30.37,36.69,23.15,119.97,400.85,0,93.63,0,1.04,1.11,0,0,0,2.26,61.55,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,4.61,24.69,0,0,20.86,4.24,0,0,4.13,66.51,0,21.71,142.81,0,8.31,43.85,57.3,0,16.52,356.8,0,0,0,0,0

73,18:00-18:15,0,0,403.98,0,0,0,0,0,0,0,0,0,0,31.33,14.44,13.53,6.28,11.24,0,42.79,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,0,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,4.61,24.69,0,0,20.86,4.24,0,0,4.13,66.51,0,28.95,142.81,0,8.31,37.99,57.3,10.54,16.52,356.8,0,0,0,0,0

74,18:15-18:30,0,0,403.98,0,0,0,0,0,0,0,0,0,0,31.33,14.44,27.06,6.28,11.24,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,4.61,144.78,125.95,5.32,0,10.04,0,106.58,0,0,0,6.92,24.69,0,0,20.86,4.24,0,0,18.91,66.51,0,36.18,142.81,0,8.31,37.99,57.3,21.07,16.52,356.8,0,0,0,0,0

75,18:30-18:45,0,0,408.99,18.61,0,0,0,0,0,23.32,11.48,0,0,31.33,14.44,27.06,12.56,22.47,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,9.22,144.78,125.95,5.32,0,20.08,0,139.79,0,0,0,6.92,24.69,0,0,20.86,5.56,0,0,23.64,66.51,0,36.18,142.81,0,8.31,37.99,57.3,31.62,16.52,328.23,0,0,0,0,0

76,18:45-19:00,0,0,408.99,18.61,0,0,0,0,0,23.32,11.48,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,37.99,58,42.16,16.52,332.48,0,0,0,0,0

77,19:00-19:15,0,0,408.99,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,41.29,58,42.16,16.52,321.31,0,0,0,0,0

78,19:15-19:30,0,0,457.14,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.78,58,42.16,16.52,332.48,0,0,0,0,0

79,19:30-19:45,0,0,457.14,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,16.52,332.48,0,0,0,0,0

80,19:45-20:00,0,0,457.14,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,38.28,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,0,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,16.52,332.48,0,0,0,0,0

81,20:00-20:15,0,0,505.29,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,362.81,0,0,0,0,0

82,20:15-20:30,0,0,528.61,18.61,0,0,0,0,0,23.32,11.63,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,61.55,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,375.96,0,0,0,0,0

83,20:30-20:45,0,0,528.61,0,0,0,0,0,0,1.75,0,0,0,47,14.44,40.59,12.56,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,18.2,144.78,125.95,5.32,0,30.12,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,14.78,66.51,0,28.95,142.81,0,8.31,43.85,57.3,42.16,15.66,389.1,0,0,0,0,0

84,20:45-21:00,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,12.56,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,38.67,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,18.2,144.78,125.95,5.32,0,30.12,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,13.3,66.51,0,28.95,142.81,0,8.31,43.85,57.3,42.16,15.66,389.1,0,0,0,0,0

85,21:00-21:15,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,12.56,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,18.2,144.78,125.95,5.32,0,30.12,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,14.78,66.51,0,28.95,142.81,0,8.31,43.85,57.3,42.16,15.66,401.28,0,0,0,0,0

86,21:15-21:30,0,0,528.61,0,0,0,0,0,0,0,0,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,414.43,0,0,0,0,0

87,21:30-21:45,0,0,528.61,0,0,0,0,0,0,0,0,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,435.13,0,0,0,0,0

88,21:45-22:00,0,0,528.61,0,0,0,0,0,0,0,0,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,2.35,0,0,0,2.26,38.61,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,446.58,0,0,0,0,0

89,22:00-22:15,0,0,528.61,0,0,0,0,0,0,0,0,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,1.72,0,0,0,2.26,49.24,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,448.58,0,0,0,0,0

90,22:15-22:30,0,0,528.61,0,0,0,0,0,0,0,0,0,0,48.53,14.44,41.54,19.7,35.48,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,1.72,0,0,0,2.26,49.24,19.35,144.78,125.95,5.32,0,33.47,0,159.85,0,0,0,9.24,24.69,0,0,20.86,6.26,0,0,75.91,66.51,0,43.41,142.81,0,8.36,43.85,58,42.16,15.66,459.07,0,0,0,0,0

91,22:30-22:45,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,5.09,49.24,9.22,144.78,125.95,5.32,0,20.08,0,159.85,0,0,0,5.6,24.69,0,0,20.86,6.26,0,0,22.17,66.51,0,28.95,142.81,0,8.31,43.85,57.3,31.62,15.66,499.48,0,0,0,0,0

92,22:45-23:00,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,5.09,49.24,4.61,144.78,125.95,5.32,0,10.04,0,159.85,0,0,0,5.6,24.69,0,0,20.86,6.26,0,0,22.17,66.51,0,15.92,142.81,0,8.31,43.85,57.3,21.07,15.66,499.48,0,0,0,0,0

93,23:00-23:15,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,5.09,76.44,0,144.78,125.95,5.32,0,10.04,0,159.85,0,0,0,5.6,24.69,0,0,20.86,6.26,0,0,17.73,66.51,0,15.92,142.81,0,8.31,43.85,57.3,10.54,15.66,499.48,0,0,0,0,0

94,23:15-23:30,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0.49,0,0,0,5.09,76.44,0,144.78,125.95,5.32,0,10.04,0,159.85,0,0,0,5.6,24.69,0,0,20.86,6.26,0,0,17.73,66.51,0,15.92,142.81,0,8.31,43.85,57.3,10.54,15.66,499.48,0,0,0,0,0

95,23:30-23:45,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0,0,0,0,5.09,76.44,0,144.78,125.95,5.32,0,10.04,0,133.21,0,0,0,5.6,24.69,0,0,20.86,5.3,0,0,17.73,66.51,0,15.92,142.81,0,8.31,43.85,57.3,10.54,15.66,499.48,0,0,0,0,0

96,23:45-24:00,0,0,528.61,0,0,0,0,0,0,0,0,0,0,47,14.44,40.59,6.28,33.73,0,42.38,35.08,0,21.13,0,0,1.64,30.37,36.69,26.66,119.97,400.85,0,93.63,0,1.04,0,0,0,0,5.09,76.44,0,144.78,125.95,5.32,0,10.04,0,133.21,0,0,0,5.6,24.69,0,0,20.86,5.3,0,0,17.73,66.51,0,15.92,142.81,0,8.31,43.85,57.3,10.54,15.66,499.48,0,0,0,0,0

