Block,Time Block,BRBCL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RAPPB,TALST2,SINGRAULI_HYDRO,TALA,SINGRAULI,URI,TEHRI,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NAPP,KUDGI,KOTESHWR,DADRT2,DULHASTI,KGSU1AND2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,9.78,84.55,8.56,0,0,2.71,17.56,1.57,10.03,0,11.42,0,16.47,0,0,0,2.04,0,0,0,110.3,0,2.36,44.29,0,9.36,319.15,52.85,0,0,6.32,10.36,391.85,13.02,38.96,20.16,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

58,14:15-14:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,9.78,84.55,8.56,0,0,2.71,17.56,1.57,10.03,0,11.42,0,16.47,0,0,0,2.04,0,0,0,110.3,0,2.36,44.29,0,9.36,330.43,52.85,0,0,6.32,10.36,391.85,13.02,38.96,20.16,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

59,14:30-14:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,10.05,84.55,48.79,0,0,2.71,17.56,1.57,10.03,0,11.42,0,16.47,0,0,0,2.04,0,0,0,123.84,0,2.66,44.29,0,9.36,330.43,52.85,0,0,0,10.36,391.85,13.02,38.96,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

60,14:45-15:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,10.05,84.55,48.79,0,0,2.71,17.56,1.57,10.03,0,11.42,0,19.02,0,0,0,2.04,0,0,0,123.84,0,2.66,44.29,0,9.36,330.43,52.85,0,0,0,10.36,391.85,13.02,38.96,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

61,15:00-15:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,10.05,84.55,12.84,0,0,2.71,17.56,1.57,10.03,0,7.71,0,19.02,0,0,0,2.04,0,0,0,123.84,0,2.66,44.29,0,9.36,330.43,52.85,0,0,0,10.36,478.28,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

62,15:15-15:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,10.05,84.55,12.84,0,0,2.71,17.56,1.57,10.03,0,7.71,0,19.02,0,0,0,2.04,0,0,0,123.84,0,2.66,44.29,0,9.36,330.43,52.85,0,0,0,10.36,488.77,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

63,15:30-15:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,10.05,84.55,12.84,0,0,2.71,17.56,1.57,10.03,0,7.71,0,19.02,0,0,0,2.04,0,0,0,123.84,0,2.66,44.29,0,9.36,330.43,52.85,0,0,0,10.36,488.77,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

64,15:45-16:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,10.05,84.55,12.84,0,0,2.71,17.56,1.57,10.03,0,7.71,0,19.02,0,0,0,2.04,0,0,0,148.62,0,3.19,44.29,0,9.36,330.43,52.85,0,0,0,10.36,488.77,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

65,16:00-16:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,9.78,84.55,8.56,17.17,0,2.71,17.56,1.57,10.03,0,11.42,0,19.02,0,0,0,2.04,0,0,0,148.62,0,3.19,44.29,0,9.36,330.43,52.85,0,0,0,10.36,488.77,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

66,16:15-16:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,9.78,84.55,8.56,17.17,0,2.71,17.56,1.57,10.03,0,11.42,0,19.02,0,0,0,2.04,0,0,0,148.62,0,3.19,44.29,0,9.36,330.43,52.85,0,0,0,10.36,488.77,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

67,16:30-16:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,8.92,84.55,8.56,17.17,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,14.98,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,0,0,10.36,566.3,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

68,16:45-17:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,8.92,84.55,8.56,17.17,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,14.98,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,0,0,10.36,641.47,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

69,17:00-17:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,8.55,84.55,48.79,34.35,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,14.98,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,0,0,10.36,466.97,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

70,17:15-17:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,8.27,84.55,48.79,34.35,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,13.62,0,10.36,466.97,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

71,17:30-17:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,8.27,84.55,8.56,51.52,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,13.62,6.32,10.36,466.97,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

72,17:45-18:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,0,123.67,0,0,0,7.98,84.55,8.56,51.52,0,2.71,20.01,1.57,10.03,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,332.46,52.85,0,27.23,12.58,10.36,466.97,13.02,29.59,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

73,18:00-18:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,4.96,123.67,0,0,0,8.41,84.55,8.56,68.69,0,2.71,20.31,1.57,10.03,0,11.42,0,19.02,0,0,0,12.26,0,0,0,148.62,0,3.19,44.29,0,18.72,332.46,52.85,0,40.85,12.58,20.71,466.97,26.02,38.96,20.16,0,43.54,44.82,0,0,2.36,1.4,0,0,0,0,0

74,18:15-18:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,10.5,123.67,0,0,0,8.11,84.55,8.56,68.69,0,2.71,20.31,1.57,10.03,0,11.42,0,19.02,0,0,0,52.44,0,0,0,148.62,0,3.19,44.29,0,28.09,332.46,52.85,0,40.85,12.58,31.09,466.97,31.81,38.96,20.16,0,43.54,44.82,0,0,2.36,2.79,0,0,0,0,0

75,18:30-18:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,76.94,16.84,123.67,0,0,0,7.84,84.55,8.56,74.53,0,2.71,20.31,1.57,10.03,0,12.29,0,19.02,0,0,0,52.44,0,0,0,148.62,0,3.19,44.29,0,37.45,332.46,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.51,2.79,0,0,0,0,0

76,18:45-19:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,76.94,16.84,123.67,0,0,0,7.98,84.55,8.56,74.53,0,2.71,20.31,1.57,10.03,0,12.29,0,19.02,0,0,0,52.44,0,0,0,148.62,0,3.19,44.29,0,37.45,332.46,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

77,19:00-19:15,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,76.94,16.84,123.67,0,0,0,8.11,84.55,48.79,74.53,0,2.71,20.31,1.57,12.89,0,10.3,0,19.02,0,0,0,52.44,0,0,0,148.62,0,3.19,44.29,0,37.45,332.46,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

78,19:15-19:30,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,76.94,16.84,123.67,0,0,0,8.11,84.55,48.79,74.53,0,2.71,20.31,1.57,12.89,0,10.3,0,19.02,0,0,0,52.44,0,0,0,148.62,0,3.19,44.29,0,37.45,351.36,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

79,19:30-19:45,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,49.56,16.84,123.67,0,0,0,8.21,84.55,8.56,74.53,0,2.71,20.31,1.57,12.89,0,10.3,0,19.02,0,0,0,35.41,0,0,0,148.62,0,3.19,44.29,0,37.45,369.11,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

80,19:45-20:00,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,37.73,16.84,123.67,0,0,0,8.27,84.55,8.56,74.53,0,2.71,20.31,1.57,12.89,0,10.3,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,37.45,369.11,53.38,0,40.85,18.96,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

81,20:00-20:15,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,37.73,16.84,123.67,0,0,0,8.43,84.55,8.56,74.53,0,2.71,20.31,1.57,12.89,0,10.3,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,37.45,380.65,53.38,0,40.85,12.58,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

82,20:15-20:30,14.54,0,0,0,0,0,0,36.17,0,29.59,0,0,17.21,56.31,338.23,45.87,0,0,0,58.37,0,37.73,16.84,123.67,0,0,0,8.64,84.55,8.56,74.53,0,2.71,20.31,1.57,12.89,0,12.29,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,37.45,396.78,53.38,0,40.85,12.58,32.7,466.97,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

83,20:30-20:45,14.54,0,0,0,0,0,0,4.35,0,4.56,0,0,2.45,56.31,338.23,45.87,0,0,0,58.37,0,37.73,11.21,123.67,0,0,0,8.98,84.55,8.56,73.71,0,2.71,20.31,1.57,10.03,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,20.8,396.78,52.85,0,40.85,1.07,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

84,20:45-21:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,11.21,123.67,0,0,0,9.06,84.55,48.79,73.71,0,2.71,20.31,1.57,10.03,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,18.72,418.29,52.85,0,40.85,1.07,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

85,21:00-21:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,37.73,11.21,123.67,0,0,0,9.06,84.55,48.79,73.71,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,18.72,434.41,52.85,0,40.85,1.07,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

86,21:15-21:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,11.21,123.67,0,0,0,9.12,84.55,10.7,73.71,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,18.72,434.41,52.85,0,40.85,1.07,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

87,21:30-21:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,11.21,123.67,0,0,0,9.26,84.55,10.7,73.71,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,18.72,460.93,52.85,0,40.85,1.07,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

88,21:45-22:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,11.21,123.67,0,0,0,9.4,84.55,10.7,74.33,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,18.72,501.46,52.85,0,40.85,2.13,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

89,22:00-22:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,16.84,123.67,0,0,0,9.46,84.55,12.84,74.53,0,2.71,20.31,1.57,14.32,0,12.29,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,31.21,540.59,53.38,0,40.85,18.96,32.7,515.43,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

90,22:15-22:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,16.84,123.67,0,0,0,9.63,84.55,14.97,74.53,0,2.71,20.31,1.57,14.32,0,12.29,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,31.21,569.71,53.38,0,40.85,18.96,32.7,515.43,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

91,22:30-22:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,16.84,123.67,0,0,0,9.74,84.55,14.97,74.53,0,2.71,20.31,1.57,14.32,0,12.29,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,31.21,598.82,53.38,0,40.85,18.96,32.7,515.43,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

92,22:45-23:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,16.84,123.67,0,0,0,9.74,84.55,14.97,74.53,0,2.71,20.31,1.57,14.32,0,12.29,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,31.21,627.93,53.38,0,40.85,18.96,32.7,515.43,44.24,40.14,20.16,0,43.54,44.82,0,0,3.89,2.79,0,0,0,0,0

93,23:00-23:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,11.22,123.67,0,0,0,9.74,84.55,14.97,68.69,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,20.8,656.76,52.85,0,40.85,6.32,31.09,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,1.4,0,0,0,0,0

94,23:15-23:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,5.61,123.67,0,0,0,9.78,84.55,14.97,68.69,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,663.83,52.85,0,27.23,6.32,20.71,515.43,42.86,38.96,20.16,0,43.54,44.82,0,0,3.89,1.4,0,0,0,0,0

95,23:30-23:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,0,123.67,0,0,0,9.83,84.55,42.8,68.69,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,663.83,52.85,0,27.23,6.32,20.71,515.43,28.57,38.96,20.16,0,43.54,44.82,0,0,3.89,1.4,0,0,0,0,0

96,23:45-24:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,61.95,0,123.67,0,0,0,9.83,84.55,42.8,68.69,0,2.71,20.31,1.57,14.32,0,11.42,0,19.02,0,0,0,3.82,0,0,0,148.62,0,3.19,44.29,0,9.36,663.83,52.85,0,27.23,6.32,20.71,515.43,28.57,38.96,20.16,0,43.54,44.82,0,0,3.89,1.4,0,0,0,0,0

