Time,Block,NR/2024/20190/C,NR/2024/19355/A/18845,NR/2024/19637/A/18692,NR/2024/19760/A/18653,NR/2024/19683/A/18286,NR/2024/19588/A/18353,NR/2024/20052/A/18505,NR/2024/19966/A/18666,NR/2024/20215/C,NR/2024/19432/A/18775,NR/2024/20130/A/18699,NR/2024/19475/A/18687,NR/2024/19699/A/18772,NR/2024/20142/A/18870,NR/2024/20221/C,NR/2024/20109/A/18843,NR/2024/20218/C,NR/2024/20040/A/18712,NR/2024/20033/A/18759,NR/2024/20050/A/18611,NR/2024/20031/A/18755,NR/2024/20048/A/18613,NR/2024/20141/A/18871,NR/2024/20037/A/18652,NR/2024/20082/A/18713,NR/2024/20034/A/18753,NR/2024/20090/A/18621,NR/2024/20041/A/18615,NR/2024/19779/A/18578,NR/2024/20194/C,NR/2024/20209/C,NR/2024/20144/A/18872,NR/2024/19918/A/18715,NR/2024/20193/C,Total
65,16:00-16:15,4.52,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,963

66,16:15-16:30,3.99,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,962.47

67,16:30-16:45,3.46,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,961.94

68,16:45-17:00,2.94,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,961.42

69,17:00-17:15,2.4,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,960.88

70,17:15-17:30,1.87,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,960.35

71,17:30-17:45,1.34,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,959.82

72,17:45-18:00,0.96,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,19.330000,0.000000,0.880000,13.530000,111.430000,959.44

73,18:00-18:15,0.66,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,995.57

74,18:15-18:30,0.36,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,995.27

75,18:30-18:45,0.16,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,995.07

76,18:45-19:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,183.620000,0.000000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,994.91

77,19:00-19:15,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,48.320000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1101.21

78,19:15-19:30,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,48.320000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1101.21

79,19:30-19:45,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,48.320000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1101.21

80,19:45-20:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,48.320000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1101.21

81,20:00-20:15,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,96.640000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1149.53

82,20:15-20:30,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,96.640000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1149.53

83,20:30-20:45,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,96.640000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1149.53

84,20:45-21:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,0.000000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,96.640000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.820000,0.000000,0.000000,0.880000,13.530000,167.190000,1149.53

85,21:00-21:15,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,193.280000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.770000,0.000000,0.000000,0.880000,13.530000,167.190000,1439.4

86,21:15-21:30,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,193.280000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.770000,0.000000,0.000000,0.880000,13.530000,167.190000,1439.4

87,21:30-21:45,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,193.280000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.770000,0.000000,0.000000,0.880000,13.530000,167.190000,1439.4

88,21:45-22:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,0.000000,241.600000,193.280000,14.500000,12.450000,0.000000,37.330000,0.000000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.770000,0.000000,0.000000,0.880000,13.530000,167.190000,1439.4

89,22:00-22:15,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.720000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.31

90,22:15-22:30,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.720000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.31

91,22:30-22:45,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.720000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.31

92,22:45-23:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.720000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.31

93,23:00-23:15,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.630000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.22

94,23:15-23:30,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.630000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.22

95,23:30-23:45,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.630000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.22

96,23:45-24:00,0,96.640000,0.000000,0.000000,1.930000,66.870000,8.700000,0.000000,193.280000,24.160000,0.480000,193.280000,48.320000,0.520000,96.640000,241.600000,193.280000,14.500000,12.450000,163.080000,37.330000,54.360000,0.350000,72.480000,11.600000,37.330000,1.930000,0.000000,0.630000,0.000000,96.640000,0.880000,13.530000,111.430000,1794.22

