Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5428,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9042,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/9061,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01
77,19:00-19:15,7.83,23.51,0,0,0,0,0,0,0,0,0,0,0,19.67,19.66,6.66,7.83,0,6.8,3.78,0,2.28,33.35,3.42,0,11.11,22.24,0,26.87,11.11,0,70.39,33.35,26.87,0,33.35,273,50,27.75,100.84,150,3.3,87.09,61.79

78,19:15-19:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,18,18,6.66,7.5,0,6.8,3.78,0,2.28,33.35,3.42,0,11.11,22.24,0,26.87,11.11,0,70.39,33.35,26.87,0,33.35,273,50,27.75,85.22,150,3.3,68.1,61.79

79,19:30-19:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,16.33,16.34,6.66,7.5,0,6.8,3.78,0,2.28,33.35,3.42,0,11.11,22.24,0,26.87,11.11,0,70.39,33.35,26.87,0,33.35,273,50,27.75,100.84,150,3.3,87.09,83.03

80,19:45-20:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,6.8,3.78,0,2.28,33.35,3.42,0,11.11,22.24,0,26.87,11.11,0,70.39,33.35,26.87,0,33.35,273,50,27.75,100.84,150,3.3,87.09,82.07

81,20:00-20:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,13.67,13.66,6.66,7.5,0,6.8,3.78,0,2.23,26.33,3.11,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.22,68.1,100.59

82,20:15-20:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,13.33,13.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,3.11,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.22,68.1,100.59

83,20:30-20:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,13.33,13.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,3.11,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.53,68.1,100.59

84,20:45-21:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,13.33,13.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,3.11,0,8.78,17.55,0,26.15,8.78,0,70.39,26.33,26.15,0,26.33,273,50,27.75,112.23,200,3.53,68.1,100.59

85,21:00-21:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.33,14.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.46,68.1,100.59

86,21:15-21:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15.33,15.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.46,68.1,100.59

87,21:30-21:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15.33,15.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.46,68.1,100.59

88,21:45-22:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15.67,15.66,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,0,70.39,26.33,26.87,0,26.33,273,50,27.75,112.23,200,3.46,68.1,100.59

89,22:00-22:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15.33,15.34,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,231.72,50,27.75,112.23,200,3.3,68.1,100.59

90,22:15-22:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15,15,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.75,112.23,200,3.3,68.1,100.59

91,22:30-22:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,15,15,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.3,68.1,100.59

92,22:45-23:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.95,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.3,68.1,100.59

93,23:00-23:15,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.8,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.07,68.1,100.59

94,23:15-23:30,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,6.8,3.78,0,2.23,26.33,2.8,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.07,68.1,100.59

95,23:30-23:45,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,9.74,3.78,0,2.23,26.33,2.8,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.07,68.1,100.59

96,23:45-24:00,7.5,22.5,0,0,0,0,0,0,0,0,0,0,0,14.67,14.66,6.66,7.5,0,11.6,3.78,0,2.23,26.33,2.8,0,8.78,17.55,0,26.87,8.78,95.12,70.39,26.33,26.87,285.39,26.33,193.1,50,27.25,206.18,200,3.07,68.1,100.59

