Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNA/NR/2025/08/01/6187,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/4452,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/5784,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/6475,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/6452,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/5126,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6209
66,16:15-16:30,98.55,40.33,23,132.22,40,32.86,76.66,33,37,16,26.44,49,20,76.67,46.92,33,32.86,0,37.46,41.02,10.1,10.88,8.78,8.52,70.27,15.27,19.55,231.24,102.57,96.35,-0,20.79,56.48,26.95,3.24,27.75,8.76,48.18,3.56,24.09,10.75,8.52,6.58,6.78,26.95,24.09,100.38,19.27,8.76,96.35

67,16:30-16:45,97.9,40,21,117.98,30,32.63,75,33,30,8,23.6,45,15,75,35.17,33,32.63,0,37.87,41.02,10.1,10.88,8.78,7.29,70.27,15.27,19.55,270.98,102.57,96.35,-0,20.79,56.48,26.95,3.24,27.75,8.76,48.18,3.56,24.09,10.75,7.29,5.63,6.78,26.95,24.09,100.38,19.27,8.76,96.35

68,16:45-17:00,97.59,39.67,19,103.87,27,32.54,75,33,27,5,20.77,40,13,75,30.99,33,32.54,0,33.42,41.02,10.1,10.88,8.78,6.06,70.27,15.27,19.55,270.98,102.57,96.35,-0,20.79,56.48,26.95,3.24,27.75,8.76,48.18,3.56,24.09,10.75,6.06,4.68,6.76,26.95,24.09,100.38,19.27,8.76,96.35

69,17:00-17:15,95.24,39.33,16,73.37,17,31.75,74.51,33,22,2,14.68,33,8,74.5,25,33,31.75,0,28.8,41.02,10.1,10.49,9.35,4.64,70.27,15.27,19.55,270.98,130.36,96.35,-0,20.79,76.4,26.95,3.24,28.26,8.76,48.18,3.56,24.09,10.75,4.64,3.58,6.76,26.95,24.09,100.38,19.27,8.76,96.35

70,17:15-17:30,93.49,38,12,61.87,15,31.17,73.41,33,19,0,12.37,30,7,73.4,21.67,33,31.17,0,23.98,41.02,10.1,10.49,9.35,3.78,70.27,15.27,19.55,270.98,130.36,96.35,-0,20.79,76.4,26.95,3.24,28.26,8.76,48.18,3.56,24.09,10.75,3.78,2.92,6.76,26.95,24.09,100.38,19.27,8.76,96.35

71,17:30-17:45,93,37.33,9,50.53,15,31,72.37,29,18,0,10.11,19,7,72.36,18.33,24.5,31,0,18.53,41.02,10.1,10.49,9.35,2.65,70.27,15.27,19.55,270.98,130.36,96.35,-0,20.79,76.4,26.95,3.24,28.26,8.76,48.18,3.56,24.09,10.75,2.65,2.05,6.76,26.95,24.09,100.38,19.27,8.76,96.35

72,17:45-18:00,90,36.33,7,39.82,13,30,72.52,19.3,15,0,7.96,15,7,72.51,13.33,15.7,30,0,13.45,39.42,10.1,10.49,9.35,2.03,70.27,15.27,19.55,270.98,130.36,96.35,-0,20.79,76.4,26.95,3.24,28.26,8.76,48.18,3.56,24.09,10.75,2.03,1.57,6.76,26.95,24.09,100.38,19.27,8.76,96.35

73,18:00-18:15,86.04,35,5,29.43,10,28.69,70.82,0,12,0,5.89,10,5,70.83,10,0,28.69,0,8.79,40.76,16.83,10.49,9.71,1.49,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,26.94,2.77,28.26,14.6,48.18,2.02,24.09,10.75,1.49,1.15,5.96,26.94,24.09,100.38,0,14.6,48.18

74,18:15-18:30,83.12,33.33,3,20.97,7,27.7,68.7,0,7,0,4.2,7,3,68.7,6,0,27.7,0,4.84,40.13,16.83,10.49,9.71,1.03,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,26.94,2.77,28.26,14.6,48.18,2.02,24.09,10.75,1.03,0.8,5.96,26.94,24.09,100.38,0,14.6,48.18

75,18:30-18:45,82.94,29.99,1,13.96,5,27.64,66.2,0,4,0,2.79,3,3,66.19,1.63,0,27.64,0,1.53,43.45,16.83,10.49,9.71,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,26.94,2.77,28.26,14.6,48.18,2.02,24.09,10.75,0,0,5.96,26.94,24.09,100.38,0,14.6,48.18

76,18:45-19:00,82.94,28.44,1,7.12,3,27.65,64.18,0,3,0,1.42,2,2,64.18,0.72,0,27.65,0,0,42.98,16.83,10.49,9.71,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,26.94,2.77,28.26,14.6,48.18,2.02,24.09,10.75,0,0,5.96,26.94,24.09,100.38,0,14.6,48.18

77,19:00-19:15,81.86,27.35,0,3.65,1,27.28,61.14,0,1,0,0.73,1,0,61.15,0.48,0,27.28,0,0,43.22,16.83,10.49,9.71,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,30.27,14.6,48.18,6.54,24.09,10.75,0,0,12.67,26.58,24.09,100.38,0,14.6,48.18

78,19:15-19:30,80.64,26.42,0,0.47,0,26.88,58.29,0,0,0,0.09,0,0,58.3,0.14,0,26.88,0,0,44.14,16.83,10.49,9.71,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,30.27,14.6,48.18,6.54,24.09,10.75,0,0,12.67,26.58,24.09,100.38,0,14.6,48.18

79,19:30-19:45,85.01,25.63,0,0.25,0,28.33,55.1,0,0,0,0.05,0,0,55.09,0,0,28.33,0,0,43.45,16.83,10.49,9.71,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,30.27,14.6,48.18,6.54,24.09,10.75,0,0,12.67,11.12,24.09,100.38,0,14.6,48.18

80,19:45-20:00,79.99,24.83,0,0,0,26.67,52.18,0,0,0,0,0,0,52.19,0,0,26.67,0,0,43.22,16.83,10.49,9.71,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,29.26,14.6,48.18,6.54,24.09,10.75,0,0,12.67,11.12,24.09,100.38,0,14.6,48.18

81,20:00-20:15,75,23.3,0,0,0,25,49.64,0,0,0,0,0,0,49.65,0,0,25,0,0,43.22,16.83,10.49,9.35,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,29.26,14.6,48.18,6.54,24.09,10.75,0,0,12.67,11.12,24.09,100.38,0,14.6,48.18

82,20:15-20:30,70.01,21.62,0,0,0,23.33,47.61,0,0,0,0,0,0,47.61,0,0,23.33,0,0,42.98,16.83,10.49,9.35,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,29.26,14.6,48.18,6.54,24.09,10.75,0,0,12.67,11.12,24.09,100.38,0,14.6,48.18

83,20:30-20:45,64.99,19.87,0,0,0,21.67,47.61,0,0,0,0,0,0,47.61,0,0,21.67,0,0,42.98,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,29.26,14.6,48.18,6.54,24.09,10.75,0,0,12.67,0,24.09,100.38,0,14.6,48.18

84,20:45-21:00,60,18.15,0,0,0,20,46.66,0,0,0,0,0,0,46.67,0,0,20,0,0,42.75,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,5.91,29.26,14.6,48.18,6.54,24.09,10.75,0,0,12.67,0,24.09,100.38,0,14.6,48.18

85,21:00-21:15,55.01,17.28,0,0,0,18.33,45.96,0,0,0,0,0,0,45.95,0,0,18.33,0,0,41.37,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

86,21:15-21:30,49.99,16.76,0,0,0,16.67,44.81,0,0,0,0,0,0,44.82,0,0,16.67,0,0,41.6,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

87,21:30-21:45,45,16.35,0,0,0,15,44.04,0,0,0,0,0,0,44.04,0,0,15,0,0,44.02,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

88,21:45-22:00,42.49,16.01,0,0,0,14.17,43.28,0,0,0,0,0,0,43.29,0,0,14.17,0,0,44.02,16.83,10.49,8.41,0,115.61,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

89,22:00-22:15,50.36,16.14,0,0,0,16.79,43.97,0,0,0,0,0,0,43.96,0,0,16.79,0,0,44.02,16.83,10.49,8.12,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

90,22:15-22:30,48.67,16.49,0,0,0,16.23,45.14,0,0,0,0,0,0,45.13,0,0,16.23,0,0,44.02,16.83,10.49,8.12,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

91,22:30-22:45,45.09,16.92,0,0,0,15.04,46.66,0,0,0,0,0,0,46.66,0,0,15.04,0,0,44.02,16.83,10.49,8.12,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

92,22:45-23:00,44.1,17.41,0,0,0,14.7,48.1,0,0,0,0,0,0,48.11,0,0,14.7,0,0,44.02,16.83,10.49,8.12,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,28.26,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

93,23:00-23:15,43.13,17.97,0,0,0,14.38,49.19,0,0,0,0,0,0,49.2,0,0,14.38,0,0,44.02,16.83,10.49,7.94,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

94,23:15-23:30,43.83,18.56,0,0,0,14.62,50.21,0,0,0,0,0,0,50.21,0,0,14.62,0,0,44.02,16.83,10.49,7.94,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

95,23:30-23:45,43.29,19.21,0,0,0,14.44,50.95,0,0,0,0,0,0,50.94,0,0,14.44,0,0,44.02,16.83,10.49,7.94,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

96,23:45-24:00,41.9,19.85,0,0,0,13.97,51.88,0,0,0,0,0,0,51.87,0,0,13.97,0,0,44.02,16.83,10.49,7.94,0,64.28,0,19.55,270.98,130.36,96.35,-0,20.79,86.91,30,3.72,27.25,14.6,48.18,6.54,24.09,10.75,0,0,9.69,0,24.09,100.38,0,14.6,48.18

