Block,Time,CHAMERA1,URI,RIHAND3,DULHASTI,UNCHAHAR1,URI2,UNCHAHAR3,AURY_LF,ANTA_LF,RAPPC,KOLDAM,KISHANGANGA,TEHRI,DADRI_RF,SALAL,DADRI_CRF,BSIUL,RIHAND2,DADRI_GF,NJPC,RIHAND1,ANTA_RF,RAPPB,ANTA_CRF,SINGRAULI_HYDRO,TANDA2,NAPP,SINGRAULI,DHAULIGNGA,JHAJJAR,DADRT2,CHAMERA2,CHAMERA3,TANAKPUR,KOTESHWR,AURY_RF,RAMPUR,SEWA2,UNCHAHAR2,UNCHAHAR4,ANTA_GF,DADRI_LF,AURY_CRF,PARBATI3,AURY_GF,TALA,SOLAPUR,MOUDA_II,NTPL,GANDHAR-RLNG,SASAN,KAWAS-RLNG,RSTPSU1TO6,RSTPSU7,GANDHAR-NAPM,KSTPS7,NLCTS2EXP,KHARGONE-I,SIPAT I,NLCIIST1,GANDHAR-APM,LARA-I,VSTPS I,KGSU3AND4,VSTPS V,GADARWARA-I,NLCEXP,KSTPS I&II,KAWAS-NAPM,NLCIIST2,GANDHAR-ComGas,NNTPP,VSTPS II,MAPS,KHSTPP-I,VSTPS III,KKNP,BRBCL,VSTPS IV,KAWAS-zLIQ,TAPS-II,KAPS,SIMHST2,FSTPP I & II,KUDGI,KAWAS-ComGas,KAWAS-APM,VALLURNTECL,KHSTPP-II,TALST2,MOUDA,SIPAT II,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,40.651823,51.110784,123.890121,54.905879,5.967458,36.529383,13.605933,0.000000,0.000000,62.950813,5.160066,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,589.525934,364.199112,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

84,20:45-21:00,40.651823,51.110784,123.890121,54.905879,5.967458,36.529383,13.605933,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,47.071458,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,30.254983,537.435025,364.200837,44.776114,32.310138,0.000000,26.868491,0.000000,2.867505,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,18.398866,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

85,21:00-21:15,40.651823,46.851552,123.890121,54.905879,12.424785,36.529383,14.867189,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,47.071458,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.823874,20.169989,589.525934,364.785675,44.776114,32.310138,0.000000,26.868491,0.000000,2.867505,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,4.245892,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.99,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

86,21:15-21:30,40.651823,46.851552,123.890121,54.905879,12.424785,36.529383,14.867189,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,47.071458,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.823874,10.084994,589.525934,364.786925,44.776114,32.310138,0.000000,26.868491,0.000000,2.867505,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.14,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

87,21:30-21:45,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,47.071458,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.823874,10.084994,598.799794,365.178309,44.776114,32.310138,0.000000,26.868491,0.000000,2.867505,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.16,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

88,21:45-22:00,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,47.071458,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.823874,10.084994,598.799794,391.309128,44.776114,32.310138,0.000000,26.868491,0.000000,2.867505,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.17,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

89,22:00-22:15,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,5.160066,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,138.994109,10.084994,598.799794,391.309128,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.90,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.39,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.19,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

90,22:15-22:30,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.791312,10.084994,598.799794,400.954128,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.90,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.39,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.22,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

91,22:30-22:45,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.988053,10.084994,598.799794,420.244128,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.90,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.32,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.22,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

92,22:45-23:00,40.651823,46.851552,123.890121,54.905879,17.263682,36.529383,21.841006,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.988053,10.084994,598.799794,434.711628,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.30,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.24,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

93,23:00-23:15,40.651823,46.851552,123.890121,54.905879,21.643380,36.529383,26.379075,0.000000,0.000000,62.950813,4.690970,6.187132,47.685823,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,88.187427,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,643.395416,468.469128,44.776114,21.518384,0.000000,17.625730,0.000000,2.707564,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.30,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.25,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

94,23:15-23:30,40.651823,46.851552,123.890121,54.905879,21.643380,36.529383,26.379075,0.000000,0.000000,62.950813,3.040444,6.187132,47.685823,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,66.814945,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,643.395416,492.581628,44.776114,21.518384,0.000000,8.812865,0.000000,2.056378,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.30,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.27,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

95,23:30-23:45,40.651823,46.851552,123.890121,54.905879,21.643380,35.210761,26.379075,0.000000,0.000000,62.950813,1.563656,6.187132,47.685823,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,41.499966,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,643.395416,492.581628,44.776114,21.518384,0.000000,8.812865,0.000000,1.279524,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.30,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.28,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

96,23:45-24:00,40.651823,46.851552,123.890121,54.905879,21.643380,35.210761,26.379075,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,20.749983,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,643.395416,492.581628,44.776114,21.518384,0.000000,8.812865,0.000000,0.639762,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,1.00,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.447618,0.000000,1.30,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.31,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

