Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/4452,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/3698,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/4125,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36
69,17:00-17:15,2,33,44.02,8.16,5.93,1.67,17.81,5.93,8.15,34.94,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.68,-0,70.4,0,41.03,15.3,33,16,12,16.23,27.77,28,0,81.17,32,5.36,271.49,29.27,14.62,5.36,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,4.14

70,17:15-17:30,0,33,44.02,9.35,5.93,1.67,17.76,5.93,9.34,28.72,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.68,-0,70.4,0,41.03,15.3,29,13,8,13.85,22.96,24,0,69.24,27,4.48,271.49,29.77,14.62,4.48,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,3.47

71,17:30-17:45,0,24.9,44.02,9.34,7.17,7.33,21.49,7.17,9.34,22.33,26.75,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.68,-0,70.4,0,41.03,15.3,19,10,7,13.93,18.15,19,0,69.65,20,2.52,271.49,29.77,14.62,2.52,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,1.94

72,17:45-18:00,0,14.78,44.02,9.34,7.17,7.33,21.49,7.17,9.34,16.43,15.87,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.68,-0,70.4,0,41.03,15.3,15,7,7,11.13,13.35,15,0,55.64,15,1.85,271.49,29.77,14.62,1.85,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,1.43

73,18:00-18:15,0,0,44.02,15,7.17,7.33,21.49,7.17,15,8.25,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,19.68,-0,70.4,0,41.03,0,10,6,5,8.73,10.69,9,0,43.64,12,1.28,271.49,29.77,14.62,1.28,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,1

74,18:15-18:30,0,0,44.02,15,7.17,7.33,21.49,7.17,15,4,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,19.68,-0,70.4,0,41.03,0,7,5,3,6.56,8.03,6,0,32.78,9,0.82,271.49,29.27,14.62,0.82,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0.63

75,18:30-18:45,0,0,44.02,38.05,7.17,11,21.49,7.17,38.04,0.88,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,19.68,-0,70.4,0,41.03,0,3,3,1,4.45,5.37,3,0,22.26,6,0,271.49,29.27,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

76,18:45-19:00,0,0,44.02,38.05,7.17,10.67,21.49,7.17,38.04,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,19.68,-0,70.4,0,41.03,0,2,2,1,1.7,1.24,2,0,8.52,3,0,271.49,29.77,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

77,19:00-19:15,0,0,44.02,15,7.17,7.33,21.49,7.17,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,78.92,0,41.03,0,1,1,0,0.69,0.7,1,0,3.46,1,0,271.49,29.77,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

78,19:15-19:30,0,0,44.02,15,7.5,7.33,22.5,7.5,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,87.44,0,41.03,0,0,0,0,0.17,0,0,0,0.85,0,0,271.49,29.77,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

79,19:30-19:45,0,0,44.02,15,5.6,4.25,16.81,5.6,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,95.95,0,41.03,0,0,0,0,0.04,0,0,0,0.2,0,0,271.49,29.77,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

80,19:45-20:00,0,0,44.02,15,6.22,4.82,18.63,6.22,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,29.27,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

81,20:00-20:15,0,0,44.02,15,5.45,3.84,16.34,5.45,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.25,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

82,20:15-20:30,0,0,44.02,15,5.77,4.16,17.29,5.77,15,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.25,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

83,20:30-20:45,0,0,44.02,16.96,6.01,4.52,18.03,6.01,16.97,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.25,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

84,20:45-21:00,0,0,44.02,16.68,6.22,4.9,18.65,6.22,16.69,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.25,14.62,0,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,0

85,21:00-21:15,0,0,44.02,16.73,6.29,5.16,18.86,6.29,16.74,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

86,21:15-21:30,0,0,44.02,16.91,6.66,5.32,19.97,6.66,16.92,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

87,21:30-21:45,0,0,44.02,17.19,6.87,5.45,20.58,6.87,17.2,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

88,21:45-22:00,0,0,44.02,17.52,7.07,5.62,21.23,7.07,17.53,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

89,22:00-22:15,0,0,44.02,18.81,5.37,6.03,16.11,5.37,18.81,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

90,22:15-22:30,0,0,44.02,20.7,5.43,6.62,16.3,5.43,20.69,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

91,22:30-22:45,0,0,42.62,22.92,5.5,7.36,16.48,5.5,22.92,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,28.26,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

92,22:45-23:00,0,0,42.62,25.34,5.56,7.99,16.68,5.56,25.33,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

93,23:00-23:15,0,0,42.62,25.34,5.43,8.41,16.28,5.43,25.35,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

94,23:15-23:30,0,0,42.62,24.37,5.28,8.72,15.83,5.28,24.38,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

95,23:30-23:45,0,0,42.62,23.05,5.15,9.01,15.47,5.15,23.06,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

96,23:45-24:00,0,0,42.62,21.6,5.03,9.27,15.08,5.03,21.6,0,0,0,20.51,33.79,82.05,20.83,29.03,0,0,20.51,0,17.38,-0,115.83,0,41.03,0,0,0,0,0,0,0,0,0,0,0,271.49,27.25,14.62,0,5.82,130.61,14.62,0,87.07,6.66,9.91,100.56,0

