Block,Time,CHAMERA1,DADRT2,KHSTPP-I,KHSTPP-II,NJPC,NLCIIST1,NTPL,UNCHAHAR2,URI2,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_LF,KISHANGANGA,KOLDAM,RAPPB,RAPPC,SIMHST1,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,BSIUL,CHAMERA2,DHAULIGNGA,KKNPPU2,TALA,ANTA_GF,DADRI_RF,KGSU3AND4,NNTPP,PARBATI3,RIHAND1,URI,VALLURNTECL,AURY_LF,AURY_RF,FSTPP I & II,JHAJJAR,MAPS,NLCEXP,NLCIIST2,NLCTS2EXP,SIMHST2,SINGRAULI,UNCHAHAR1,KKNP,RAMPUR,SALAL,SEWA2,TALST2,AURY_CRF,KOTESHWR,KUDGI,NAPP,RIHAND3,RSTPSU7,TANAKPUR,TANDA2,UNCHAHAR3,BRBCL,CHAMERA3,DULHASTI,KGSU1AND2,RIHAND2,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TEHRI,ANTA_RF,DADRI_GF
64,15:45-16:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,0,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.38,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,10.53,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,23.19,26.77,0

65,16:00-16:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,0,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.38,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,10.53,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,34.77,26.77,0

66,16:15-16:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,0,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.38,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,10.53,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,34.77,26.77,0

67,16:30-16:45,0,683.14,45.53,148.3,23.39,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,0,4,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,15.81,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,34.77,26.88,0

68,16:45-17:00,13.99,683.14,45.53,148.3,23.39,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,15.11,15.81,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,34.77,26.88,0

69,17:00-17:15,24.57,683.14,45.53,148.3,46.78,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,9.24,0,0,0,59.73,0,0,0,45,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,45.86,26.88,0

70,17:15-17:30,42.15,683.14,45.53,148.3,46.78,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,26.34,9.24,0,0,0,59.73,0,0,0,45,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,17.75,0,20.61,124.33,0,0.25,0,26.4,20,17.82,32.96,0,118.76,0,410.62,0.8,45.86,26.88,0

71,17:30-17:45,42.15,683.14,45.53,148.3,70.17,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,410.62,0.8,45.86,27.09,0

72,17:45-18:00,42.15,683.14,45.53,148.3,93.56,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,410.62,0.8,45.86,27.19,0

73,18:00-18:15,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,410.62,0.8,45.86,27.3,0

74,18:15-18:30,42.15,683.14,45.53,148.3,140.35,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,410.62,0.8,45.86,27.41,0

75,18:30-18:45,42.15,683.14,45.53,148.3,140.35,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,405,0.8,45.86,27.41,0

76,18:45-19:00,42.15,683.14,45.53,148.3,140.35,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,39.05,0,20.61,124.33,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,405,0.8,45.86,27.62,0

77,19:00-19:15,41.28,683.14,45.53,148.3,116.95,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,39.51,9.24,0,0,0,59.73,0,0,3.82,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,21.69,0,20.61,124.33,0,0.25,0,26.4,20,19.35,32.96,0,118.76,0,405,0.8,45.86,27.72,0

78,19:15-19:30,23.7,683.14,45.53,148.3,93.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,39.51,0,0,0,0,59.73,0,0,16.54,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,9.68,32.96,0,118.76,0,405,0.8,34.77,27.93,0

79,19:30-19:45,13.2,683.14,45.53,148.3,70.17,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,26.34,0,0,0,0,59.73,0,0,16.54,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,34.77,27.93,0

80,19:45-20:00,0,683.14,45.53,148.3,70.17,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,0,0,0,0,59.73,0,0,16.54,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,10.53,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,34.77,27.93,0

81,20:00-20:15,0,683.14,45.53,148.3,43.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,16.54,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,34.77,27.93,0

82,20:15-20:30,0,683.14,45.53,148.3,22.83,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,16.54,45,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,34.77,27.93,0

83,20:30-20:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,16.54,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,11.42,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,34.77,27.93,0

84,20:45-21:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,3.57,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,11.42,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,27.93,0

85,21:00-21:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

86,21:15-21:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

87,21:30-21:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,11.42,0,0,2.33,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

88,21:45-22:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,11.42,0,0,2.33,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

89,22:00-22:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,13.7,0,0,2.33,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

90,22:15-22:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,13.7,0,0,2.33,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,405,0.8,23.19,28.14,0

91,22:30-22:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,13.7,0,0,2.33,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,13.74,28.14,0

92,22:45-23:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,15.99,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,11.21,28.14,0

93,23:00-23:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,15.99,0,0,70.88,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,11.21,28.24,0

94,23:15-23:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,15.99,0,0,70.88,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,11.21,28.24,0

95,23:30-23:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,18.27,0,0,55.77,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,11.21,28.35,0

96,23:45-24:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,34.78,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,18.27,0,0,55.77,0,0,0,8.87,0,20.61,124.33,0,0,0,26.4,20,0,16.48,0,118.76,0,405,0.8,11.21,28.35,0

