Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/SKS-Raigarh,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/jitpl,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19
81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,31.66,33.34,33.33,75,100,0,75,115.07,28.76,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,1.9536,0,0,0,48.14,192.58,11.94,0,0,0,13.01,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,30.66,32.5,32.5,74,97.5,0,74,115.07,28.76,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,1.9536,0,0,0,48.14,192.58,11.94,0,0,0,12.41,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,30,32,32,72.67,96,0,72.67,115.07,29.77,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,7.6,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,29.34,31.66,31.67,71.67,95,0,71.67,115.07,29.27,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,7.6,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,28.34,31.34,31.33,70.67,94,0,70.67,115.07,29.27,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,7.8,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,27.34,30.84,30.83,66.67,92.5,0,66.67,115.07,29.27,0,78.96,7.92,272.26,32,17.28,48.14,7.13,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,7.8,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,26.66,29.16,29.17,66,87.5,0,66,115.07,28.76,0,78.96,7.92,272.26,0,17.28,48.14,7.13,261.43,0,0,100.31,12.4,30.5,0,0,0,48.14,192.58,11.94,0,0,0,8.4,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,25.34,28,28,65.67,84,0,65.67,115.07,28.76,0,78.96,7.92,272.26,0,17.28,48.14,7.13,261.43,0,0,100.31,12.4,30.5,0,0,0,48.14,192.58,11.94,0,0,0,8.4,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,29.34,31.66,31.67,75,95,0,75,115.07,28.76,0,78.96,7.92,272.26,0,17.28,48.14,6.86,261.43,0,0,100.31,12.4,30.5,0,0,0,48.14,192.58,11.94,0,0,0,8.6,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,29.34,31.34,31.33,74.33,94,0,74.33,115.07,28.76,0,78.96,7.92,272.26,0,17.28,48.14,6.86,261.43,0,0,100.31,12.4,30.5,0,0,0,48.14,192.58,11.94,0,0,0,8.8,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,28.66,30.84,30.83,73.33,92.5,0,73.33,115.07,28.76,0,78.96,7.92,272.26,0,17.28,48.14,6.86,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,9.8,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,28.34,30.34,30.33,72.67,91,0,72.67,115.07,28.26,0,78.96,7.92,272.26,0,17.28,48.14,6.86,261.43,0,0,100.31,12.4,32,0,0,0,48.14,192.58,11.94,0,0,0,10.6,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,21.66,29.66,29.67,72,89,0,72,70.17,29.27,0,78.96,7.92,272.26,23.1255,17.28,48.14,6.48,261.43,0,0,100.31,12.4,23.1255,0,0,0,48.14,192.58,11.94,0,0,0,11.61,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,20.66,29.16,29.17,71.67,87.5,0,71.67,70.17,29.27,0,78.96,7.92,272.26,23.1255,17.28,48.14,6.48,261.43,0,0,100.31,12.4,23.1255,0,0,0,48.14,192.58,11.94,0,0,0,12.01,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,20,28.66,28.67,70.67,86,0,70.67,70.17,29.27,0,78.96,7.92,272.26,23.1255,17.28,48.14,6.48,261.43,0,0,100.31,12.4,23.1255,0,0,0,48.14,192.58,11.94,0,0,0,12.41,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,19.34,28,28,66.67,84,0,66.67,70.17,29.27,0,78.96,7.92,272.26,23.1255,17.28,48.14,6.48,261.43,0,0,100.31,12.4,23.1255,0,0,0,48.14,192.58,11.94,0,0,0,13.61,0

