Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/3469,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/2563,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/8036,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/4651,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/5143,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/SR/2025/03/01/7500,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/6891,GNARE/NR/2024/12/20/3668
76,18:45-19:00,0,0,0,0,31.29,1.39,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,2.17,0,9.6,0,15.17,0,15.17,0,40,0.44,0,0,40,45.49,10.66,17.28,67.19,50,0,32,0.04,0.04,0.04,114.79,50,3.68,99.99,1.54,0,0,0.74

77,19:00-19:15,0,0,0,0,31.29,1.39,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,9.2,0,19.17,0,19.17,0,45.66,0,0,0,45.67,57.49,13.34,17.28,67.19,50,0,32,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

78,19:15-19:30,0,0,0,0,31.29,1.39,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,8.4,0,19,0,19,0,45,0,0,0,45,57,13,17.28,67.19,50,0,32,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

79,19:30-19:45,0,0,0,0,31.29,1.7,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,8,0,22.5,0,22.5,0,48.66,0,0,0,48.67,67.5,16,17.28,67.19,50,0,32,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

80,19:45-20:00,0,0,0,0,31.29,1.7,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,7.6,0,21.83,0,21.83,0,48.34,0,0,0,48.33,65.51,15.66,17.28,67.19,50,0,32,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

81,20:00-20:15,0,0,0,0,31.29,1.7,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,7.2,0,21.17,0,21.17,0,58.66,0,0,0,58.67,63.49,18.34,17.28,67.19,75,0,0,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

82,20:15-20:30,0,0,0,0,31.29,1.7,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,7,0,20.67,0,20.67,0,58.34,0,0,0,58.33,61.99,17.66,17.28,67.19,75,0,2.79,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

83,20:30-20:45,0,0,0,0,31.29,1.55,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,7,0,20,0,20,0,45.34,0,0,0,45.33,60,17.34,17.28,75.7,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

84,20:45-21:00,0,0,0,0,31.29,1.55,271.38,12.48,100,36.47,32,36.47,1.45,259.72,36.47,0,0,0,7,0,19.33,0,19.33,0,44.66,0,0,0,44.67,58.01,16.66,17.28,75.7,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

85,21:00-21:15,0,0,0,0,31.29,1.55,271.38,12.48,100,18.41,32,18.41,1.45,259.72,28.79,0,0,0,7,0,15.83,0,15.83,0,44,0,0,0,44,47.51,10,17.28,80.62,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

86,21:15-21:30,0,0,0,0,31.29,1.55,271.38,12.48,100,18.41,32,18.41,1.45,259.72,28.79,0,0,0,7,0,15.17,0,15.17,0,44,0,0,0,44,45.49,10.34,17.28,80.62,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

87,21:30-21:45,0,0,0,0,31.29,1.55,271.38,12.48,100,18.41,32,18.41,1.45,259.72,28.79,0,0,0,7,0,14.67,0,14.67,0,33.34,0,0,0,33.33,43.99,8.34,17.28,80.62,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

88,21:45-22:00,0,0,0,0,31.29,1.55,271.38,12.48,100,18.41,32,18.41,1.45,259.72,28.79,0,0,0,7,0,14.5,0,14.5,0,33.34,0,0,0,33.33,43.5,8.34,17.28,80.62,75,0,22.4,0,0,0,114.79,50,3.76,99.99,1.49,0,0,0

89,22:00-22:15,0,0,0,0,30.78,1.55,271.38,12.48,100,14.9,32,14.9,1.38,259.72,23.04,0,0,0,7,0,13.5,0,13.5,0,43.34,0,0,0,43.33,40.5,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

90,22:15-22:30,0,0,0,0,30.78,1.55,271.38,12.48,100,14.9,32,14.9,1.38,259.72,23.04,0,0,0,7,0,12.33,0,12.33,0,40,0,0,0,40,37.01,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

91,22:30-22:45,0,0,0,0,30.28,1.62,271.38,13.44,100,14.9,32,14.9,1.53,259.72,39.35,0,0,0,7,0,11.67,0,11.67,0,38.34,0,0,0,38.33,34.99,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

92,22:45-23:00,0,0,0,0,29.77,1.62,271.38,13.44,100,14.9,32,14.9,1.53,259.72,39.35,0,0,0,7,0,10.83,0,10.83,0,36.34,0,0,0,36.33,32.51,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

93,23:00-23:15,0,0,0,0,29.77,1.62,271.38,13.44,0,14.9,32,14.9,1.53,259.72,32.63,0,0,0,7,0,10.83,0,10.83,0,33.34,0,0,0,33.33,32.51,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

94,23:15-23:30,0,0,0,0,29.77,1.62,271.38,13.44,0,14.9,32,14.9,1.53,259.72,32.63,0,0,0,7,0,11,0,11,0,29.66,0,0,0,29.67,33,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

95,23:30-23:45,0,0,0,0,29.77,1.62,271.38,13.44,0,14.9,32,14.9,1.53,259.72,32.63,0,0,0,7,0,11,0,11,0,28.34,0,0,0,28.33,33,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

96,23:45-24:00,0,0,0,0,29.77,1.62,271.38,13.44,0,14.9,32,14.9,1.53,259.72,32.63,0,0,0,7,0,11.17,0,11.17,0,26.66,0,0,0,26.67,33.49,8.34,17.28,80.62,75,190.26,23.41,0,0,0,114.79,50,3.68,99.99,1.44,0,63.42,0

