Block,Time Block,TALA,RIHAND2,SASAN,RSTPSU1TO6,SIMHST1,RSTPSU7,SINGRAULI_HYDRO,TANDA2,SIMHST2,SALAL,SEWA2,TALST2,RIHAND3,SINGRAULI,TANAKPUR,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_LF,AURY_RF,DADRI_LF,ANTA_RF,DADRI_GF,AURY_GF,CHAMERA1,CHAMERA2,DADRT2,CHAMERA3,BSIUL,BRBCL,RAPPB,RIHAND1,RAMPUR,RAPPC,KHSTPP-I,KISHANGANGA,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,PARBATI3,NAPP,NTPL,NLCEXP,KGSU1AND2,KGSU3AND4,DHAULIGNGA,JHAJJAR,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,12.17,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,88.83,9.43,0,0,36.41,10.68,0,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,469.33,10.34,0,14.52,0,45.8,2.04,58.15,38.23,1.39,83.96,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

59,14:30-14:45,12.17,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,0,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,498.37,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

60,14:45-15:00,12.17,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,16.45,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,508.04,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

61,15:00-15:15,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,537.07,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

62,15:15-15:30,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,527.4,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

63,15:30-15:45,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,527.4,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

64,15:45-16:00,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.43,0,0,36.41,10.68,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,537.07,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

65,16:00-16:15,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.17,0,0,36.41,11.76,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,527.4,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0.96,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,15.13,52.77,0,0,0,0,0

66,16:15-16:30,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.17,0,0,36.41,11.76,17.15,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,517.72,10.34,0,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,0.97,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,112.55,17.34,52.77,0,0,0,0,0

67,16:30-16:45,8.97,117.78,389.2,0,0,0,0,1.49,0,49.48,0,0,123.48,103.27,9.17,0,0,36.41,11.76,32.91,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,508.57,10.34,1.06,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,1.05,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,111.38,17.34,52.77,0,0,0,0,0

68,16:45-17:00,8.87,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,103.27,9.17,0,0,36.41,11.76,32.91,0,14.93,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,0,10.83,518.24,10.34,6.31,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,1.05,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,119.33,17.34,52.77,0,0,0,0,0

69,17:00-17:15,8.54,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,103.27,9.17,0,0,36.41,11.76,51.44,0,14.93,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,10.83,537.58,10.34,6.31,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,1.17,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,199.65,20.13,52.77,0,0,0,0,0

70,17:15-17:30,8.42,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,103.27,9.17,0,0,36.41,11.76,51.44,0,14.93,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,10.83,547.24,10.34,6.31,14.52,0,45.8,2.04,58.15,43.47,1.39,95.68,9.35,0,0,1.17,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,288.67,20.13,52.77,0,0,0,0,0

71,17:30-17:45,8.25,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,103.27,9.17,0,0,41.02,11.76,51.44,0,17.6,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,10.83,597.79,10.34,6.31,14.52,0,45.8,2.04,58.15,43.47,2.79,95.68,9.35,0,0,1.17,0,0,0,0,95.12,0,0,0,43.54,0,0,0,0,19.46,323.12,20.13,52.77,0,0,0,0,0

72,17:45-18:00,8.14,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,103.27,9.17,0,0,41.02,11.76,68.58,0,17.78,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,0,10.83,606.5,10.34,6.31,14.52,0,45.8,2.04,58.15,43.47,2.79,95.68,9.35,0,0,2.35,0,0,0,0,95.12,0,0,3.4,43.54,0,0,0,0,19.46,342.47,20.13,52.77,0,0,0,0,0

73,18:00-18:15,7.94,117.78,389.2,0,0,0,0,1.49,0,37.11,2.85,0,123.48,103.27,9.17,0,0,41.02,11.76,68.58,0,17.78,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,13.6,21.66,629.13,10.34,2.13,14.52,0,45.8,2.66,58.15,43.47,2.79,95.68,18.7,0,0,3.52,0,0,0,0,123.65,0,0,6.8,43.54,0,0,0,0,29.25,342.47,20.13,52.77,0,0,0,0,0

74,18:15-18:30,7.94,117.78,389.2,0,0,0,0,1.49,0,37.11,8.52,0,123.48,103.27,9.17,0,0,41.02,11.76,68.58,0,17.78,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,27.19,21.66,608.98,20.68,2.13,14.52,0,45.8,3.12,58.15,43.47,2.79,95.68,28.04,0,0,3.88,0,0,0,0,145.17,0,0,52.36,43.54,0,0,0,0,38.9,342.47,20.13,52.77,0,0,0,0,0

75,18:30-18:45,8.14,117.78,389.2,0,0,0,0,1.49,0,37.11,14.19,0,123.48,103.27,10.29,0,0,41.02,11.76,68.58,0,17.78,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,579.87,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,52.36,43.54,0,0,0,0,40.08,342.47,20.13,53.3,0,0,0,0,0

76,18:45-19:00,8.1,117.78,389.2,0,0,0,0,1.49,0,49.48,14.19,0,123.48,103.27,10.29,0,0,41.02,16.03,68.58,0,17.78,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,579.87,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,52.36,43.54,0,0,0,0,40.08,342.47,20.13,53.3,0,0,0,0,0

77,19:00-19:15,8.25,117.78,389.2,0,0,0,0,1.49,0,76.82,14.19,0,123.48,103.27,10.29,0,0,41.02,48.71,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,612.96,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,52.36,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

78,19:15-19:30,8.4,117.78,389.2,0,0,0,0,1.49,0,76.82,14.19,0,123.48,103.27,10.29,0,0,41.02,48.71,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,622.64,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,52.36,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

79,19:30-19:45,8.67,117.78,389.2,0,0,0,0,1.49,0,49.48,14.19,0,123.48,97.23,10.29,0,0,41.02,16.03,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,612.96,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,52.36,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

80,19:45-20:00,8.67,117.78,389.2,0,0,0,0,1.49,0,49.48,14.19,0,123.48,97.23,10.29,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,603.28,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,16.33,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

81,20:00-20:15,8.97,117.78,389.2,0,0,0,0,1.49,0,49.48,14.19,0,123.48,97.23,10.29,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,589.65,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,14.96,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

82,20:15-20:30,8.97,117.78,389.2,0,0,0,0,1.49,0,49.48,14.19,0,123.48,97.23,10.29,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,589.65,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,14.96,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

83,20:30-20:45,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,9.93,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,27.19,42.79,546.1,24.49,0,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,14.96,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

84,20:45-21:00,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,5.1,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,27.19,28.87,560.62,24.49,0,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,14.96,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

85,21:00-21:15,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,5.1,0,123.48,97.23,9.17,0,0,41.02,16.03,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,27.19,28.87,565.9,24.49,0,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,14.96,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

86,21:15-21:30,9.11,117.78,389.2,0,0,0,0,1.49,0,49.48,5.1,0,123.48,97.23,9.17,0,0,41.02,16.03,68.58,0,19.9,0,0.86,10.02,0,0,0,0,0,0,0,0,0,0,0,27.19,28.87,561.06,24.49,0,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,3.81,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

87,21:30-21:45,8.82,117.78,389.2,0,0,0,0,1.49,0,49.48,4.95,0,123.48,97.23,9.17,0,0,41.02,16.03,68.58,0,19.9,0,0.86,16.02,0,0,0,0,0,0,0,0,0,0,0,27.19,28.87,527.53,24.49,0,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,3.81,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

88,21:45-22:00,8.82,117.78,389.2,0,0,0,0,1.49,0,49.48,9.93,0,123.48,97.23,9.17,0,0,41.02,21.37,68.58,0,19.9,0,0.86,16.02,0,0,0,0,0,0,0,0,0,0,0,27.19,28.87,490.21,24.49,2.13,14.52,0,45.8,3.12,58.15,43.47,4.18,95.68,18.7,0,0,3.88,0,0,0,0,145.17,0,0,3.81,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

89,22:00-22:15,9.24,117.78,389.2,0,0,0,0,1.49,0,49.48,12.76,0,123.48,97.23,10.29,0,0,41.02,48.71,68.58,0,19.9,0,0.86,16.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,490.21,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,3.81,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

90,22:15-22:30,9.24,117.78,389.2,0,0,0,0,1.49,0,49.48,12.76,0,123.48,97.23,10.29,0,0,41.02,48.71,68.58,0,19.9,0,0.86,16.02,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,537.46,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,3.81,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

91,22:30-22:45,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,12.76,0,123.48,97.23,10.29,0,0,41.02,16.03,68.58,0,19.9,0,0.86,14.29,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,541.16,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,3.81,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

92,22:45-23:00,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,12.76,0,123.48,97.23,10.29,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.29,0,0,0,0,0,0,0,0,0,0,0,40.79,44.18,546,32.65,18.93,14.52,0,45.8,3.18,58.15,43.47,4.18,95.68,41.55,0,0,3.88,0,0,0,0,148.39,0,0,2.72,43.54,0,0,0,0,40.08,391.37,20.13,53.3,0,0,0,0,0

93,23:00-23:15,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,9.21,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.29,0,0,0,0,0,0,0,0,0,0,0,27.19,42.79,514.52,10.61,1.06,14.52,0,45.8,3.12,58.15,43.47,2.79,95.68,20.77,0,0,3.88,0,0,0,0,145.17,0,0,0,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

94,23:15-23:30,9.33,117.78,389.2,0,0,0,0,1.49,0,49.48,2.85,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.29,0,0,0,0,0,0,0,0,0,0,0,13.6,13,512.3,10.34,0,14.52,0,45.8,3.12,58.15,43.47,1.39,95.68,9.35,0,0,3.88,0,0,0,0,145.17,0,0,0,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

95,23:30-23:45,9.84,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.29,0,0,0,0,0,0,0,0,0,0,0,13.6,13,512.3,10.34,0,14.52,0,45.8,3.12,58.15,43.47,0.14,95.68,9.35,0,0,3.88,0,0,0,0,145.17,0,0,0,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

96,23:45-24:00,9.84,117.78,389.2,0,0,0,0,1.49,0,37.11,0,0,123.48,97.23,9.17,0,0,41.02,11.76,68.58,0,19.9,0,0.86,10.29,0,0,0,0,0,0,0,0,0,0,0,13.6,13,512.3,10.34,0,14.52,0,45.8,3.12,58.15,43.47,0,95.68,9.35,0,0,3.88,0,0,0,0,145.17,0,0,0,43.54,0,0,0,0,38.9,391.37,20.13,52.77,0,0,0,0,0

