Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/4802,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6020,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6566,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7196,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7119,NR/01082024/30092024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
77,19:00-19:15,86.1,0.06,0,82.32,26.87,0,82.32,6.7,273.84,20.58,12.76,41.16,1.94,0.06,41.16,26.87,0,18.4,262.95,27.24,87.67,0.06,63.92,12.47,24.8,7.97,0,0,0,60,45,21.34,0,20,0,45,20,0,0,1,0.11,42.02,0.54,2,1

78,19:15-19:30,86.1,0.02,0,82.32,26.87,0,82.32,6.7,273.84,20.58,12.76,41.16,1.94,0.02,41.16,26.87,0,18.4,262.95,27.24,115.76,0.02,63.92,12.47,24.8,7.97,0,0,0,60,44.67,20.66,0,20,0,44.67,20,0,0,0,0,42.02,0,1,0

79,19:30-19:45,86.1,0,0,82.32,26.87,0,82.32,6.7,273.84,20.58,12.76,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,58.5,48.67,20.34,0,19.5,0,48.67,19.5,0,0,0,0,41.62,0,0,0

80,19:45-20:00,86.1,0,0,82.32,26.87,0,82.32,6.7,273.84,20.58,12.76,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,57.5,48.67,19.66,0,19.16,0,48.67,19.17,0,0,0,0,41.22,0,0,0

81,20:00-20:15,86.1,0,0,82.32,26.87,0,82.32,6.52,273.84,20.58,12.76,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,57.5,48.67,18.66,0,19.16,0,48.67,19.17,0,0,0,0,41.22,0,0,0

82,20:15-20:30,86.1,0,0,82.32,26.87,0,82.32,6.52,273.84,20.58,12.76,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,57,49.33,17.66,0,19,0,49.33,19,0,0,0,0,40.62,0,0,0

83,20:30-20:45,86.1,0,0,82.32,32,0,82.32,6.52,273.84,20.58,12.76,41.16,1.94,0,41.16,21.71,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,57,50,17.66,0,19,0,50,19,0,0,0,0,38.82,0,0,0

84,20:45-21:00,86.1,0,0,82.32,32,0,82.32,6.52,273.84,20.58,12.76,41.16,1.94,0,41.16,21.71,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,57.5,50,17.66,0,19.16,0,50,19.17,0,0,0,0,37.02,0,0,0

85,21:00-21:15,86.1,0,0,82.32,32,0,82.32,6.33,273.84,20.58,12.48,41.16,1.94,0,41.16,21.71,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,59,50.33,18,0,19.66,0,50.33,19.67,0,0,0,0,31.01,0,0,0

86,21:15-21:30,86.1,0,0,82.32,32,0,82.32,6.33,273.84,20.58,12.48,41.16,1.94,0,41.16,21.71,0,18.4,262.95,27.24,115.76,0,63.92,12.47,24.8,7.97,0,0,0,61,50,18.34,0,20.34,0,50,20.33,0,0,0,0,30.41,0,0,0

87,21:30-21:45,86.1,0,0,82.32,24.02,0,82.32,6.33,273.84,20.58,12.48,41.16,1.94,0,41.16,21.71,0,18.4,262.95,26.74,115.76,0,63.92,12.47,24.8,7.97,0,0,0,61.5,51,15.34,0,20.5,0,51,20.5,0,0,0,0,25.01,0,0,0

88,21:45-22:00,86.1,0,0,82.32,24.02,0,82.32,6.33,273.84,20.58,12.48,41.16,1.94,0,41.16,21.71,0,18.4,262.95,26.74,115.76,0,63.92,12.47,24.8,7.97,0,0,0,63.5,52,15.34,0,21.16,0,52,21.17,0,0,0,0,24.01,0,0,0

89,22:00-22:15,86.1,0,0,82.32,24.02,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,27.76,115.76,0,63.92,12.47,24.8,7.97,0,0,0,51,46,15.66,0,17,0,46,17,0,0,0,0,23.21,0,0,0

90,22:15-22:30,86.1,0,0,82.32,24.02,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,27.76,115.76,0,63.92,12.47,24.8,7.97,0,0,0,51,47,16,0,17,0,47,17,0,0,0,0,22.21,0,0,0

91,22:30-22:45,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,28.26,115.76,0,63.92,12.47,24.8,7.97,0,0,0,51.5,47.33,16,0,17.16,0,47.33,17.17,0,0,0,0,21.61,0,0,0

92,22:45-23:00,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,28.26,115.76,0,63.92,12.47,24.8,7.97,0,0,0,52,47.33,16.34,0,17.34,0,47.33,17.33,0,0,0,0,21.41,0,0,0

93,23:00-23:15,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,28.26,85.39,0,63.92,12.47,24.8,7.97,0,0,0,52.5,48,17,0,17.5,0,48,17.5,0,0,0,0,21.21,0,0,0

94,23:15-23:30,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,25.97,0,18.4,262.95,28.26,70.59,0,63.92,12.47,24.8,7.97,0,0,0,53,48.67,17.34,0,17.66,0,48.67,17.67,0,0,0,0,21.01,0,0,0

95,23:30-23:45,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.76,70.59,0,63.92,12.47,24.8,7.97,0,0,0,53.5,49.33,17.66,0,17.84,0,49.33,17.83,0,0,0,0,21.01,0,0,0

96,23:45-24:00,86.1,0,0,82.32,26.87,0,82.32,6.15,273.84,20.58,12.48,41.16,1.94,0,41.16,26.87,0,18.4,262.95,27.76,70.59,0,63.92,12.47,24.8,7.97,0,0,0,54,50,18.34,0,18,0,50,18,0,0,0,0,20.61,0,0,0

