Block,Time,CHAMERA1,KHSTPP-II,NLCIIST1,NLCTS2EXP,NNTPP,RSTPSU1TO6,UNCHAHAR4,DADRI_GF,KHSTPP-I,NLCEXP,RIHAND1,SASAN,SINGRAULI,TelanganaSTPP,CHAMERA3,PARBATI3,SINGRAULI_HYDRO,TALA,UNCHAHAR2,URI2,CHAMERA2,KKNPPU2,KOTESHWR,MAPS,TALST2,VALLURNTECL,AURY_CRF,JHAJJAR,KKNP,NLCIIST2,NTPL,RAMPUR,RAPPC,RIHAND3,TANAKPUR,TANDA2,TEHRI,UNCHAHAR3,URI,AURY_GF,BRBCL,KGSU1AND2,KGSU3AND4,KISHANGANGA,RIHAND2,RSTPSU7,SIMHST2,ANTA_CRF,ANTA_GF,ANTA_RF,DADRI_LF,DADRI_RF,DADRT2,DULHASTI,FSTPP I & II,KOLDAM,KUDGI,RAPPB,SIMHST1,UNCHAHAR1,ANTA_LF,DADRI_CRF,BSIUL,DHAULIGNGA,NAPP,NJPC,SALAL,SEWA2,AURY_LF,AURY_RF
64,15:45-16:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,1.66,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

65,16:00-16:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,10.25,0,15.56,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

66,16:15-16:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,10.25,0,15.56,26.39,1.11,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

67,16:30-16:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,31.13,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,20.83,1.4,0,0,0

68,16:45-17:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,151.46,0,0,0,0,53.43,124.32,3.45,0,31.13,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,678.78,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,41.67,1.4,0,0,0

69,17:00-17:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,46.55,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,682.78,14.12,20.8,0,0,0,0,20.56,0,66.85,0,9.13,42.93,60.61,1.4,0,0,0

70,17:15-17:30,12.01,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,1.27,0,0,0,21.19,4.57,4,0,8.87,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,46.55,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,682.78,14.12,20.8,0,0,0,0,20.56,0,66.85,1.1,18.27,42.93,79.54,1.4,0,0,0

71,17:30-17:45,26.86,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,9.68,0,0,0,21.19,4.57,8,0,8.87,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,682.78,32.96,20.8,0,0,0,0,20.56,0,66.85,2.2,27.4,42.93,116.95,1.4,5.27,0,0

72,17:45-18:00,41.43,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,0,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,682.78,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

73,18:00-18:15,42.15,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,0,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,682.78,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

74,18:15-18:30,42.15,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,0,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,682.78,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

75,18:30-18:45,42.15,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,0,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,36.43,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,682.78,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

76,18:45-19:00,42.15,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,0,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,145.06,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,36.43,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,682.78,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

77,19:00-19:15,42.15,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,3.82,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,2.76,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

78,19:15-19:30,26.86,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,29.06,16.55,0,0,21.19,4.57,26.34,0,9.86,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,10.25,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,1.4,10.54,0,0

79,19:30-19:45,12.01,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,1.27,16.55,0,0,21.19,4.57,3.33,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.85,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,32.96,20.8,0,0,0,0,20.56,0,66.85,6.52,27.4,42.93,116.95,1.4,5.27,0,0

80,19:45-20:00,0,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,16.55,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.85,0,62.24,26.39,1.66,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,18.27,42.93,93.56,1.4,0,0,0

81,20:00-20:15,0,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,16.55,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.85,0,46.31,26.39,1.66,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,9.13,42.93,69.89,1.4,0,0,0

82,20:15-20:30,0,49.43,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,16.55,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.85,0,46.31,26.39,2.21,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,0,42.93,42.62,1.4,0,0,0

83,20:30-20:45,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,16.55,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,30.87,26.39,36.43,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,1.1,0,42.93,42.62,13.95,0,0,0

84,20:45-21:00,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,3.82,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,15.44,26.39,36.43,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,23.39,55.77,0,0,0

85,21:00-21:15,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,15.44,26.39,2.76,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,23.39,55.77,0,0,0

86,21:15-21:30,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

87,21:30-21:45,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

88,21:45-22:00,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,13.36,0,0,0

89,22:00-22:15,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,8.83,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

90,22:15-22:30,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,8.83,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

91,22:30-22:45,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

92,22:45-23:00,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

93,23:00-23:15,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

94,23:15-23:30,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

95,23:30-23:45,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,2.21,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

96,23:45-24:00,0,49.43,0,0,0,0,0,0,33.69,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,2.82,0,0,26.39,2.21,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,3.85,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

