Column1,Time,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8139,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1044,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/16/7255,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2786,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09
73,18:00-18:15,81.69,0,134.79,0,6,13,7,9.08,0,45.4,10,8,12.64,8.51,115.29,26.61,0,26.61,-0,4.49,100.13,2.22,0,0,20.73,28.77,0,2.88,2.88,0,163.39,86.69,270.31,43.68,130.04,13.35,12.41,0,53.51,0,0,17.83,0,17.83,15.09,44.02,0

74,18:15-18:30,81.69,0,134.79,0,5,10,5,7.27,0,36.35,6,5,12.64,8.51,115.29,17.43,0,29.5,-0,4.49,100.13,1.59,0,0,20.73,28.77,0,2.06,2.06,0,163.39,86.69,270.31,43.68,130.04,8.91,9.79,0,55.01,0,0,18.33,0,18.33,14.84,44.02,0

75,18:30-18:45,81.69,0,134.79,0,3,7,3,5.53,0,27.64,3,2,12.64,8.51,115.29,9.6,0,29.5,-0,4.49,100.13,0,0,0,20.73,28.77,0,0,0,0,163.39,86.69,270.31,43.68,130.04,4.97,7.16,0,37.84,0,0,12.61,0,12.61,11.67,44.02,0

76,18:45-19:00,81.69,0,134.79,0,1,5,2,3.79,0,18.96,2,1,12.64,8.51,115.29,9.6,0,29.5,-0,4.49,100.13,0,0,0,20.73,29.28,0,0,0,0,163.39,86.69,270.31,43.68,130.04,3.1,4.54,0,37.94,0,0,12.65,0,12.65,11.33,44.02,0

77,19:00-19:15,81.69,0,134.79,0,0,2,1,2.19,0,10.92,1,0,12.64,8.51,115.29,29.5,5.59,29.5,-0,4.49,100.13,0,0,0,20.73,29.28,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,2.55,0,38.48,15,0,12.83,0,12.83,11,44.02,15

78,19:15-19:30,81.69,0,134.79,0,0,1,0,1.25,0,6.23,0,0,12.64,8.51,115.29,29.5,5.59,29.5,-0,4.49,100.13,0,0,0,20.73,29.28,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,1.13,0,40.17,15,0,13.39,0,13.39,11,44.02,15

79,19:30-19:45,81.69,0,134.79,0,0,0,0,0.53,0,2.64,0,0,12.64,8.51,115.29,29.5,5.87,29.5,-0,4.49,100.13,0,0,0,20.73,27.76,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0.28,0,41.97,15,0,13.99,0,13.99,10.67,44.02,15

80,19:45-20:00,81.69,0,134.79,0,0,0,0,0.12,0,0.62,0,0,12.64,8.51,115.29,29.5,5.87,29.5,-0,4.49,100.13,0,0,0,20.73,27.76,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0,0,40.96,16,0,13.66,0,13.66,10.67,44.02,16

81,20:00-20:15,81.69,0,134.79,0,0,0,0,0.01,0,0.04,0,0,12.64,8.51,115.29,29.5,6.33,29.5,-0,4.49,100.13,0,0,0,20.73,27.26,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0,0,37.19,15,0,12.4,0,12.4,10.33,44.02,15

82,20:15-20:30,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.33,29.5,-0,4.49,100.13,0,0,0,20.73,27.26,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0,0,36.58,15.66,0,12.19,0,12.19,10,44.02,15.67

83,20:30-20:45,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.33,29.5,-0,4.49,100.13,0,0,0,20.73,27.26,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0,0,36.32,15,0,12.1,0,12.1,10,44.02,15

84,20:45-21:00,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.33,29.5,-0,4.49,100.13,0,0,0,20.73,26.75,0,0,0,0,163.39,86.69,270.31,43.68,130.04,0,0,0,35.6,15,0,11.86,0,11.86,9.67,44.02,15

85,21:00-21:15,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.8,29.5,-0,4.49,100.13,0,0,0,20.73,26.75,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,35.2,15,0,11.74,0,11.74,9.67,44.02,15

86,21:15-21:30,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.8,29.5,-0,4.49,100.13,0,0,0,20.73,26.75,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,35.36,15,0,11.79,0,11.79,9.33,44.02,15

87,21:30-21:45,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.8,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.26,25,0,10.42,0,10.42,9.33,44.02,25

88,21:45-22:00,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.8,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.36,26,0,10.45,0,10.45,9.33,44.02,26

89,22:00-22:15,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,7.27,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,29.54,31.66,0,9.85,0,9.85,8.33,38.62,31.67

90,22:15-22:30,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,7.27,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,30.47,32.34,0,10.16,0,10.16,8.33,38.22,32.33

91,22:30-22:45,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,7.27,29.5,-0,4.49,100.13,0,0,0,20.73,26.25,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.49,31.66,0,10.49,0,10.49,8.33,42.02,31.67

92,22:45-23:00,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,7.27,29.5,-0,4.49,100.13,0,0,0,20.73,26.25,0,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,32.39,31.66,0,10.8,0,10.8,8.33,42.02,31.67

93,23:00-23:15,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.99,29.5,-0,4.49,100.13,0,0,0,20.73,26.25,10.39,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,32.21,31.66,0,10.74,0,10.74,8.33,42.02,31.67

94,23:15-23:30,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.99,29.5,-0,4.49,100.13,0,0,0,20.73,26.25,10.39,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.91,31.66,0,10.63,0,10.63,8.67,42.02,31.67

95,23:30-23:45,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.99,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,10.39,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.72,31.66,0,10.58,0,10.58,9,42.02,31.67

96,23:45-24:00,81.69,0,134.79,0,0,0,0,0,0,0,0,0,12.64,8.51,115.29,29.5,6.99,29.5,-0,4.49,100.13,0,0,0,20.73,25.74,10.39,0,0,10.73,163.39,86.69,270.31,43.68,130.04,0,0,0,31.72,31.66,0,10.58,0,10.58,9.33,42.02,31.67

