Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/16/1380,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/11/01/4200,GNA/SR/2025/02/01/7432,GNA/WR/2025/01/01/9606,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/9969,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2594,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13
77,19:00-19:15,24.49,6.67,8.17,16.66,0,16.67,0,8.17,0.92,0,20.44,26.75,20.44,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.25,50,50,200,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,22.61,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,25.99,6.67,8.67,16.66,0,16.67,0,8.67,0.92,0,20.44,26.75,20.44,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.25,50,50,200,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,23.21,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,27,6.67,9,16.66,0,16.67,0,9,0.92,0,26.99,26.75,26.99,100.14,0,0,0,86.7,260.1,113.09,0,0,1.25,50,50,200,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,24.01,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,27.49,6.67,9.17,16.66,0,16.67,0,9.17,0.92,0,26.99,26.75,26.99,100.14,0,0,0,86.7,260.1,65.98,0,0,1.25,50,50,200,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,24.41,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,28.5,6.67,9.5,16.34,0,16.33,0,9.5,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,25.01,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,28.99,7,9.67,16,0,16,0,9.67,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,25.61,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,29.51,7.33,9.83,18.34,0,18.33,0,9.83,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,15.01,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,30,7.33,10,19,0,19,0,10,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,15.01,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,30,6.67,10,20,0,20,0,10,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,14.41,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,29.51,6.67,9.83,20,0,20,0,9.83,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,260.1,70.12,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,14.21,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,28.5,6.67,9.5,21,0,21,0,9.5,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,86.7,225.81,70.12,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,17.41,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,28.01,6.67,9.33,21.66,0,21.67,0,9.33,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,74.52,195.34,70.12,0,0,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,17.01,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,25.01,6.67,8.33,22,0,22,0,8.33,0.92,0,26.99,26.75,26.99,100.14,0,0.62,0,74.52,195.34,70.12,47.56,15.85,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,20.61,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,25.01,6.67,8.33,21.34,0,21.33,0,8.33,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,74.52,195.34,70.12,47.56,15.85,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,20.61,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,25.01,6.67,8.33,20.66,0,20.67,0,8.33,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,74.52,195.34,70.12,47.56,15.85,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,20.21,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,25.01,6.67,8.33,20,0,20,0,8.33,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,74.52,195.34,70.12,47.56,15.85,1.25,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,19.41,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,25.99,6.67,8.67,19,0,19,0,8.67,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,64.04,195.34,70.12,47.56,15.85,1.2,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,18.21,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,26.51,6.67,8.83,19,0,19,0,8.83,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,64.04,195.34,70.12,47.56,15.85,1.2,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,17.21,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,26.51,6.67,8.83,18.66,0,18.67,0,8.83,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,64.04,195.34,70.12,47.56,15.85,1.2,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,15.61,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,27,6.67,9,18,0,18,0,9,0.92,0,26.99,26.24,26.99,100.14,0,0.62,0,64.04,195.34,70.12,47.56,15.85,1.2,50,50,150,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,13.81,0,0,0,0,0,0,0,0,0,0,0

