Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/2569,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510
62,15:15-15:30,33,33,33,38.33,115.01,37.06,0,29,65,40,60,0,34.95,38.33,174.77,30,61,0,74.07,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.97,20.56,41.11,10.53,11.92,17.41,-0,12.55,76.71,116.04,9.69,12.55,10.8,1.76,273.53,26.97,5.49,113.15,6.94,8.35

63,15:30-15:45,33,33,33,38.33,115.01,37.06,0,27,56,40,57,0,32.41,38.33,162.07,28,58,0,69.26,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.97,20.56,41.11,10.53,11.92,17.41,-0,11.72,76.71,116.04,9.05,11.72,10.8,2.34,273.53,26.97,5.49,113.15,6.94,8.35

64,15:45-16:00,33,33,33,38.33,115.01,37.06,0,25,52,40,53,0,29.87,38.33,149.37,27,52,0,64.45,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.97,20.56,41.11,10.53,11.92,17.41,-0,10.9,76.71,116.04,8.42,10.9,10.8,2.93,273.53,26.97,5.49,113.15,6.94,8.35

65,16:00-16:15,33,30,33,38.33,115.01,37.06,0,25,48,40,48,0,27.46,38.33,137.32,24,48,0,59.64,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.97,20.56,41.11,10.53,11.92,17.41,-0,9.91,76.71,116.04,7.66,9.91,10.8,4.03,273.53,26.97,5.82,113.15,7.03,8.64

66,16:15-16:30,33,20,33,38.33,115.01,19.5,0,21,43,40,40,0,25.05,38.33,125.26,20,42,0,54.15,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.97,20.56,41.11,10.53,11.92,17.41,-0,8.92,76.71,116.04,6.9,8.92,10.8,4.03,273.53,26.97,5.82,113.15,7.03,8.64

67,16:30-16:45,33,10,33,38.33,115.01,19.5,0,18,37,40,33,0,22.64,38.33,113.21,17,36,0,48.66,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.97,20.56,41.11,10.53,11.92,17.41,-0,7.94,76.71,107.51,6.13,7.94,10.8,4.03,273.53,26.97,5.82,113.15,7.03,8.64

68,16:45-17:00,33,5,33,38.33,115.01,19.5,0,16,32,40,28,0,20.23,38.33,101.15,14,30,0,43.17,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.97,20.56,41.11,10.53,11.92,17.41,-0,6.94,76.71,98.97,5.37,6.94,10.8,4.02,273.53,26.97,5.82,113.15,7.03,8.64

69,17:00-17:15,33,2,33,38.33,115.01,17.55,0,10,28,39.33,22,0,17.72,38.33,88.61,11,24,0,37.68,42.02,30.28,19.35,164.46,15.33,20.56,41.11,11.93,53.45,82.23,20.87,41.11,20.56,16.48,26.97,20.56,41.11,10.61,11.92,17.41,-0,6.02,76.71,70.53,4.65,6.02,10.8,0,273.53,26.97,5.81,113.15,8.45,8.64

70,17:15-17:30,33,0,31.59,38.33,115.01,14.63,0,8,23,38.67,17,0,15.21,38.33,76.07,8,19,0,31.78,42.02,31.29,19.35,164.46,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.48,26.97,20.56,41.11,10.61,11.92,17.41,-0,5.09,76.71,70.53,3.93,5.09,10.8,0,273.53,26.97,5.81,113.15,8.45,8.64

71,17:30-17:45,26.6,0,23.11,38.33,115.01,9.75,0,7,20,40,13,0,8.89,38.33,44.47,7,12,0,24.92,42.02,31.29,19.35,164.46,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.48,26.97,20.56,41.11,10.61,11.92,17.41,-0,4.16,69.25,70.53,3.22,4.16,10.8,0,273.53,26.97,5.81,100.79,8.45,8.64

72,17:45-18:00,18.25,0,15.67,37.5,112.5,6.83,0,7,15,40,10,0,7.14,37.5,35.69,5,9,0,23.43,42.02,31.29,19.35,164.46,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.48,26.97,20.56,41.11,10.61,11.92,17.41,-0,3.24,69.25,70.53,2.5,3.24,10.8,0,273.53,26.97,5.81,100.79,8.45,8.64

73,18:00-18:15,0,0,0,36.67,109.99,3.9,0,5,9,40,6,0,5.82,36.67,29.11,3,7,0,16.81,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.22,29,20.56,41.11,10.61,11.92,17.41,-0,2.64,69.25,70.53,2.03,2.64,10.8,2.34,273.53,26.73,5.81,100.79,8.91,8.61

74,18:15-18:30,0,0,0,36.67,109.99,2.93,0,3,5,40,3,0,4.51,36.67,22.52,1,6,0,7.69,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.22,29,20.56,41.11,10.61,11.92,17.41,-0,2.03,69.25,70.53,1.58,2.03,10.8,2.93,273.53,26.73,5.81,100.79,8.91,8.61

75,18:30-18:45,0,0,0,36.67,109.99,1.07,0,1,2,39.67,2,0,3.02,36.67,15.07,1,4,0,0.31,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.22,29,20.56,41.11,10.61,11.92,17.41,-0,0.77,69.25,70.53,0.6,0.77,10.8,3.51,273.53,26.73,5.81,100.79,8.91,4.59

76,18:45-19:00,0,0,0,35.83,107.51,0.61,0,1,1,38.67,0,0,1.51,35.83,7.55,0,3,0,0.31,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.22,29,20.56,41.11,10.61,11.92,17.41,-0,0,69.25,70.53,0,0,10.8,3.81,273.53,26.73,5.81,100.79,8.91,4.59

77,19:00-19:15,0,0,0,35,105,0.17,0,0,0,37.67,0,0,0.31,35,1.54,0,2,0,0.31,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,69.25,116.04,0,0,10.8,3.99,273.53,26.73,10.35,100.79,9.38,11.32

78,19:15-19:30,0,0,0,35,105,0,0,0,0,36,0,0,0,35,0.01,0,1,0,0.31,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,69.25,116.04,0,0,10.8,3.93,273.53,26.73,10.35,100.79,9.38,11.32

79,19:30-19:45,0,0,0,33.33,100.01,0,0,0,0,35,0,0,0,33.33,0,0,0,0,0,42.02,31.29,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,69.25,116.04,0,0,10.8,5.24,273.53,26.73,10.35,100.79,9.38,11.32

80,19:45-20:00,0,0,0,33.33,100.01,0,0,0,0,32.33,0,0,0,33.33,0,0,0,0,0,42.02,30.28,0,164.46,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,69.25,116.04,0,0,10.8,5.24,273.53,26.73,10.35,100.79,9.38,11.32

81,20:00-20:15,0,0,0,33.33,100.01,0,0,0,0,34,0,0,0,33.33,0,0,0,0,0,42.02,30.28,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,69.25,116.04,0,0,10.8,5.24,273.53,26.73,10.35,129.82,11.58,15.34

82,20:15-20:30,0,0,0,32.33,97.01,0,0,0,0,32.67,0,0,0,32.33,0,0,0,0,0,42.02,30.28,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,26.73,10.35,129.82,11.58,15.34

83,20:30-20:45,0,0,0,31,93,0,0,0,0,31.67,0,0,0,31,0,0,0,0,0,42.02,30.28,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,26.73,10.35,129.82,11.58,15.34

84,20:45-21:00,0,0,0,30.33,91.01,0,0,0,0,28.33,0,0,0,30.33,0,0,0,0,0,41.02,30.28,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.87,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,26.73,10.35,129.82,11.58,15.34

85,21:00-21:15,0,0,0,29,87,0,0,0,0,27,0,0,0,29,0,0,0,0,0,42.02,29.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,25.74,10.35,129.82,11.58,15.34

86,21:15-21:30,0,0,0,28.33,85.01,0,0,0,0,25.67,0,0,0,28.33,0,0,0,0,0,42.02,29.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,25.74,10.35,129.82,11.58,15.34

87,21:30-21:45,0,0,0,27.33,82.01,0,0,0,0,24,0,0,0,27.33,0,0,0,0,0,41.02,29.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,25.74,10.35,129.82,11.58,15.34

88,21:45-22:00,0,0,0,26.83,80.51,0,0,0,0,23.33,0,0,0,26.83,0,0,0,0,0,40.02,29.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,7.1,273.53,25.74,10.35,129.82,11.58,15.34

89,22:00-22:15,0,0,0,26.17,78.49,0,0,0,0,22.67,0,0,0,26.17,0,0,0,0,0,39.02,29.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.58,8.61

90,22:15-22:30,0,0,0,25.83,77.51,0,0,0,0,21,0,0,0,25.83,0,0,0,0,0,38.02,28.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,23.38,5.81,130.89,11.58,8.61

91,22:30-22:45,0,0,0,25.67,76.99,0,0,0,0,20.67,0,0,0,25.67,0,0,0,0,0,35.61,28.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,23.38,5.81,130.89,11.58,8.61

92,22:45-23:00,0,0,0,25.33,76.01,0,0,0,0,20.33,0,0,0,25.33,0,0,0,0,0,35.01,28.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,14.16,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.58,8.61

93,23:00-23:15,0,0,0,25.83,77.51,0,0,0,0,20.67,0,0,0,25.83,0,0,0,0,0,34.61,28.26,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.4,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.25,8.61

94,23:15-23:30,0,0,0,26.17,78.49,0,0,0,0,21,0,0,0,26.17,0,0,0,0,0,34.01,27.25,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.4,29,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.25,8.61

95,23:30-23:45,0,0,0,26.83,80.51,0,0,0,0,21,0,0,0,26.83,0,0,0,0,0,33.41,27.25,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.4,26.96,20.56,41.11,10.61,11.92,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.25,8.61

96,23:45-24:00,0,0,0,27.33,82.01,0,0,0,0,22.33,0,0,0,27.33,0,0,0,0,0,33.41,27.25,0,0,0,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,17.4,26.96,20.56,41.11,10.61,12.19,29.2,-0,0,87.26,116.04,0,0,10.8,3.97,273.53,25.74,5.81,130.89,11.25,8.61

