Time,Block,NR/2023/15380/C,NR/2023/11954/A,NR/2023/13573/A,NR/2023/11315/A,NR/2023/14187/F,NR/2023/13284/A,NR/2023/14688/F,NR/2023/13858/A,NR/2023/11328/A,NR/2023/15384/C,NR/2023/11654/A,NR/2023/13859/A,NR/2023/13983/F,NR/2023/11470/A,NR/2023/15377/C,NR/2023/12646/A,NR/2023/13983/F/II,NR/2023/15375/D,NR/2023/11739/A,NR/2023/11325/A,NR/2023/15381/C,NR/2023/11203/A,NR/2023/11458/A,NR/2023/15370/D,NR/2023/14688/F/II,NR/2023/15383/C,NR/2023/15376/D,NR/2023/15388/C,NR/2023/11697/A,NR/2023/13283/A,NR/2023/11469/A,ER/2023/9493/C,Total
70,17:15-17:30,0.000000,0.000000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,3.030000,0.000000,0.820000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0.19,17.780000,0.000000,24.160000,85.030000,0.000000,1135.9

71,17:30-17:45,0.000000,0.000000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,3.030000,0.000000,0.820000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0.19,17.780000,0.000000,24.160000,85.030000,0.000000,1135.9

72,17:45-18:00,0.000000,0.000000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.820000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0.19,17.780000,0.000000,24.160000,85.030000,0.000000,1134.89

73,18:00-18:15,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.870000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0.19,17.780000,0.000000,0.000000,85.030000,0.000000,1147.25

74,18:15-18:30,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.870000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1147.06

75,18:30-18:45,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.870000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1147.06

76,18:45-19:00,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.870000,18.360000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1147.06

77,19:00-19:15,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1128.75

78,19:15-19:30,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1128.75

79,19:30-19:45,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,0.000000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1128.75

80,19:45-20:00,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,40.590000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1169.34

81,20:00-20:15,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,141.110000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1269.86

82,20:15-20:30,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,191.370000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1320.12

83,20:30-20:45,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,241.620000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1370.37

84,20:45-21:00,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,24.160000,84.570000,48.320000,271.590000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,48.320000,193.300000,0.000000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1400.34

85,21:00-21:15,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,20.300000,84.570000,48.320000,293.820000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1466.08

86,21:15-21:30,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,20.300000,84.570000,48.320000,324.740000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1497

87,21:30-21:45,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,20.300000,84.570000,48.320000,352.770000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1525.03

88,21:45-22:00,0.000000,36.470000,62.820000,22.230000,3.870000,0.000000,20.300000,84.570000,48.320000,400.130000,152.710000,188.470000,0.000000,21.250000,2.020000,0.000000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,0.000000,0.000000,85.030000,0.000000,1572.39

89,22:00-22:15,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,336.340000,152.710000,188.470000,0.000000,21.250000,2.020000,23.130000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1648.67

90,22:15-22:30,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,358.570000,152.710000,188.470000,0.000000,21.250000,2.020000,23.130000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1670.9

91,22:30-22:45,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,372.100000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1683.42

92,22:45-23:00,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,384.670000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.920000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1695.99

93,23:00-23:15,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,361.470000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.870000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1672.74

94,23:15-23:30,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,322.810000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.870000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1634.08

95,23:30-23:45,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,289.950000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.870000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1601.22

96,23:45-24:00,0.000000,36.470000,62.820000,22.230000,3.870000,81.860000,20.300000,84.570000,48.320000,249.360000,152.710000,188.470000,0.000000,21.250000,1.010000,23.130000,0.870000,0.000000,42.520000,24.160000,0.000000,63.060000,91.820000,193.300000,3.870000,6.770000,0,17.780000,35.080000,0.000000,85.030000,0.000000,1560.63

