Block,Time,KHSTPP-II,MAPS,NLCIIST1,NLCIIST2,PARBATI3,RIHAND3,SASAN,SEWA2,SIMHST1,SINGRAULI,ANTA_LF,ANTA_RF,CHAMERA1,KGSU3AND4,NLCEXP,NLCTS2EXP,NNTPP,RAPPC,ANTA_CRF,AURY_GF,FSTPP I & II,KKNP,NJPC,SIMHST2,TANAKPUR,AURY_LF,DADRI_GF,KHSTPP-I,NTPL,RAPPB,SALAL,TALA,TALST2,UNCHAHAR2,URI2,AURY_CRF,DADRI_CRF,BRBCL,BSIUL,CHAMERA2,KGSU1AND2,KOLDAM,RIHAND1,RIHAND2,RSTPSU7,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,AURY_RF,DADRI_LF,CHAMERA3,JHAJJAR,KKNPPU2,KOTESHWR,KUDGI,NAPP,PARBATI2,SINGRAULI_HYDRO,UNCHAHAR4,DADRT2,KISHANGANGA,RAPPD,RSTPSU1TO6,TANDA2,URI,DHAULIGNGA,DULHASTI,RAMPUR,TEHRI,TEHRIPSP,UNCHAHAR3,ANTA_GF,DADRI_RF
54,13:15-13:30,70.44,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.56,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,26.47,0,44.52,32.74,0,0,24.99,0,0,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,0,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,41.95,42.46,38.32,5.68,76.19,0,27.38,0,104.09

55,13:30-13:45,70.44,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,26.47,0,44.52,32.74,0,0,24.99,0,0,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,0,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,39.75,42.46,38.32,5.68,76.19,0,27.38,0,104.09

56,13:45-14:00,75.69,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,26.47,0,44.52,32.74,0,0,24.99,0,0,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,0,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,39.75,42.46,38.32,5.68,76.19,0,27.38,0,104.09

57,14:00-14:15,75.69,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,26.47,0,44.52,32.74,0,0,24.99,0,0,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,11.3,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,44.16,42.46,38.32,5.68,76.19,0,27.38,0,104.09

58,14:15-14:30,80.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,26.47,0,44.52,32.74,0,0,24.99,0,0,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,11.3,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,44.16,42.46,38.32,5.68,76.19,0,27.38,0,104.09

59,14:30-14:45,80.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.34,26.47,0,44.52,32.74,0,0,24.99,0,15.71,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,11.3,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,44.16,42.46,38.32,5.68,76.19,0,27.38,0,104.09

60,14:45-15:00,86.12,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,49.06,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.34,26.47,0,44.52,32.74,0,0,24.99,0,15.71,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,44.16,42.46,38.32,5.68,76.19,0,27.38,0,104.09

61,15:00-15:15,86.12,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.55,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,79.6,23.85,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,0,27.38,0,104.09

62,15:15-15:30,91.37,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.55,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,79.6,23.85,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,644.47,0,42.84,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,0,27.38,0,104.09

63,15:30-15:45,91.37,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.55,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,58.1,23.85,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,645.67,0,45.08,0,24.36,38.71,0,3.23,689.39,0,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,0,27.38,0,104.09

64,15:45-16:00,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.55,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,52.28,23.79,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,646.15,0,45.08,0,24.36,38.71,0,3.23,689.39,0.53,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,0,27.38,0,104.09

65,16:00-16:15,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.05,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,52.28,23.79,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,647.4,0,45.08,0,24.36,38.71,0,3.23,689.39,2.33,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,76.95,27.38,0,104.09

66,16:15-16:30,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.05,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,79.6,23.79,0,44.52,32.74,0,0,24.99,0,31.41,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,648.36,0,45.08,0,24.36,38.71,0,3.23,689.39,2.33,39.97,0,5.73,46.92,42.46,38.32,5.68,76.19,153.89,27.38,0,104.09

67,16:30-16:45,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.05,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.79,0,44.52,32.74,0,0,24.99,0,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,650.02,0,45.08,0,24.36,38.71,0,3.23,689.39,4.65,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

68,16:45-17:00,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,48.05,42.15,0,0,0,0,65.43,0,0,20.8,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.68,0,44.52,32.74,0,0,24.99,0,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,650.02,0,45.08,0,24.36,38.71,0,3.23,689.39,4.65,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

69,17:00-17:15,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.56,0,44.52,32.74,0,0,24.99,6.52,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653.11,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

70,17:15-17:30,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.5,0,44.52,32.74,0,0,24.99,13.04,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653.11,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

71,17:30-17:45,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.44,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653.11,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

72,17:45-18:00,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,81.92,23.27,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653.11,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

73,18:00-18:15,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,80.76,22.82,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653.11,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,153.89,27.38,0,104.09

74,18:15-18:30,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.55,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,11.91,0,0,45.53,0,0,80.76,22.68,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,653,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,104.09

75,18:30-18:45,98.87,0,0,0,33.46,130.84,418.77,18.34,0,97.47,0,47.29,42.15,0,0,0,0,65.43,0,0,20.3,0,175.8,0,3.85,0,0,45.53,0,0,80.76,22.47,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,80.79,0,22.61,652.07,0,45.08,0,24.36,38.71,0,3.23,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,104.09

76,18:45-19:00,98.87,0,0,0,38.66,130.84,418.77,19.49,0,97.47,0,47.29,42.35,0,0,0,0,65.43,0,0,20.3,0,177.45,0,3.85,0,0,45.53,0,0,80.76,22.09,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,652.07,0,45.08,0,24.36,41.8,0,3.23,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,104.09

77,19:00-19:15,98.87,0,0,0,38.66,130.84,418.77,19.49,0,97.47,0,47.29,42.35,0,0,0,0,65.43,0,0,20.3,0,177.45,0,3.85,0,0,45.53,0,0,80.76,21.94,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,437.27,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,104.09

78,19:15-19:30,98.87,0,0,0,38.66,130.84,418.77,19.49,0,97.47,0,47.29,42.35,0,0,0,0,65.43,0,0,20.3,0,177.45,0,11.91,0,0,45.53,0,0,80.76,22,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,104.09

79,19:30-19:45,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,47.8,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,80.76,22.23,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,104.09

80,19:45-20:00,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,47.8,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,80.76,22.27,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,104.09

81,20:00-20:15,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,48.55,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,80.18,22.56,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,106.06

82,20:15-20:30,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,48.55,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,80.18,22.62,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,153.89,27.38,0,106.06

83,20:30-20:45,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,48.55,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,79.6,22.7,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,106.06

84,20:45-21:00,98.87,0,0,0,33.46,130.84,415.12,18.34,0,97.47,0,48.55,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,79.6,22.91,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,33.95,474.85,0,45.08,0,24.36,39.42,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

85,21:00-21:15,98.87,0,0,0,33.46,130.84,415.12,18.34,0,97.47,0,49.31,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,79.6,23.29,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,33.95,474.85,0,45.08,0,24.36,39.42,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

86,21:15-21:30,98.87,0,0,0,33.46,130.84,415.12,18.34,0,97.47,0,49.31,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,79.6,23.44,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,33.95,474.85,0,45.08,0,24.36,39.42,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

87,21:30-21:45,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,50.08,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,79.6,23.58,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,106.06

88,21:45-22:00,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,50.08,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,79.6,23.74,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,106.06

89,22:00-22:15,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,50.58,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,77.27,24.03,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,106.06

90,22:15-22:30,98.87,0,0,0,38.66,130.84,415.12,19.49,0,97.47,0,50.58,42.35,0,0,0,0,65.43,0,0,18.76,0,177.45,0,11.91,0,0,45.53,0,0,77.27,24.17,0,44.52,32.74,0,0,24.99,20.46,49.6,0,8.63,48.09,125.27,0,0,21.65,0,81.31,0,35.69,474.85,0,45.08,0,24.36,41.8,0,2.94,689.39,7.18,39.97,0,5.73,48.57,44.82,38.45,5.85,79.43,192.57,27.38,0,106.06

91,22:30-22:45,98.87,0,0,0,33.46,130.84,415.12,18.34,0,97.47,0,50.83,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.32,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

92,22:45-23:00,98.87,0,0,0,33.46,130.84,415.12,18.34,0,97.47,0,50.83,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.38,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

93,23:00-23:15,98.87,0,0,0,33.46,130.84,340.88,18.34,0,97.47,0,51.59,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.38,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,44.16,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

94,23:15-23:30,98.87,0,0,0,33.46,130.84,340.88,18.34,0,97.47,0,51.59,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.41,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,44.16,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

95,23:30-23:45,98.87,0,0,0,33.46,130.84,340.88,18.34,0,97.47,0,51.84,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.41,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

96,23:45-24:00,98.87,0,0,0,33.46,130.84,340.88,18.34,0,97.47,0,51.84,42.15,0,0,0,0,65.43,0,0,18.76,0,175.8,0,11.91,0,0,45.53,0,0,77.27,24.41,0,44.52,32.74,0,0,24.99,19.56,47.12,0,8.63,48.09,125.27,0,0,21.65,0,82.08,0,33.95,474.85,0,45.08,0,24.36,38.71,0,2.94,689.39,6.97,39.97,0,5.73,48.57,42.46,38.32,5.68,79.43,192.57,27.38,0,106.06

