Time,Block,NR/2024/19143/A/13668,NR/2024/19030/A/13656,NR/2024/18976/A/13706,NR/2024/18855/A/13967,NR/2024/18919/A/14209,NR/2024/18977/A/13707,NR/2024/19297/C,NR/2024/19316/C,NR/2024/18936/A/13693,NR/2024/19306/C,NR/2024/18935/A/13692,NR/2024/18978/A/13708,NR/2024/19024/A/13759,NR/2024/19245/A/13963,NR/2024/19121/A/13965,NR/2024/19317/C,NR/2024/19115/A/13671,NR/2024/19075/A/13649,NR/2024/18996/A/14178,NR/2024/19308/C,NR/2024/19291/C,NR/2024/19313/C,NR/2024/18986/A/13679,NR/2024/19172/A/14320,NR/2024/19043/A/13650,NR/2024/18934/A/13691,NR/2024/19296/C,Total
83,20:30-20:45,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,167.360000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,292.11

84,20:45-21:00,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,167.360000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,292.11

85,21:00-21:15,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,167.360000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,96.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,388.85

86,21:15-21:30,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,150.240000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,145.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,420.1

87,21:30-21:45,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,150.240000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,193.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,468.47

88,21:45-22:00,2.000000,0.000000,0.000000,66.930000,0.000000,0.000000,150.240000,48.370000,0.000000,0.000000,0.000000,0.000000,4.840000,1.930000,0.000000,241.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0,516.84

89,22:00-22:15,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,108.930000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,193.480000,0.000000,0.000000,0.000000,51.270000,0.000000,145.110000,0.680000,0.000000,0.000000,0.000000,0,696.09

90,22:15-22:30,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,108.930000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,145.110000,0.000000,0.000000,0.000000,54.170000,0.000000,145.110000,0.680000,0.000000,0.000000,0.000000,0,650.62

91,22:30-22:45,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,105.160000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,106.410000,0.000000,0.000000,0.000000,51.270000,0.000000,145.110000,0.680000,0.000000,0.000000,0.000000,0,605.25

92,22:45-23:00,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,105.160000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,48.370000,0.000000,0.000000,0.000000,55.140000,0.000000,145.110000,0.680000,0.000000,0.000000,0.000000,0,551.08

93,23:00-23:15,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,52.630000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,61.910000,0.000000,145.110000,0.630000,0.000000,0.000000,0.000000,0,456.9

94,23:15-23:30,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,52.630000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,60.950000,0.000000,145.110000,0.630000,0.000000,0.000000,0.000000,0,455.94

95,23:30-23:45,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,52.630000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,55.140000,0.000000,145.110000,0.630000,0.000000,0.000000,0.000000,0,450.13

96,23:45-24:00,2.000000,0.000000,0.000000,66.930000,9.670000,0.000000,52.630000,48.370000,0.000000,62.880000,0.000000,0.000000,4.840000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,45.470000,0.000000,145.110000,0.630000,0.000000,0.000000,0.000000,0,440.46

