Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1766,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1899,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/2197,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1599,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/3428,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1475,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024
80,19:45-20:00,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,150,13.47,0,0,9.2,0,0,0,0,0,21.49,7.67,7.17,17.66,0,0,0,0,7.17,0,17.67,86.77,25.73,66,100.22,130.59,26.23,135.3,0.77,1.92

81,20:00-20:15,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,250,13.47,0,0,9.6,0,0,0,0,0,21.49,7.67,7.17,33.34,0,0,0,0,7.17,0,33.33,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

82,20:15-20:30,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,250,13.47,0,0,10.2,0,0,0,0,0,21.49,7.67,7.17,35,0,0,0,0,7.17,0,35,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

83,20:30-20:45,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,250,13.47,0,0,11,0,0,0,0,0,24.49,7.67,8.17,37.34,0,0,0,0,8.17,0,37.33,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

84,20:45-21:00,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,250,13.47,0,0,11.81,0,0,0,0,0,27.49,7.67,9.17,40,0,0,0,0,9.17,0,40,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

85,21:00-21:15,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.14,0,50,250,13.47,0,0,12.61,0,0,0,0,0,33,8.67,11,42,0,0,0,0,11,0,42,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

86,21:15-21:30,0,0,0,0,150,28.86,0,13.47,1.57,0,0,28.86,1.14,0,50,250,13.47,0,0,13.61,0,0,0,0,0,38.51,10.33,12.83,45,0,0,0,0,12.83,0,45,86.77,25.73,66,100.22,130.59,26.23,135.3,0.69,1.92

87,21:30-21:45,0,0,0,0,150,28.86,0,13.47,1.57,0,0,28.86,1.14,0,50,250,13.47,0,0,13.81,0,0,0,0,0,44.51,12.33,14.83,48.34,0,0,0,0,14.83,0,48.33,86.77,25.23,70.15,100.22,130.59,26.23,135.3,0.69,1.92

88,21:45-22:00,0,0,0,0,150,28.86,0,13.47,1.57,0,0,28.86,1.14,0,50,250,13.47,0,0,14.21,0,0,0,0,0,51,14,17,49.66,0,0,0,0,17,0,49.67,86.77,25.23,70.15,100.22,130.59,26.23,135.3,0.69,1.92

89,22:00-22:15,0,0,0,0,150,28.86,0,8.74,1.57,47.56,0,28.86,1.14,142.69,50,250,8.74,0,0,7.2,0,0,0,0,0,46.01,14.33,15.33,51.34,0,0,0,0,15.33,0,51.33,74.58,25.23,70.15,100.22,111.38,26.23,135.3,0.69,1.92

90,22:15-22:30,0,0,0,0,150,28.86,0,8.74,1.57,47.56,0,28.86,1.14,142.69,50,250,8.74,0,0,7.2,0,0,0,0,0,46.99,14.33,15.67,53,0,0,0,0,15.67,0,53,74.58,25.23,70.15,100.22,111.38,26.23,135.3,0.69,1.92

91,22:30-22:45,0,0,0,0,150,28.86,0,8.74,1.57,47.56,0,28.86,1.14,142.69,50,250,8.74,0,0,11,0,0,0,0,0,47.51,13.67,15.83,54.34,0,0,0,0,15.83,0,54.33,74.58,25.23,70.15,100.22,111.38,26.23,115.44,0.69,1.92

92,22:45-23:00,0,0,0,0,150,28.86,0,8.74,1.57,47.56,0,28.86,1.14,142.69,50,250,8.74,0,0,11,0,0,0,0,0,47.51,13.33,15.83,55.34,0,0,0,0,15.83,0,55.33,74.58,25.23,70.15,100.22,111.38,26.23,96.2,0.69,1.92

93,23:00-23:15,0,0,0,0,150,22.3,0,8.74,1.57,47.56,0,22.3,1.14,142.69,50,250,8.74,0,0,11.21,0,0,0,0,0,47.51,12.67,15.83,55.66,0,0,0,0,15.83,0,55.67,74.58,24.72,70.15,100.22,111.38,26.23,74.81,0.69,1.92

94,23:15-23:30,0,0,0,0,150,22.3,0,8.74,1.57,47.56,0,22.3,1.14,142.69,50,250,8.74,0,0,11.61,0,0,0,0,0,46.01,11.67,15.33,54.66,0,0,0,0,15.33,0,54.67,74.58,24.72,70.15,100.22,111.38,26.23,74.81,0.69,1.92

95,23:30-23:45,0,0,0,0,150,22.3,0,8.74,1.57,47.56,0,22.3,1.14,142.69,50,250,8.74,0,0,12.21,0,0,0,0,0,43.99,16,14.67,54,0,0,0,0,14.67,0,54,74.58,24.72,70.15,100.22,111.38,26.23,74.81,0.69,1.92

96,23:45-24:00,0,0,0,0,150,22.3,0,8.74,1.57,47.56,0,22.3,1.14,142.69,50,250,8.74,0,0,12.81,0,0,0,0,0,42.49,15.33,14.17,53,0,0,0,0,14.17,0,53,74.58,24.72,70.15,100.22,111.38,26.23,74.81,0.69,1.92

