Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/MPL/24-25/STOA/128
78,19:15-19:30,18.66,0,0.11,15.33,46,15.34,29.67,1,0,1,8.01,0,29.67,0,0,0,0.57,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,114.92,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

79,19:30-19:45,21.66,0,0.02,22.5,67.5,22.5,39,0,0,0,8.01,0,39,0,0,0,0.09,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,114.92,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

80,19:45-20:00,21.34,0,0.01,21.33,64,21.34,37.67,0,0,0,8.01,0,37.67,0,0,0,0.04,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,114.92,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

81,20:00-20:15,21,0,0,18.33,55,18.34,43.33,0,0,0,11,0,43.33,0,0,0,0,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,114.92,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

82,20:15-20:30,20.66,0,0,17.83,53.5,17.84,42.67,0,0,0,11,0,42.67,0,0,0,0,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,114.92,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

83,20:30-20:45,11.66,0,0,17.17,51.5,17.16,42,0,0,0,11.2,0,42,0,0,0,0,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,106.83,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

84,20:45-21:00,11.66,0,0,16.5,49.5,16.5,41.33,0,0,0,11.2,0,41.33,0,0,0,0,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

85,21:00-21:15,11,0,0,12.5,37.5,12.5,28.33,0,0,0,11,0,28.33,0,0,0,0,0,0,86.75,32,5.91,7.91,0,0,100.19,0,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

86,21:15-21:30,10.66,0,0,12.67,38,12.66,26.67,0,0,0,11.81,0,26.67,0,0,0,0,0,0,86.75,32,5.91,7.91,0,0,100.19,0,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

87,21:30-21:45,10.34,0,0,13,39,13,35,0,0,0,13.61,0,35,0,0,0,0,0,0,86.75,32,5.91,7.91,0,0,100.19,32,96.17,30.28,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

88,21:45-22:00,10,0,0,13.67,41,13.66,36,0,0,0,15.61,0,36,0,0,0,0,0,0,86.75,32,5.91,7.91,0,0,100.19,32,96.17,30.28,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

89,22:00-22:15,16.66,0,0,14.17,42.5,14.16,46.67,0,0,0,15.81,0,46.67,0,0,0,0,0,0,86.75,32,5.78,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

90,22:15-22:30,16.34,0,0,14.67,44,14.66,45,0,0,0,16.21,0,45,0,0,0,0,0,0,86.75,32,5.78,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

91,22:30-22:45,15,0,0,15,45,15,35,0,0,0,16.41,0,35,0,0,0,0,0,0,86.75,32,5.78,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

92,22:45-23:00,14,0,0,15.33,46,15.34,35,0,0,0,16.81,0,35,0,0,0,0,0,0,86.75,32,5.78,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

93,23:00-23:15,12.66,0,0,11.83,35.5,11.84,35,0,0,0,16.01,0,35,0,0,0,0,0,0,86.75,32,5.65,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

94,23:15-23:30,12,0,0,11.83,35.5,11.84,35,0,0,0,15.61,0,35,0,0,0,0,0,0,86.75,32,5.65,7.91,0,0,100.19,32,96.17,31.29,0,103.62,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

95,23:30-23:45,11.66,0,0,12.17,36.5,12.16,35.33,0,0,0,14.01,0,35.33,0,0,0,0,0,0,86.75,32,5.65,7.91,0,0,100.19,32,96.17,30.28,0,107.38,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

96,23:45-24:00,10.66,0,0,12.33,37,12.34,35.33,0,0,0,13.61,0,35.33,0,0,0,0,0,0,86.75,32,5.65,7.91,0,0,100.19,32,96.17,30.28,0,107.38,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

